
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending December 8, 2007 (WEEK 49)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2007
Streptococcal disease, invasive, group A cummulative for 2006
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2007
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2006

tab delimited data:
test
UNITED STATES	56	96	261	4,560	4,945	32	32	108	1,515	1,286											
NEW ENGLAND	1	5	28	354	327	-	2	11	108	124											
Conn.	1	0	22	116	88	-	0	6	12	34											
Maine	-	0	3	26	18	-	0	1	3	-											
Mass.	-	3	12	155	164	-	1	6	72	71											
N.H.	-	0	4	34	35	-	0	2	11	12											
R.I.	-	0	12	6	8	-	0	1	8	7											
Vt.	-	0	2	17	14	-	0	1	2	-											
MID. ATLANTIC	7	16	41	827	895	2	4	37	260	189											
N.J.	-	2	10	121	139	-	1	5	40	62											
N.Y. (Upstate)	6	5	27	269	287	2	2	15	104	95											
N.Y. City	-	4	13	193	156	-	1	35	116	32											
Pa.	1	5	11	244	313	N	0	0	N	N											
E.N. CENTRAL	7	16	34	755	934	3	4	14	205	343											
Ill.	-	4	13	210	287	-	1	5	41	98											
Ind.	5	2	12	117	110	1	0	10	21	52											
Mich.	-	4	10	183	194	-	1	5	70	72											
Ohio	2	4	14	214	228	2	1	7	60	75											
Wis.	-	0	5	31	115	-	0	2	13	46											
W.N. CENTRAL	-	5	32	316	335	1	2	6	117	109											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	-	0	3	30	52	-	0	1	3	13											
Minn.	-	0	29	153	149	1	1	6	73	66											
Mo.	-	2	6	80	81	-	0	2	25	15											
Nebr.	-	0	3	24	31	-	0	2	15	10											
N. Dak.	-	0	3	18	12	-	0	2	1	5											
S. Dak.	-	0	2	11	10	-	0	0	-	-											
S. ATLANTIC	16	23	52	1,177	1,130	7	5	14	267	81											
Del.	-	0	1	10	10	-	0	0	-	-											
D.C.	-	0	3	8	18	-	0	1	-	2											
Fla.	4	6	16	296	278	3	1	5	65	-											
Ga.	4	5	13	242	249	-	0	5	44	-											
Md.	5	4	10	203	206	4	1	5	63	67											
N.C.	2	1	22	158	157	-	0	0	-	-											
S.C.	1	1	7	92	61	-	1	4	52	-											
Va.	-	3	11	142	125	-	0	4	36	-											
W. Va.	-	0	3	26	26	-	0	4	7	12											
E.S. CENTRAL	3	4	13	196	194	1	2	6	89	18											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	-	1	3	36	42	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	2	3	18											
Tenn.	3	3	13	160	152	1	2	6	86	-											
W.S. CENTRAL	12	6	90	295	373	12	4	43	243	201											
Ark.	-	0	2	17	24	1	0	2	12	20											
La.	-	0	4	16	16	-	0	4	29	23											
Okla.	1	1	23	67	100	3	1	13	59	53											
Tex.	11	3	64	195	233	8	2	27	143	105											
MOUNTAIN	10	11	22	512	630	6	4	12	196	195											
Ariz.	4	4	11	194	322	4	2	8	115	107											
Colo.	5	3	8	147	114	2	1	3	47	53											
Idaho	-	0	2	18	9	-	0	1	2	3											
Mont.	N	0	0	N	N	N	0	0	N	N											
Nev.	-	0	1	1	-	-	0	1	1	2											
N. Mex.	1	1	4	59	119	-	0	4	24	30											
Utah	-	2	7	88	62	-	0	2	7	-											
Wyo.	-	0	1	5	4	-	0	0	-	-											
PACIFIC	-	3	7	128	127	-	0	3	30	26											
Alaska	-	0	3	30	N	-	0	3	30	N											
Calif.	N	0	0	N	N	N	0	0	N	N											
Hawaii	-	2	5	98	127	-	0	1	-	26											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	0	-	-	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	0	-	-	N	0	0	N	N											
P.R.	-	0	0	-	-	N	0	0	N	N											
V.I.	-	0	0	-	-	-	0	0	-	-											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


