
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending July 18, 1998 (WEEK 28)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1998*
AIDS § cummulative for 1997
Chlamydia† cummulative for 1998
Chlamydia† cummulative for 1997
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1998
Gonorrhea cummulative for 1998
Gonorrhea cummulative for 1997
Hepatitis C/NA,NB cummulative for 1998
Hepatitis C/NA,NB cummulative for 1997

tab delimited data:
test
UNITED STATES	23,929	31,393	283,518	239,135	1,040	468	163,996	151,165	2,097	1,828											
NEW ENGLAND	830	1,270	10,984	9,157	139	98	3,058	3,118	31	36											
Maine	18	28	560	500	16	-	36	29	-	-											
N.H.	22	17	496	410	22	21	48	59	-	-											
Vt.	10	24	215	207	7	4	15	26	-	1											
Mass.	386	463	4,478	3,777	68	57	1,067	1,170	28	31											
R.I.	67	83	1,311	1,067	5	1	186	251	3	4											
Conn.	327	655	3,924	3,196	21	15	1,706	1,583	-	-											
MID. ATLANTIC	6,951	9,906	33,106	28,880	96	22	18,476	18,643	217	172											
Upstate N.Y.	849	1,620	N	N	72	-	3,215	3,148	167	125											
N.Y. City	3,910	4,966	18,216	14,017	4	6	7,952	7,057	-	-											
N.J.	1,232	2,090	5,208	5,205	20	15	2,880	3,861	-	-											
Pa.	960	1,230	9,682	9,658	N	1	4,429	4,577	50	47											
E.N. CENTRAL	1,768	2,169	46,186	38,755	189	85	31,449	23,439	277	340											
Ohio	331	435	12,997	11,693	48	20	7,988	7,305	7	8											
Ind.	326	360	3,078	4,673	54	25	1,958	3,129	3	10											
Ill.	706	761	13,507	6,961	43	-	10,871	3,427	16	57											
Mich.	305	473	11,612	9,672	44	20	8,620	7,202	251	246											
Wis.	100	140	4,992	5,756	N	20	2,012	2,376	-	19											
W.N. CENTRAL	444	614	16,585	16,766	137	67	8,170	7,563	118	38											
Minn.	65	99	3,098	3,470	51	30	1,081	1,216	6	3											
Iowa	49	69	2,010	2,459	44	7	638	667	11	19											
Mo.	209	295	6,329	6,218	13	21	4,685	4,092	96	5											
N. Dak.	4	6	290	453	2	5	29	34	-	2											
S. Dak.	9	3	871	658	8	1	143	70	-	-											
Nebr.	39	59	1,268	1,052	8	-	448	403	2	2											
Kans.	69	83	2,719	2,456	11	3	1,146	1,081	3	7											
S. ATLANTIC	5,900	7,791	58,501	50,169	77	32	47,358	48,589	108	120											
Del.	75	144	1,349	-	-	1	733	616	-	-											
Md.	718	954	4,536	3,789	13	4	5,197	6,187	5	3											
D.C.	481	598	N	N	1	-	1,911	2,216	-	-											
Va.	425	650	5,581	6,198	N	7	3,339	4,254	7	17											
W. Va.	57	62	1,426	1,552	N	3	410	497	4	9											
N.C.	390	429	11,679	8,972	14	10	9,821	8,622	14	30											
S.C.	386	422	9,968	6,740	3	1	6,404	6,024	3	26											
Ga.	616	970	13,160	9,334	24	-	10,854	10,636	9	-											
Fla.	2,752	3,562	10,802	13,584	19	6	8,689	9,537	66	35											
E.S. CENTRAL	936	1,019	19,225	18,073	54	13	18,142	18,025	84	198											
Ky.	127	177	3,311	3,545	15	-	1,876	2,234	16	9											
Tenn.	333	414	6,897	6,659	24	10	5,912	5,548	65	129											
Ala.	274	239	5,357	4,352	15	2	6,666	6,219	3	6											
Miss.	202	189	3,660	3,517	U	1	3,688	4,024	U	54											
W.S. CENTRAL	2,899	3,184	42,035	29,751	64	8	23,878	19,777	526	220											
Ark.	104	130	1,860	1,538	4	3	1,182	2,531	3	8											
La.	512	562	7,513	4,627	3	2	6,174	4,301	15	116											
Okla.	170	165	5,287	4,013	9	3	2,926	2,496	5	4											
Tex.	2,113	2,327	27,375	19,573	48	-	13,596	10,449	503	92											
MOUNTAIN	831	924	11,454	14,797	142	55	4,174	4,048	244	165											
Mont.	15	22	655	559	6	-	25	23	5	12											
Idaho	15	28	919	790	10	2	85	59	87	28											
Wyo.	2	13	350	300	46	-	17	28	44	40											
Colo.	147	224	-	3,234	28	20	1,224	1,113	15	18											
N. Mex.	130	80	2,075	2,060	12	6	411	477	56	32											
Ariz.	329	227	5,923	5,441	N	11	2,148	1,751	3	22											
Utah	65	73	1,223	854	20	10	126	124	21	3											
Nev.	128	257	309	1,559	7	6	138	473	13	10											
PACIFIC	3,370	4,516	45,442	32,787	142	88	9,291	7,963	492	539											
Wash.	236	377	5,903	4,740	28	22	1,023	998	10	17											
Oreg.	93	162	3,023	2,570	35	28	424	394	2	2											
Calif.	2,962	3,913	34,507	23,785	77	35	7,478	6,093	425	431											
Alaska	12	28	991	775	2	-	163	215	1	-											
Hawaii	67	36	1,018	917	N	3	203	263	54	89											
Guam	-	2	8	193	N	-	2	27	-	-											
P.R.	1,001	1,019	U	U	-	U	227	345	-	-											
V.I.	17	51	N	N	N	U	U	U	U	U											
Amer. Samoa	-	-	U	U	N	U	U	U	U	U											
C.N.M.I.	-	1	N	N	N	U	14	16	-	2											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1997 and 1998 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


