
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending February 1, 2003 (WEEK 05)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral, Acute), Type B cummulative for 2003
Hepatitis (Viral, Acute), Type B cummulative for 2002
Hepatitis (Viral, Acute), Type C cummulative for 2003
Hepatitis (Viral, Acute), Type c cummulative for 2002
Legionellosis cummulative for 2003
Legionellosis cummulative for 2002
Listeriosis cummulative for 2003
Listeriosis cummulative for 2002
Lyme Disease cummulative for 2003
Lyme Disease cummulative for 2002

tab delimited data:
test
UNITED STATES	434	396	81	334	72	65	28	33	252	392											
NEW ENGLAND	12	18	-	2	2	3	3	2	2	39											
Maine	-	-	-	-	-	-	-	1	-	-											
N.H.	-	2	-	-	-	-	1	-	-	6											
Vt.	1	1	-	1	1	-	-	-	2	-											
Mass.	11	12	-	1	-	2	2	-	-	33											
R.I.	-	-	-	-	-	-	-	-	-	-											
Conn.	-	3	-	-	1	1	-	1	-	-											
MID. ATLANTIC	80	108	30	189	9	13	7	5	203	269											
Upstate N.Y.	-	3	1	1	3	2	2	3	143	146											
N.Y. City	54	59	-	-	6	-	4	1	53	-											
N.J.	23	30	29	186	-	3	-	-	5	63											
Pa.	3	16	-	2	-	8	1	1	2	60											
E.N. CENTRAL	37	37	11	5	22	27	3	8	2	10											
Ohio	18	6	1	-	13	18	3	3	2	2											
Ind.	-	-	-	-	-	-	-	-	-	1											
Ill.	-	3	1	-	-	-	-	1	-	-											
Mich.	19	24	9	5	9	7	-	1	-	-											
Wis.	-	4	-	-	-	2	-	3	U	7											
W.N. CENTRAL	12	20	10	51	1	2	2	1	1	6											
Minn.	-	1	-	-	-	-	1	-	-	1											
Iowa	1	3	-	-	-	-	-	-	-	3											
Mo.	7	9	9	49	-	1	-	1	-	2											
N. Dak.	1	-	-	-	-	-	-	-	-	-											
S. Dak.	-	-	-	-	-	-	-	-	-	-											
Nebr.	2	4	1	2	-	1	1	-	-	-											
Kans.	1	3	-	-	1	-	-	-	1	-											
S. ATLANTIC	192	89	15	9	28	5	6	3	32	51											
Del.	1	1	-	3	-	1	-	-	-	6											
Md.	5	14	1	2	7	3	1	1	21	39											
D.C.	-	1	-	-	-	-	-	-	-	2											
Va.	1	2	-	-	2	-	-	-	-	-											
W. Va.	-	1	-	-	N	N	-	-	-	-											
N.C.	13	12	1	2	2	-	1	-	5	-											
S.C.	-	2	-	-	-	-	1	1	-	-											
Ga.	133	12	1	-	2	-	1	-	1	-											
Fla.	39	44	12	2	15	1	2	1	5	4											
E.S. CENTRAL	15	32	6	16	1	-	2	-	1	-											
Ky.	-	4	1	1	-	-	-	-	-	-											
Tenn.	3	8	-	-	1	-	-	-	1	-											
Ala.	6	7	-	1	-	-	2	-	-	-											
Miss.	6	13	5	14	-	-	-	-	-	-											
W.S. CENTRAL	2	10	2	51	2	2	-	4	-	7											
Ark.	-	9	-	4	-	-	-	-	-	-											
La.	2	1	2	-	-	-	-	-	-	1											
Okla.	-	-	-	-	2	-	-	-	-	-											
Tex.	-	-	-	47	-	2	-	4	-	6											
MOUNTAIN	49	22	3	4	4	3	5	2	1	1											
Mont.	1	-	-	-	-	-	1	-	-	-											
Idaho	-	-	-	-	1	-	-	-	1	-											
Wyo.	1	2	-	2	-	-	-	-	-	-											
Colo.	11	8	3	1	-	1	2	1	-	-											
N. Mex.	-	3	-	-	-	1	-	-	-	1											
Ariz.	31	1	-	-	2	-	2	1	-	-											
Utah	4	3	-	-	1	1	-	-	-	-											
Nev.	1	5	-	1	-	-	-	-	-	-											
PACIFIC	35	60	4	7	3	10	-	8	10	9											
Wash.	1	-	-	-	-	-	-	-	-	-											
Oreg.	10	16	1	2	N	N	-	1	3	1											
Calif.	24	43	3	5	3	10	-	7	7	8											
Alaska	-	1	-	-	-	-	-	-	-	-											
Hawaii	-	-	-	-	-	-	-	-	N	N											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	-	3	-	-	-	-	-	1	N	N											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


