
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending August 16, 2003 (WEEK 33)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2003
Syphilis (Primary and Secondary) cummulative for 2002
Syphilis (Congenital) cummulative for 2003
Syphilis (Congenital) cummulative for 2002
Tuberculosis cummulative for 2003
Tuberculosis cummulative for 2002
Typhoid Fever cummulative for 2003
Typhoid Fever cummulative for 2002
Varicella (Chicken Pox) cummulative for 2003
Varicella (Chicken Pox) cummulative for 2002

tab delimited data:
test
UNITED STATES	4,203	4,083	227	253	6,601	7,899	161	186	8,131												
NEW ENGLAND	134	84	1	-	184	255	16	10	1,241												
Maine	6	2	1	-	5	10	-	-	633												
N.H.	13	2	-	-	7	8	2	-	-												
Vt.	-	1	-	-	3	4	-	-	492												
Mass.	89	59	-	-	112	130	7	7	113												
R.I.	13	2	-	-	24	35	2	-	3												
Conn.	13	18	-	-	33	68	5	3	-												
MID. ATLANTIC	485	435	43	36	1,275	1,365	20	48	18												
Upstate N.Y.	26	22	12	1	154	209	5	3	N												
N.Y. City	292	257	24	16	723	655	9	25	-												
N.J.	82	84	7	18	215	306	5	13	-												
Pa.	85	72	-	1	183	195	1	7	18												
E.N. CENTRAL	570	773	42	38	699	791	10	20	3,762												
Ohio	133	91	2	2	126	126	-	5	925												
Ind.	31	39	7	2	86	70	3	2	-												
Ill.	215	299	14	28	327	390	1	7	-												
Mich.	181	328	19	6	126	159	6	3	2,261												
Wis.	10	16	-	-	34	46	-	3	576												
W.N. CENTRAL	93	78	3	-	285	340	2	7	38												
Minn.	32	38	-	-	109	143	-	3	N												
Iowa	4	2	-	-	17	17	1	-	N												
Mo.	33	17	3	-	77	93	1	1	-												
N. Dak.	-	-	-	-	-	4	-	-	38												
S. Dak.	1	-	-	-	16	10	-	-	-												
Nebr.	3	5	-	-	8	17	-	3	-												
Kans.	20	16	-	-	58	56	-	-	-												
S. ATLANTIC	1,121	1,003	40	58	1,342	1,605	35	24	1,543												
Del.	4	9	-	-	-	13	-	-	19												
Md.	193	119	8	10	140	178	7	5	-												
D.C.	34	32	-	1	-	-	-	-	22												
Va.	55	48	1	1	159	177	10	2	427												
W. Va.	2	2	-	-	12	18	-	-	907												
N.C.	100	182	11	16	194	198	6	1	N												
S.C.	66	80	4	7	97	115	-	-	168												
Ga.	268	210	3	9	196	328	6	4	-												
Fla.	399	321	13	14	544	578	6	12	N												
E.S. CENTRAL	197	332	12	19	417	465	5	4	-												
Ky.	26	63	1	3	77	80	-	4	N												
Tenn.	84	122	6	6	141	176	2	-	N												
Ala.	71	113	4	7	139	131	3	-	-												
Miss.	16	34	1	3	60	78	-	-	-												
W.S. CENTRAL	553	532	39	55	923	1,224	6	22	1,159												
Ark.	37	20	-	3	62	80	-	-	-												
La.	79	94	-	-	-	-	-	-	4												
Okla.	34	41	1	1	90	102	-	-	N												
Tex.	403	377	38	51	771	1,042	6	22	1,155												
MOUNTAIN	193	195	21	9	203	239	3	7	370												
Mont.	-	-	-	-	5	6	-	-	N												
Idaho	6	1	-	-	5	10	-	-	N												
Wyo.	-	-	-	-	2	2	-	-	42												
Colo.	12	38	3	1	43	51	3	3	-												
N. Mex.	35	21	-	-	6	22	-	-	-												
Ariz.	127	123	18	8	97	117	-	-	4												
Utah	5	4	-	-	23	18	-	2	324												
Nev.	8	8	-	-	22	13	-	2	-												
PACIFIC	857	651	26	38	1,273	1,615	64	44	-												
Wash.	50	32	-	1	146	155	2	4	-												
Oreg.	27	11	-	-	59	71	3	2	-												
Calif.	779	601	26	36	999	1,263	59	37	-												
Alaska	-	-	-	-	34	32	-	-	-												
Hawaii	1	7	-	1	35	94	-	1	-												
Guam	-	6	-	-	-	42	-	-	-												
P.R.	118	158	1	20	33	67	-	-	275												
V.I.	1	1	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


