
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending March 10, 2007 (WEEK 10)*

column labels in same order that data fields appears in each record below:
Reporting Area
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2007
Lyme disease cummulative for 2006
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2007
Malaria cummulative for 2006
Meningococcal diseases, invasive †, all serogroups current week
Meningococcal diseases, invasive †, all serogroups previous 52 weeks median 
Meningococcal diseases, invasive †, all serogroups previous 52 weeks maximum 
Meningococcal diseases, invasive †, all serogroups cummulative for 2007
Meningococcal diseases, invasive †, all serogroups cummulative for 2006

tab delimited data:
test
UNITED STATES	33	249	1,017	981	952	8	25	45	108	235	18	19	44	168	259						
NEW ENGLAND	5	20	260	61	72	-	0	6	-	8	-	1	3	3	11						
Conn.	2	9	227	20	29	-	0	3	-	1	-	0	2	1	3						
Maine	-	2	39	20	12	-	0	1	-	-	-	0	3	1	2						
Mass.	-	0	3	-	15	-	0	3	-	5	-	0	2	-	5						
N.H.	3	3	95	17	14	-	0	3	-	1	-	0	2	-	1						
R.I.	-	0	93	-	1	-	0	1	-	-	-	0	1	-	-						
Vt.	-	1	15	4	1	-	0	0	-	1	-	0	1	1	-						
MID. ATLANTIC	19	153	570	493	622	1	5	18	20	64	3	2	11	17	35						
N.J.	-	26	187	92	192	-	1	7	-	20	-	0	2	-	3						
N.Y. (Upstate)	17	59	392	116	159	1	1	7	5	6	1	0	4	3	4						
N.Y. City	-	3	24	2	10	-	3	9	10	31	1	1	4	4	14						
Pa.	2	44	237	283	261	-	1	4	5	7	1	0	4	10	14						
E.N. CENTRAL	-	12	158	12	48	1	3	10	20	33	2	2	12	23	27						
Ill.	-	0	1	-	-	-	1	6	6	12	-	0	3	3	9						
Ind.	-	0	3	-	-	-	0	2	1	5	-	0	5	6	1						
Mich.	-	1	5	4	2	1	0	2	4	4	-	0	4	6	6						
Ohio	-	0	5	2	5	-	0	2	4	9	2	1	4	8	7						
Wis.	-	11	154	6	41	-	0	3	5	3	-	0	2	-	4						
W.N. CENTRAL	2	5	169	17	20	3	0	14	11	5	4	1	4	17	11						
Iowa	-	1	8	1	4	-	0	1	1	1	-	0	2	4	-						
Kans.	-	0	2	1	-	-	0	2	-	-	1	0	1	1	-						
Minn.	2	3	167	15	15	3	0	12	7	2	3	0	3	2	-						
Mo.	-	0	2	-	-	-	0	1	1	1	-	0	3	7	7						
Nebr.	-	0	2	-	1	-	0	1	2	-	-	0	1	1	4						
N. Dak.	-	0	0	-	-	-	0	1	-	-	-	0	1	1	-						
S. Dak.	-	0	1	-	-	-	0	0	-	1	-	0	1	1	-						
S. ATLANTIC	4	41	131	363	169	-	5	15	32	61	2	4	10	24	45						
Del.	-	7	28	59	55	-	0	1	1	-	-	0	1	-	2						
D.C.	-	0	7	-	5	-	0	2	1	-	-	0	1	-	-						
Fla.	2	1	5	9	5	-	1	4	8	6	2	1	7	10	17						
Ga.	-	0	1	-	1	-	1	6	4	16	-	0	3	5	2						
Md.	-	20	88	258	96	-	1	4	8	18	-	0	2	5	4						
N.C.	-	0	4	-	7	-	0	4	4	8	-	0	6	-	11						
S.C.	-	0	2	1	-	-	0	2	-	2	-	0	2	2	5						
Va.	2	6	36	36	-	-	1	4	6	11	-	0	4	2	4						
W. Va.	-	0	10	-	-	-	0	1	-	-	-	0	2	-	-						
E.S. CENTRAL	-	1	4	4	-	1	0	3	6	6	1	1	3	10	11						
Ala.	-	0	3	1	-	-	0	2	-	2	-	0	2	2	2						
Ky.	-	0	2	-	-	-	0	1	1	1	-	0	1	-	1						
Miss.	-	0	1	-	-	-	0	1	1	1	-	0	3	3	2						
Tenn.	-	0	2	3	-	1	0	2	4	2	1	0	2	5	6						
W.S. CENTRAL	-	0	5	2	1	-	1	7	2	5	1	1	5	12	14						
Ark.	-	0	0	-	-	-	0	2	-	-	-	0	1	-	3						
La.	-	0	1	-	-	-	0	1	1	-	-	0	2	3	1						
Okla.	-	0	0	-	-	-	0	2	1	1	-	0	3	4	4						
Tex.	-	0	5	2	1	-	1	6	-	4	1	0	5	5	6						
MOUNTAIN	-	0	4	2	2	-	1	6	2	13	-	1	4	14	21						
Ariz.	-	0	2	-	2	-	0	3	-	1	-	0	2	2	9						
Colo.	-	0	1	-	-	-	0	2	1	6	-	0	2	3	9						
Idaho	-	0	2	-	-	-	0	1	-	-	-	0	1	1	-						
Mont.	-	0	1	1	-	-	0	1	-	-	-	0	1	1	-						
Nev.	-	0	1	1	-	-	0	1	-	-	-	0	0	-	-						
N. Mex.	-	0	1	-	-	-	0	1	-	1	-	0	1	1	-						
Utah	-	0	1	-	-	-	0	2	1	5	-	0	2	6	3						
Wyo.	-	0	1	-	-	-	0	0	-	-	-	0	2	-	-						
PACIFIC	3	3	17	27	18	2	4	13	15	40	5	5	10	48	84						
Alaska	-	0	1	2	-	-	0	4	2	2	-	0	1	1	2						
Calif.	3	2	15	23	18	2	2	6	9	31	-	3	8	33	57						
Hawaii	N	0	0	N	N	-	0	2	-	-	-	0	2	2	1						
Oreg.	-	0	1	2	-	-	0	3	3	4	-	0	3	5	12						
Wash.	-	0	2	-	-	-	0	6	1	3	5	0	5	7	12						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	-	-						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	N	0	0	N	N	-	0	1	-	-	-	0	1	1	-						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Data for meningococcal disease, invasive caused by serogroups A, C, Y, & W-135; serogroup B; other serogroup; and 
unknown serogroup are available in Table I.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


