
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending May 19, 2001 (WEEK 20)*

column labels in same order that data fields appears in each record below:
Reporting Area
Gonorrhea cummulative for 2001
Gonorrhea cummulative for 2000
Hepatitis C/NA,NB cummulative for 2001
Hepatitis C/NA,NB cummulative for 2000
Legionellosis cummulative for 2001
Legionellosis cummulative for 2000
Listeriosis cummulative for 2001
Listeriosis cummulative for 2000
Lyme Disease cummulative for 2001
Lyme Disease cummulative for 2000

tab delimited data:
test
UNITED STATES	110,345	129,076	832	9,741	236	252	134	855	1,999												
NEW ENGLAND	2,407	2,480	12	11	12	17	13	268	365												
Maine	48	32	-	-	-	2	-	-	-												
N.H.	51	36	-	-	3	2	-	42	26												
Vt.	30	25	5	3	4	-	-	1	2												
Mass.	1,197	992	7	5	3	9	8	48	123												
R.I.	272	244	-	3	-	1	-	-	-												
Conn.	809	1,151	-	-	2	3	5	177	214												
MID. ATLANTIC	11,529	13,679	28	274	26	61	20	335	1,289												
Upstate N.Y.	2,732	2,279	18	10	17	19	9	266	392												
N.Y. City	4,255	4,379	-	-	4	8	3	-	49												
N.J.	932	2,744	-	251	3	4	5	-	381												
Pa.	3,610	4,277	10	13	2	30	3	69	467												
E.N. CENTRAL	18,722	26,055	85	102	63	70	17	20	71												
Ohio	2,816	6,575	5	3	35	30	4	19	9												
Ind.	2,414	2,192	1	-	5	9	2	1	-												
Ill.	5,798	7,925	9	9	-	7	-	-	5												
Mich.	6,534	6,680	70	90	16	13	10	-	3												
Wis.	1,160	2,683	-	-	7	11	1	U	54												
W.N. CENTRAL	5,154	6,129	255	211	19	13	3	33	30												
Minn.	765	1,207	-	1	1	1	-	20	13												
Iowa	392	401	-	1	5	3	-	3	-												
Mo.	2,662	2,962	251	203	9	6	1	7	11												
N. Dak.	13	22	-	-	-	-	-	-	-												
S. Dak.	87	97	-	-	-	1	-	-	-												
Nebr.	270	484	1	2	3	-	1	1	1												
Kans.	965	956	3	4	1	2	1	2	5												
S. ATLANTIC	29,750	33,382	41	30	38	42	24	146	188												
Del.	587	636	-	2	-	4	-	-	33												
Md.	2,715	3,278	11	2	7	9	2	103	120												
D.C.	1,190	873	-	-	1	-	-	7	-												
Va.	3,311	3,841	-	1	6	3	4	25	14												
W. Va.	209	247	5	4	N	N	2	1	8												
N.C.	6,106	6,648	7	12	4	6	-	5	8												
S.C.	3,611	3,377	3	-	1	2	2	1	1												
Ga.	5,396	5,971	-	-	2	3	7	-	-												
Fla.	6,625	8,511	15	9	17	15	7	4	4												
E.S. CENTRAL	10,932	13,533	90	180	22	7	8	4	9												
Ky.	1,300	1,278	3	16	6	5	2	2	2												
Tenn.	3,526	4,209	28	38	9	1	3	2	5												
Ala.	3,516	4,581	1	6	5	1	3	-	1												
Miss.	2,590	3,465	58	120	2	-	-	-	1												
W.S. CENTRAL	18,290	20,442	148	8,840	3	11	4	7	15												
Ark.	1,883	1,258	3	2	-	-	1	-	-												
La.	4,197	5,027	62	217	2	5	-	1	1												
Okla.	1,791	1,590	2	2	1	1	-	-	-												
Tex.	10,419	12,567	81	8,619	-	5	3	6	14												
MOUNTAIN	3,876	3,973	126	26	20	15	13	3	1												
Mont.	43	20	-	1	-	-	-	-	-												
Idaho	30	34	1	-	-	2	-	1	-												
Wyo.	17	24	101	1	1	-	-	1	1												
Colo.	1,190	1,264	8	5	6	6	1	-	-												
N. Mex.	347	401	9	6	1	1	3	-	-												
Ariz.	1,504	1,596	4	10	6	2	3	-	-												
Utah	34	107	-	-	4	4	1	-	-												
Nev.	711	527	3	3	2	-	5	1	-												
PACIFIC	9,685	9,403	47	67	33	16	32	39	31												
Wash.	1,150	886	12	9	6	7	2	2	-												
Oreg.	145	340	5	14	N	N	1	3	3												
Calif.	8,236	7,884	30	44	27	9	29	34	27												
Alaska	124	117	-	-	-	-	-	-	1												
Hawaii	30	176	-	-	-	-	-	N	N												
Guam	-	20	-	1	-	-	-	-	-												
P.R.	653	213	-	1	2	-	-	N	N												
V.I.	6	-	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	-	U	U												
C.N.M.I.	U	U	U	U	U	U	-	U	U												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2000 and 2001 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


