
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending September 15, 2007 (WEEK 37)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2007
Pertussis cummulative for 2006
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2007
Rabies, animal cummulative for 2006
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2007
Rocky Mountain Spotted Fever cummulative for 2006

tab delimited data:
test
UNITED STATES	78	179	1,479	5,790	9,887	35	95	171	3,492	3,966	8	32	211	1,171	1,550						
NEW ENGLAND	-	26	77	779	1,174	6	12	21	414	311	-	0	10	-	10						
Conn.	-	2	5	42	78	2	4	10	170	139	-	0	0	-	-						
Maine	-	2	15	54	81	-	2	8	55	75	-	0	0	-	-						
Mass.	-	21	46	613	736	-	0	0	-	-	-	0	1	-	9						
N.H.	-	1	9	37	156	-	1	4	35	31	-	0	0	-	1						
R.I.	-	0	31	6	35	-	0	3	26	19	-	0	9	-	-						
Vt.	-	0	9	27	88	4	2	13	128	47	-	0	0	-	-						
MID. ATLANTIC	10	23	155	812	1,264	1	13	44	605	377	-	1	6	43	72						
N.J.	-	2	16	81	214	-	0	0	-	-	-	0	2	6	33						
N.Y. (Upstate)	7	13	146	431	546	-	-	-	-	-	-	0	1	3	-						
N.Y. City	-	2	6	80	70	1	1	5	33	24	-	0	3	16	20						
Pa.	3	7	20	220	434	-	12	44	572	353	-	0	2	18	19						
E.N. CENTRAL	19	33	80	1,069	1,472	11	3	47	314	133	1	1	4	32	54						
Ill.	-	3	23	98	380	4	1	15	96	41	-	0	3	17	24						
Ind.	-	1	45	46	160	-	0	1	9	11	-	0	2	5	5						
Mich.	2	8	39	192	357	3	1	26	150	39	-	0	1	3	2						
Ohio	17	15	54	534	410	4	0	11	59	42	1	0	1	7	22						
Wis.	-	4	24	199	165	-	0	0	-	-	-	0	0	-	1						
W.N. CENTRAL	8	14	151	454	930	3	5	13	197	251	-	2	12	127	164						
Iowa	-	4	16	108	224	-	0	3	26	52	-	0	2	8	5						
Kans.	2	3	14	106	207	1	2	7	93	61	-	0	1	1	-						
Minn.	6	0	119	109	136	2	0	5	22	33	-	0	2	1	1						
Mo.	-	2	8	46	240	-	0	4	29	55	-	2	12	105	136						
Nebr.	-	1	4	33	78	-	0	0	-	-	-	0	2	9	22						
N. Dak.	-	0	18	4	25	-	0	6	13	16	-	0	0	-	-						
S. Dak.	-	1	6	48	20	-	0	2	14	34	-	0	1	3	-						
S. ATLANTIC	28	18	163	661	784	10	40	63	1,481	1,708	4	13	67	616	841						
