
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending January 7, 2012 (WEEK 01)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2012
Shigellosis cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011

tab delimited data:
test
UNITED STATES	81	230	342	81	146	1	3	15	1	1	5	26	140	5	7						
NEW ENGLAND	-	5	21	-	2	-	0	1	-	-	-	0	1	-	-						
Conn.	-	0	4	-	1	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	8	-	-	-	0	0	-	-	-	0	1	-	-						
Mass.	-	3	20	-	1	-	0	0	-	-	-	0	1	-	-						
N.H.	-	0	1	-	-	-	0	1	-	-	-	0	1	-	-						
R.I.	-	0	3	-	-	-	0	0	-	-	-	0	1	-	-						
Vt.	-	0	1	-	-	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	4	14	48	4	11	-	0	2	-	-	1	1	4	1	1						
N.J.	-	0	4	-	-	-	0	0	-	-	-	0	0	-	-						
N.Y. (Upstate)	2	5	28	2	-	-	0	1	-	-	-	0	2	-	-						
N.Y. City	1	7	28	1	7	-	0	0	-	-	-	0	3	-	1						
Pa.	1	2	6	1	4	-	0	2	-	-	1	0	3	1	-						
E.N. CENTRAL	25	12	40	25	12	1	0	2	1	-	-	2	10	-	1						
Ill.	-	4	16	-	4	-	0	1	-	-	-	1	4	-	1						
Ind.	-	1	4	-	1	1	0	1	1	-	-	0	4	-	-						
Mich.	-	3	11	-	3	-	0	1	-	-	-	0	1	-	-						
Ohio	25	5	27	25	4	-	0	2	-	-	-	0	2	-	-						
Wis.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
W.N. CENTRAL	4	5	18	4	14	-	0	4	-	-	1	4	29	1	-						
Iowa	-	0	3	-	-	-	0	0	-	-	-	0	2	-	-						
Kans.	-	1	5	-	3	-	0	0	-	-	-	0	0	-	-						
Minn.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Mo.	4	3	14	4	11	-	0	3	-	-	1	4	29	1	-						
Nebr.	-	0	2	-	-	-	0	3	-	-	-	0	1	-	-						
N. Dak.	-	0	0	-	-	-	0	1	-	-	-	0	0	-	-						
S. Dak.	-	0	2	-	-	-	0	1	-	-	-	0	0	-	-						
S. ATLANTIC	19	73	134	19	44	-	1	8	-	-	3	6	56	3	1						
Del.	-	0	2	-	-	-	0	1	-	-	-	0	4	-	-						
D.C.	-	0	5	-	-	-	0	1	-	-	-	0	1	-	-						
Fla.	18	50	98	18	31	-	0	1	-	-	2	0	2	2	-						
Ga.	1	10	24	1	8	-	1	6	-	-	-	0	0	-	-						
Md.	-	1	7	-	1	-	0	1	-	-	-	0	2	-	-						
N.C.	-	3	19	-	1	-	0	4	-	-	-	0	49	-	1						
