
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending January 26, 2013 (WEEK 04)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia trachomatis infection current week
Chlamydia trachomatis infection previous 52 weeks median 
Chlamydia trachomatis infection previous 52 weeks maximum 
Chlamydia trachomatis infection cummulative for 2013
Chlamydia trachomatis infection cummulative for 2012
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2013
Coccidioidomycosis cummulative for 2012
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2013
Cryptosporidiosis cummulative for 2012

tab delimited data:
test
UNITED STATES	14,049	27,349	30,672	75,051	106,820	10	274	551	81	1,573	50	125	279	221	427						
NEW ENGLAND	583	948	1,349	2,662	3,362	-	0	1	-	-	-	7	19	5	25						
Conn.	30	243	567	283	792	N	0	0	N	N	-	1	3	3	4						
Maine	-	61	101	-	259	N	0	0	N	N	-	1	4	-	2						
Mass.	334	472	706	1,750	1,669	-	0	0	-	-	-	3	8	-	11						
N.H.	4	59	83	94	236	-	0	1	-	-	-	0	4	-	3						
R.I.	118	84	186	320	406	-	0	1	-	-	-	0	3	-	-						
Vt.	97	28	87	215	-	N	0	0	N	N	-	1	6	2	5						
MID. ATLANTIC	2,177	4,278	4,849	12,399	16,296	-	0	1	-	1	5	12	41	22	42						
N.J.	169	540	624	1,626	2,183	N	0	0	N	N	-	0	4	-	4						
N.Y. (Upstate)	679	722	1,480	1,821	1,892	N	0	0	N	N	-	2	18	-	8						
N.Y. City	463	1,133	1,322	3,637	4,761	N	0	0	N	N	1	2	8	4	6						
Pa.	866	1,889	2,358	5,315	7,460	-	0	1	-	1	4	7	21	18	24						
E.N. CENTRAL	1,254	4,140	4,653	8,730	16,889	-	1	4	1	5	15	29	108	49	117						
Ill.	31	1,133	1,510	1,175	5,232	N	0	0	N	N	-	3	8	-	9						
Ind.	159	575	838	1,313	2,036	N	0	0	N	N	-	3	8	2	9						
Mich.	579	914	1,207	2,392	3,644	-	0	3	1	2	1	5	40	10	25						
