
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 13, 2013 (WEEK 15)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia trachomatis infection current week
Chlamydia trachomatis infection previous 52 weeks median 
Chlamydia trachomatis infection previous 52 weeks maximum 
Chlamydia trachomatis infection cummulative for 2013
Chlamydia trachomatis infection cummulative for 2012
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2013
Coccidioidomycosis cummulative for 2012
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2013
Cryptosporidiosis cummulative for 2012

tab delimited data:
test
UNITED STATES	11,043	26,660	30,857	343,544	409,461	45	228	439	1,727	5,906	51	116	288	1,158	1,687						
NEW ENGLAND	449	949	1,345	12,940	13,723	-	0	1	1	1	2	7	19	43	75						
Conn.	-	247	565	2,983	3,538	N	0	0	N	N	-	1	3	4	8						
Maine	28	65	102	809	999	N	0	0	N	N	1	1	4	5	11						
Mass.	387	477	706	6,673	6,472	-	0	0	-	-	-	2	8	25	36						
N.H.	21	59	83	759	946	-	0	1	1	-	-	1	4	3	10						
R.I.	-	82	160	1,174	1,398	-	0	0	-	1	-	0	3	-	2						
Vt.	13	28	110	542	370	N	0	0	N	N	1	1	6	6	8						
MID. ATLANTIC	1,855	3,501	4,502	49,305	52,749	-	0	1	-	3	8	12	40	111	162						
N.J.	153	539	647	7,650	8,188	N	0	0	N	N	-	0	4	3	10						
N.Y. (Upstate)	757	725	1,917	10,079	10,073	N	0	0	N	N	-	3	16	27	26						
N.Y. City	58	1,143	1,278	13,494	18,179	N	0	0	N	N	-	1	8	10	31						
Pa.	887	1,063	1,992	18,082	16,309	-	0	1	-	3	8	6	20	71	95						
E.N. CENTRAL	1,177	4,312	4,772	49,755	64,457	-	1	4	7	14	11	27	110	248	456						
Ill.	33	1,298	1,504	10,899	20,082	N	0	0	N	N	-	3	8	13	48						
Ind.	190	573	838	7,387	8,300	N	0	0	N	N	-	2	8	22	57						
Mich.	386	910	1,305	11,679	13,688	-	0	2	3	7	-	5	40	48	81						
Ohio	259	1,043	1,207	13,232	15,411	-	0	2	2	6	10	9	28	92	154						
Wis.	309	463	552	6,558	6,976	-	0	1	2	1	1	8	43	73	116						
W.N. CENTRAL	292	1,565	1,799	18,030	24,176	-	1	8	1	34	1	15	42	138	206						
Iowa	13	211	255	2,603	3,495	N	0	0	N	N	-	4	22	29	70						
Kans.	31	211	256	2,717	3,373	N	0	0	N	N	-	2	6	17	35						
Minn.	-	343	436	2,656	5,087	-	1	7	-	30	-	0	0	-	-						
Mo.	233	544	657	7,248	8,214	-	0	1	1	3	-	4	12	44	42						
Nebr.	-	117	186	1,113	2,039	-	0	1	-	1	-	2	10	14	17						
N. Dak.	2	50	73	620	813	-	0	0	-	-	1	0	3	5	9						
S. Dak.	13	76	109	1,073	1,155	N	0	0	N	N	-	2	6	29	33						
S. ATLANTIC	3,487	5,267	6,539	72,206	83,302	-	0	1	1	2	9	19	54	276	346						
Del.	108	91	322	1,685	1,089	-	0	1	-	-	-	0	2	2	6						
D.C.	70	133	283	2,122	1,997	-	0	0	-	-	N	0	0	N	N						
Fla.	959	1,524	1,774	21,933	22,798	N	0	0	N	N	5	8	24	83	120						
Ga.	893	959	1,246	12,989	16,702	N	0	0	N	N	-	5	14	73	87						
Md.	-	458	1,211	5,141	5,982	-	0	1	1	2	1	1	5	14	30						
N.C.	-	830	1,771	8,654	14,121	N	0	0	N	N	-	0	28	44	35						
S.C.	591	527	908	8,042	8,364	N	0	0	N	N	-	1	4	23	23						
Va.	776	642	1,018	10,235	10,824	N	0	0	N	N	3	2	7	33	42						
W. Va.	90	90	149	1,405	1,425	N	0	0	N	N	-	0	3	4	3						
E.S. CENTRAL	587	1,908	2,559	23,650	30,936	-	0	0	-	-	2	4	14	57	72						
Ala.	-	566	862	7,356	8,821	N	0	0	N	N	1	2	6	25	29						
Ky.	409	333	787	4,977	4,660	N	0	0	N	N	-	1	4	10	11						
Miss.	-	370	766	4,081	7,467	N	0	0	N	N	-	0	4	10	10						
Tenn.	178	611	735	7,236	9,988	N	0	0	N	N	1	1	5	12	22						
W.S. CENTRAL	997	3,453	5,737	42,164	47,606	-	0	1	2	-	6	11	42	113	103						
Ark.	325	331	394	4,867	4,955	N	0	0	N	N	-	1	5	5	7						
La.	404	494	2,017	4,114	2,822	-	0	1	2	-	-	3	7	44	23						
Okla.	268	105	1,861	3,132	3,534	N	0	0	N	N	2	1	13	16	19						
Tex.	-	2,456	3,681	30,051	36,295	N	0	0	N	N	4	5	27	48	54						
MOUNTAIN	788	1,735	2,048	18,636	28,074	32	169	359	1,200	4,278	7	12	48	74	131						
Ariz.	-	530	769	969	9,208	32	166	355	1,174	4,205	1	1	4	7	5						
Colo.	346	413	585	6,036	6,465	N	0	0	N	N	-	1	7	5	18						
Idaho	88	86	198	1,502	1,379	N	0	0	N	N	2	3	25	21	21						
Mont.	44	74	108	1,041	1,158	-	0	1	-	1	4	1	4	9	22						
Nev.	198	218	325	3,138	3,317	-	1	6	12	36	-	0	2	4	3						
N. Mex.	103	218	460	3,870	3,618	-	0	3	7	16	-	1	4	6	32						
Utah	9	147	182	1,757	2,367	-	1	4	6	18	-	2	22	21	21						
Wyo.	-	36	67	323	562	-	0	1	1	2	-	0	4	1	9						
PACIFIC	1,411	4,166	5,143	56,858	64,438	13	65	89	515	1,574	5	11	27	98	136						
Alaska	58	105	150	1,610	1,690	N	0	0	N	N	-	0	1	-	-						
Calif.	744	3,210	4,176	43,388	49,622	13	65	89	514	1,573	2	6	14	58	62						
Hawaii	-	114	148	808	1,757	N	0	0	N	N	-	0	1	-	2						
Oreg.	273	259	376	3,999	4,294	-	0	1	1	1	-	3	11	24	63						
Wash.	336	472	632	7,053	7,075	-	0	0	-	-	3	1	22	16	9						
Amer. Samoa	-	12	59	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	178	108	307	1,724	1,831	N	0	0	N	N	N	0	0	N	N						
V.I.	-	16	25	-	208	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


