
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending July 17, 2004 (WEEK 28)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2003
Giardiasis cummulative for 2004
Giardiasis cummulative for 2003
Gonorrhea cummulative for 2004
Gonorrhea cummulative for 2003

tab delimited data:
test
UNITED STATES	852	806	99	100	76	61	7,816	8,360	155,672	171,078											
NEW ENGLAND	53	42	26	21	13	4	696	609	3,517	3,630											
Maine	2	4	-	-	-	-	68	65	134	117											
N.H.	10	7	5	2	-	-	18	22	64	60											
Vt.	4	4	-	-	1	-	66	44	46	42											
Mass.	25	15	3	6	12	4	314	295	1,710	1,380											
R.I.	5	1	1	-	-	-	54	55	475	486											
Conn.	7	11	17	13	-	-	176	128	1,088	1,545											
MID. ATLANTIC	103	102	14	9	14	13	1,783	1,739	18,156	21,651											
Upstate N.Y.	49	36	7	4	4	6	592	431	3,882	3,895											
N.Y. City	16	3	-	-	-	-	547	606	5,442	7,160											
N.J.	14	15	3	1	4	-	169	248	2,531	4,622											
Pa.	24	48	4	4	6	7	475	454	6,301	5,974											
E.N. CENTRAL	165	210	19	18	9	9	931	1,493	31,270	35,997											
Ohio	45	43	6	10	8	9	384	421	9,399	11,563											
Ind.	13	31	-	-	-	-	-	-	3,330	3,428											
Ill.	29	38	-	1	-	-	84	469	8,354	11,193											
Mich.	39	34	3	-	1	-	314	334	7,937	6,722											
Wis.	39	64	10	7	-	-	149	269	2,250	3,091											
W.N. CENTRAL	181	124	16	17	13	9	924	832	8,642	8,830											
Minn.	36	43	6	8	2	-	331	307	1,760	1,456											
Iowa	52	20	-	-	-	-	130	113	412	727											
Mo.	35	32	10	2	4	1	232	239	4,388	4,480											
N. Dak.	5	5	-	3	5	2	16	21	63	37											
S. Dak.	12	8	-	3	-	-	33	22	147	104											
Nebr.	27	7	-	1	-	-	66	63	535	689											
Kans.	14	9	-	-	2	6	116	67	1,337	1,337											
S. ATLANTIC	69	61	14	22	19	15	1,274	1,263	38,187	41,887											
Del.	1	1	N	N	N	N	26	19	483	621											
Md.	16	3	1	1	2	1	55	57	4,343	4,050											
D.C.	1	1	-	-	-	-	34	20	1,124	1,302											
Va.	10	18	6	5	-	-	210	185	4,666	4,698											
W. Va.	1	2	-	-	-	-	15	18	466	457											
N.C.	-	-	-	-	9	14	N	N	8,071	7,718											
S.C.	4	-	-	-	-	-	28	66	3,875	4,281											
Ga.	15	15	3	3	-	-	373	399	5,938	9,015											
Fla.	21	21	4	13	8	-	533	499	9,221	9,745											
E.S. CENTRAL	37	34	1	-	7	4	163	171	12,193	14,347											
Ky.	14	11	1	-	4	4	N	N	1,318	1,848											
Tenn.	8	14	-	-	3	-	74	79	4,347	4,224											
Ala.	8	6	-	-	-	-	89	92	3,395	4,912											
Miss.	7	3	-	-	-	-	-	-	3,133	3,363											
W.S. CENTRAL	43	37	1	2	1	3	131	144	21,542	23,230											
Ark.	7	5	-	-	-	-	57	78	2,020	2,209											
La.	2	1	-	-	-	-	19	8	5,580	6,453											
Okla.	10	9	-	-	-	-	55	58	2,556	2,173											
Tex.	24	22	1	2	1	3	-	-	11,386	12,395											
MOUNTAIN	83	88	7	9	-	4	649	677	5,017	5,707											
Mont.	8	3	-	-	-	-	22	35	36	57											
Idaho	21	20	3	6	-	-	82	78	43	38											
Wyo.	-	2	1	-	-	-	11	10	28	26											
Colo.	16	25	1	1	-	4	218	195	1,450	1,563											
N. Mex.	4	3	-	2	-	-	35	25	313	653											
Ariz.	10	16	N	N	N	N	93	125	1,919	2,102											
Utah	15	13	1	-	-	-	139	143	261	186											
Nev.	9	6	1	-	-	-	49	66	967	1,082											
PACIFIC	118	108	1	2	-	-	1,265	1,432	17,148	15,799											
Wash.	41	28	-	1	-	-	158	139	1,401	1,485											
Oreg.	14	19	1	1	-	-	212	185	572	549											
Calif.	55	60	-	-	-	-	819	1,022	14,542	12,888											
Alaska	1	1	-	-	-	-	32	42	309	292											
Hawaii	7	-	-	-	-	-	44	44	324	585											
Guam	N	N	-	-	-	-	-	-	-	38											
P.R.	-	1	-	-	-	-	13	112	111	149											
V.I.	-	-	-	-	-	-	-	-	49	48											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	3	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2003 and 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


