
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending April 9, 2005 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2005
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2005
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2005
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2004
Giardiasis cummulative for 2005
Giardiasis cummulative for 2004
Gonorrhea cummulative for 2005
Gonorrhea cummulative for 2004

tab delimited data:
test
UNITED STATES	242	234	31	46	43	32	3,632	4,203	73,262	87,525											
NEW ENGLAND	16	10	7	12	8	2	341	363	1,259	1,896											
Maine	-	-	1	-	-	-	32	32	42	75											
N.H.	1	2	1	-	-	-	13	16	35	33											
Vt.	1	-	-	-	-	-	40	21	10	21											
Mass.	4	2	1	4	8	2	149	190	787	841											
R.I.	1	1	-	-	-	-	21	23	144	258											
Conn.	9	5	4	8	-	-	86	81	241	668											
MID. ATLANTIC	29	20	2	3	2	10	660	922	7,456	9,873											
Upstate N.Y.	14	6	2	1	-	3	219	230	1,669	1,876											
N.Y. City	1	5	-	-	-	-	170	318	1,874	3,156											
N.J.	7	1	-	1	1	4	82	117	1,014	1,828											
Pa.	7	8	-	1	1	3	189	257	2,899	3,013											
E.N. CENTRAL	53	56	4	10	3	4	476	646	13,025	19,741											
Ohio	23	14	1	-	2	4	151	199	1,978	5,751											
Ind.	6	13	-	-	-	-	N	N	3,890	3,466											
Ill.	6	10	1	-	-	-	92	216	3,967	5,306											
Mich.	9	8	-	1	1	-	149	145	1,911	4,020											
Wis.	9	11	2	9	-	-	84	86	1,279	1,198											
W.N. CENTRAL	32	40	4	7	5	6	465	450	4,131	4,879											
Minn.	3	20	1	3	2	-	223	151	626	1,157											
Iowa	8	4	-	-	-	-	59	54	309	334											
Mo.	11	3	2	4	1	1	97	137	2,480	2,304											
N. Dak.	-	2	-	-	-	3	1	7	15	45											
S. Dak.	2	-	-	-	-	-	20	18	92	71											
Nebr.	4	5	1	-	1	-	28	41	106	298											
Kans.	4	6	-	-	1	2	37	42	503	670											
S. ATLANTIC	48	22	6	6	19	7	666	669	18,557	20,937											
Del.	-	-	N	N	N	N	8	14	199	278											
Md.	5	3	2	-	-	2	45	26	1,778	2,247											
D.C.	-	-	-	-	-	-	12	26	553	643											
Va.	2	-	2	5	4	-	141	90	2,252	2,521											
W. Va.	-	1	-	-	-	-	7	9	193	220											
N.C.	-	-	-	-	9	4	N	N	4,612	4,083											
S.C.	-	1	-	-	-	-	25	19	2,500	2,582											
Ga.	7	6	1	-	-	-	205	194	1,511	3,833											
Fla.	34	11	1	1	6	1	223	291	4,959	4,530											
E.S. CENTRAL	9	11	-	-	4	2	86	84	5,372	6,475											
Ky.	-	4	-	-	3	2	N	N	1,015	663											
Tenn.	6	2	-	-	1	-	37	33	2,018	2,198											
Ala.	3	1	-	-	-	-	49	51	631	1,990											
Miss.	-	4	-	-	-	-	-	-	1,708	1,624											
W.S. CENTRAL	5	18	1	3	1	1	59	72	11,661	11,622											
Ark.	1	1	-	1	-	-	20	36	1,186	985											
La.	-	1	1	-	1	-	8	11	2,578	3,224											
Okla.	1	3	-	-	-	-	31	25	1,267	1,184											
Tex.	3	13	-	2	-	1	N	N	6,630	6,229											
MOUNTAIN	23	26	7	4	1	-	293	319	3,022	3,036											
Mont.	1	2	-	-	-	-	9	7	32	13											
Idaho	3	5	4	1	-	-	25	47	19	19											
Wyo.	-	-	1	-	-	-	3	3	16	14											
Colo.	3	4	1	1	-	-	102	97	742	795											
N. Mex.	-	5	1	1	-	-	9	18	141	200											
Ariz.	5	3	N	N	N	N	52	65	1,249	1,323											
Utah	4	4	-	-	-	-	74	61	189	99											
Nev.	7	3	-	1	1	-	19	21	634	573											
PACIFIC	27	31	-	1	-	-	586	678	8,779	9,066											
Wash.	5	4	-	-	-	-	42	52	911	693											
Oreg.	1	4	-	1	-	-	54	97	435	264											
Calif.	15	19	-	-	-	-	455	490	7,094	7,518											
Alaska	2	1	-	-	-	-	15	16	128	187											
Hawaii	4	3	-	-	-	-	20	23	211	404											
Guam	N	N	-	-	-	-	-	-	-	51											
P.R.	-	-	-	-	-	-	10	8	116	50											
V.I.	-	-	-	-	-	-	-	-	2	40											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


