
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending February 24, 2001 (WEEK 08)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis NETSS cummulative for 2001
Shigellosis NETSS cummulative for 2000
Shigellosis PHLIS cummulative for 2001
Shigellosis PHLIS cummulative for 2000
Syphilis (Primary and Secondary) cummulative for 2001
Syphilis (Primary and Secondary) cummulative for 2000
Tuberculosis cummulative for 2001
Tuberculosis cummulative for 2000

tab delimited data:
test
UNITED STATES	1,175	2,043	561	1,181	584	910	688	1,294													
NEW ENGLAND	20	55	15	43	6	9	40	37													
Maine	-	2	-	-	-	-	-	1													
N.H.	-	1	-	1	-	-	1	1													
Vt.	-	1	-	-	-	-	-	-													
Mass.	16	42	9	29	4	7	25	21													
R.I.	-	3	-	6	-	1	3	2													
Conn.	4	6	6	7	2	1	11	12													
MID. ATLANTIC	93	120	65	123	32	37	159	174													
Upstate N.Y.	56	19	2	21	3	1	20	12													
N.Y. City	29	49	39	47	20	20	56	108													
N.J.	-	37	8	26	6	7	57	47													
Pa.	8	15	16	29	3	9	26	7													
E.N. CENTRAL	216	358	104	123	60	182	98	113													
Ohio	70	18	20	8	5	12	17	19													
Ind.	37	22	5	9	17	64	10	3													
Ill.	53	146	48	2	11	71	57	83													
Mich.	52	140	29	101	25	23	-	3													
Wis.	4	32	2	3	2	12	14	5													
W.N. CENTRAL	180	102	127	85	5	20	39	48													
Minn.	66	21	85	40	4	3	25	23													
Iowa	25	15	-	16	-	5	-	3													
Mo.	48	52	34	20	1	10	8	17													
N. Dak.	8	-	1	-	-	-	-	-													
S. Dak.	2	1	-	-	-	-	1	2													
Nebr.	9	8	-	6	-	1	5	1													
Kans.	22	5	7	3	-	1	-	2													
S. ATLANTIC	176	158	53	70	228	277	112	202													
Del.	2	-	-	1	1	1	-	-													
Md.	17	16	3	5	31	53	11	16													
D.C.	8	-	U	U	4	11	9	-													
Va.	12	10	5	12	15	20	13	5													
W. Va.	2	1	5	1	-	1	5	5													
N.C.	51	12	19	5	63	78	10	17													
S.C.	12	3	7	1	31	23	8	18													
Ga.	7	6	13	24	21	38	48	44													
Fla.	65	110	1	21	62	52	8	97													
E.S. CENTRAL	105	96	31	70	87	126	50	84													
Ky.	47	19	13	13	7	7	3	5													
Tenn.	13	43	15	51	43	88	-	21													
Ala.	26	5	-	4	21	18	36	39													
Miss.	19	29	3	2	16	13	11	19													
W.S. CENTRAL	66	356	97	373	98	146	19	258													
Ark.	31	33	10	3	10	9	15	8													
La.	8	50	25	20	18	36	-	6													
Okla.	1	5	-	4	12	37	4	7													
Tex.	26	268	62	346	58	64	-	237													
MOUNTAIN	107	179	52	66	26	28	21	58													
Mont.	-	-	-	-	-	-	-	-													
Idaho	4	21	-	15	-	-	-	-													
Wyo.	-	1	-	1	-	-	-	-													
Colo.	20	31	12	13	1	1	9	8													
N. Mex.	23	18	7	13	1	2	1	7													
Ariz.	52	65	28	19	19	23	10	15													
Utah	3	5	5	5	4	-	1	4													
Nev.	5	38	-	-	1	2	-	24													
PACIFIC	212	619	17	228	42	85	150	320													
Wash.	25	126	-	178	13	8	25	24													
Oreg.	17	72	15	44	2	1	-	1													
Calif.	170	412	-	-	25	76	119	281													
Alaska	-	2	-	1	-	-	6	3													
Hawaii	-	7	2	5	2	-	-	11													
Guam	-	-	U	U	-	-	-	-													
P.R.	-	7	U	U	32	29	-	17													
V.I.	U	U	U	U	U	U	U	U													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	U	U	U	U	U	U	U	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2000 and 2001 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


