
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending March 29, 2003 (WEEK 13)*

column labels in same order that data fields appears in each record below:
Reporting Area
Malaria cummulative for 2003
Malaria cummulative for 2002
Meningococcal Disease cummulative for 2003
Meningococcal Disease cummulative for 2002
Pertussis cummulative for 2003
Pertussis cummulative for 2002
Rabies, Animal cummulative for 2003
Rabies, Animal cummulative for 2002
Rocky Mountain Spotted Fever cummulative for 2003
Rocky Mountain Spotted Fever cummulative for 2002

tab delimited data:
test
UNITED STATES	196	250	452	535	951	1,450	829	1,425	57	72											
NEW ENGLAND	5	16	23	36	152	195	93	167	1	-											
Maine	1	1	2	2	-	3	8	12	-	-											
N.H.	1	4	1	4	10	1	3	3	-	-											
Vt.	-	-	-	3	17	33	7	33	-	-											
Mass.	3	7	18	20	125	153	34	53	1	-											
R.I.	-	-	-	2	-	-	6	6	-	-											
Conn.	-	4	2	5	-	5	35	60	-	-											
MID. ATLANTIC	37	51	31	50	93	85	61	177	4	9											
Upstate N.Y.	12	8	8	16	62	63	60	110	-	-											
N.Y. City	18	24	8	4	-	5	1	7	2	-											
N.J.	2	11	6	10	6	-	-	25	2	1											
Pa.	5	8	9	20	25	17	-	35	-	8											
E.N. CENTRAL	13	35	55	75	86	194	6	3	1	2											
Ohio	5	7	22	26	61	114	-	1	1	2											
Ind.	-	2	13	11	7	14	2	1	-	-											
Ill.	2	10	-	12	-	25	1	1	-	-											
Mich.	6	11	17	15	12	19	3	-	-	-											
Wis.	-	5	3	11	6	22	-	-	-	-											
W.N. CENTRAL	6	18	45	49	52	134	122	81	2	5											
Minn.	4	7	10	8	27	46	6	7	-	-											
Iowa	2	2	6	6	7	30	17	9	1	-											
Mo.	-	4	23	22	10	36	-	2	1	5											
N. Dak.	-	-	-	-	-	-	16	-	-	-											
S. Dak.	-	-	-	2	1	5	6	20	-	-											
Nebr.	-	2	3	7	1	2	24	-	-	-											
Kans.	-	3	3	4	6	15	53	43	-	-											
S. ATLANTIC	62	70	92	78	123	94	445	495	45	49											
Del.	-	1	7	3	1	1	-	3	-	-											
Md.	22	20	8	2	16	13	2	93	5	8											
D.C.	2	2	-	-	-	-	-	-	-	-											
Va.	6	4	6	11	28	31	130	133	1	1											
W. Va.	2	-	1	-	1	1	15	34	-	-											
N.C.	5	6	6	11	45	11	178	132	34	30											
S.C.	1	2	4	10	3	20	28	17	3	5											
Ga.	5	34	14	12	14	11	63	59	-	5											
Fla.	19	1	46	29	15	6	29	24	2	-											
E.S. CENTRAL	6	5	19	24	22	51	14	114	2	6											
Ky.	1	1	-	4	4	12	9	6	-	-											
Tenn.	3	1	3	6	8	28	-	108	1	4											
Ala.	2	1	6	9	8	4	5	-	-	2											
Miss.	-	2	10	5	2	7	-	-	1	-											
W.S. CENTRAL	11	2	72	70	50	285	54	297	-	1											
Ark.	1	-	4	9	-	162	17	-	-	-											
La.	1	2	18	5	3	2	-	-	-	-											
Okla.	-	-	5	6	2	12	37	25	-	-											
Tex.	9	-	45	50	45	109	-	272	-	1											
MOUNTAIN	9	8	16	38	193	160	16	35	1	-											
Mont.	-	-	1	1	-	2	3	3	-	-											
Idaho	1	-	1	1	8	22	-	-	-	-											
Wyo.	-	-	-	-	16	4	-	1	-	-											
Colo.	7	3	4	11	85	85	-	-	-	-											
N. Mex.	-	-	2	1	15	23	-	-	-	-											
Ariz.	1	2	6	12	45	12	13	31	1	-											
Utah	-	2	-	1	18	9	-	-	-	-											
Nev.	-	1	2	11	6	3	-	-	-	-											
PACIFIC	47	45	99	115	180	252	18	56	1	-											
Wash.	5	2	8	15	54	79	-	-	-	-											
Oreg.	5	-	21	17	59	14	-	-	-	-											
Calif.	37	40	64	79	67	154	17	36	1	-											
Alaska	-	1	-	1	-	1	1	20	-	-											
Hawaii	-	2	6	3	-	4	-	-	-	-											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	-	-	-	-	-	-	15	-	N	N											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


