
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 22, 2000 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2000
AIDS § cummulative for 1999
Chlamydia† cummulative for 2000
Chlamydia† cummulative for 1999
Cryptosporidiosis cummulative for 2000
Cryptosporidiosis cummulative for 1999
Escherichia coli O157:H7 NETSS cummulative for 2000
Escherichia coli O157:H7 NETSS cummulative for 1999
Escherichia coli O157:H7 PHLIS cummulative for 2000
Escherichia coli O157:H7 PHLIS cummulative for 1999

tab delimited data:
test
UNITED STATES	10,143	12,852	162,696	200,688	316	461	421	347	252	297											
NEW ENGLAND	666	661	6,405	6,473	16	24	34	52	36	47											
Maine	11	5	368	209	3	2	3	4	3	-											
N.H.	8	24	330	322	1	4	4	3	4	5											
Vt.	1	5	178	152	8	2	1	6	2	1											
Mass.	446	480	3,052	2,791	2	13	12	26	13	22											
R.I.	21	30	677	682	2	-	-	1	-	2											
Conn.	179	117	1,800	2,317	-	3	14	12	14	17											
MID. ATLANTIC	2,471	3,278	7,514	24,092	31	101	51	21	45	13											
Upstate N.Y.	131	400	N	N	22	30	50	16	38	1											
N.Y. City	1,441	1,665	778	11,522	5	57	1	2	-	-											
N.J.	563	668	1,211	3,870	-	7	-	3	2	12											
Pa.	336	545	5,525	8,700	4	7	N	N	5	-											
E.N. CENTRAL	921	867	27,661	31,689	55	73	77	64	19	48											
Ohio	139	165	6,797	9,818	14	11	17	26	7	15											
Ind.	88	124	3,775	3,623	5	7	16	12	6	8											
Ill.	542	402	7,548	8,235	3	7	24	15	-	12											
Mich.	114	126	7,604	6,594	10	10	12	11	3	7											
Wis.	38	50	1,937	3,419	23	38	8	N	3	6											
W.N. CENTRAL	203	266	7,585	11,677	25	26	81	72	57	69											
Minn.	44	45	1,857	2,356	4	11	18	15	27	18											
Iowa	15	30	991	1,216	5	4	16	8	4	2											
Mo.	90	105	1,472	4,226	8	5	34	8	14	6											
N. Dak.	-	4	61	299	1	-	2	3	4	2											
S. Dak.	2	6	533	508	3	2	2	1	1	4											
Nebr.	13	17	763	1,133	2	3	2	30	4	37											
Kans.	39	59	1,908	1,939	2	1	7	7	3	-											
S. ATLANTIC	2,848	3,490	33,330	40,794	57	78	35	33	17	24											
Del.	45	40	899	878	1	-	-	1	-	-											
Md.	271	459	3,358	4,178	5	5	5	2	1	-											
D.C.	186	119	1,049	N	-	3	-	-	U	U											
Va.	221	198	4,620	4,323	2	1	6	8	5	7											
W. Va.	15	19	450	655	-	-	2	1	1	1											
N.C.	128	267	6,098	7,278	6	1	8	7	2	7											
S.C.	232	376	1,355	6,223	-	-	2	2	-	1											
Ga.	300	350	6,085	8,075	32	52	3	1	3	U											
Fla.	1,450	1,662	9,416	9,184	11	16	9	11	5	8											
E.S. CENTRAL	415	607	14,847	14,086	12	4	24	26	14	13											
Ky.	56	104	2,446	2,391	-	1	8	8	4	5											
Tenn.	172	259	4,472	4,410	2	2	9	9	8	4											
Ala.	120	111	5,175	3,612	7	1	1	4	-	3											
Miss.	67	133	2,754	3,673	3	-	6	5	2	1											
W.S. CENTRAL	824	1,536	27,011	26,712	10	30	17	10	24	21											
Ark.	42	55	1,682	1,719	1	-	4	3	3	3											
La.	143	154	5,114	4,156	-	15	-	3	11	3											
Okla.	42	46	2,300	2,399	1	1	4	3	3	4											
Tex.	597	1,281	17,915	18,438	8	14	9	1	7	11											
MOUNTAIN	342	434	8,817	10,542	24	27	38	25	14	21											
Mont.	5	4	328	427	1	2	8	-	-	-											
Idaho	6	8	556	550	3	2	4	1	-	3											
Wyo.	2	3	235	239	1	-	3	2	2	3											
Colo.	70	102	997	2,242	6	4	12	9	6	4											
N. Mex.	40	17	1,138	1,440	1	11	3	2	-	1											
Ariz.	115	187	3,929	4,071	3	7	6	5	5	3											
Utah	41	37	770	576	8	N	1	6	1	6											
Nev.	63	76	864	997	1	1	1	-	-	1											
PACIFIC	1,453	1,713	29,526	34,623	86	98	64	44	26	41											
Wash.	148	88	4,014	3,643	N	N	8	10	13	17											
Oreg.	35	45	1,466	1,884	2	8	9	13	9	10											
Calif.	1,230	1,541	22,611	27,494	84	90	42	20	-	13											
Alaska	5	6	766	623	-	-	1	-	-	-											
Hawaii	35	33	669	979	-	-	4	1	4	1											
Guam	13	1	-	142	-	-	N	N	U	U											
P.R.	187	413	142	U	-	-	-	6	U	U											
V.I.	16	11	-	U	-	U	-	U	U	U											
Amer. Samoa	-	-	-	U	-	U	-	U	U	U											
C.N.M.I.	-	-	-	U	-	U	-	U	U	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


