
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending March 23, 2013 (WEEK 12)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2013
Shigellosis cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2013
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2013
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012

tab delimited data:
test
UNITED STATES	67	261	410	1,342	2,642	1	3	13	16	24	2	52	230	68	191						
NEW ENGLAND	-	4	12	26	22	-	0	1	-	-	-	0	3	-	-						
Conn.	-	1	3	5	6	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	2	-	1	-	0	0	-	-	-	0	1	-	-						
Mass.	-	2	10	17	15	-	0	0	-	-	-	0	3	-	-						
N.H.	-	0	1	2	-	-	0	0	-	-	-	0	1	-	-						
R.I.	-	0	5	-	-	-	0	0	-	-	-	0	3	-	-						
Vt.	-	0	1	2	-	-	0	1	-	-	-	0	0	-	-						
MID. ATLANTIC	4	34	73	133	701	-	0	2	1	6	-	1	5	3	17						
N.J.	-	6	35	1	390	-	0	0	-	-	-	0	1	-	-						
N.Y. (Upstate)	3	12	37	52	115	-	0	1	-	1	-	0	3	-	2						
N.Y. City	1	8	21	67	161	-	0	0	-	-	-	0	3	1	4						
Pa.	-	2	7	13	35	-	0	2	1	5	-	0	4	2	11						
E.N. CENTRAL	13	40	118	384	293	-	0	2	-	1	-	4	18	5	19						
Ill.	-	5	17	2	31	-	0	1	-	-	-	2	12	1	9						
Ind.	-	1	17	9	16	-	0	1	-	1	-	1	5	3	3						
Mich.	-	4	14	38	65	-	0	1	-	-	-	0	1	-	-						
Ohio	13	28	103	324	167	-	0	0	-	-	-	0	3	1	3						
Wis.	-	2	18	11	14	-	0	0	-	-	-	0	3	-	4						
W.N. CENTRAL	2	8	32	46	67	-	0	6	-	1	-	6	33	-	18						
Iowa	-	1	11	13	4	-	0	0	-	-	-	0	1	-	1						
Kans.	-	2	6	6	36	-	0	0	-	-	-	0	0	-	-						
Minn.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Mo.	2	1	7	11	23	-	0	5	-	1	-	6	33	-	17						
Nebr.	-	2	22	11	3	-	0	1	-	-	-	0	1	-	-						
