
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 6, 2013 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia trachomatis infection current week
Chlamydia trachomatis infection previous 52 weeks median 
Chlamydia trachomatis infection previous 52 weeks maximum 
Chlamydia trachomatis infection cummulative for 2013
Chlamydia trachomatis infection cummulative for 2012
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2013
Coccidioidomycosis cummulative for 2012
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2013
Cryptosporidiosis cummulative for 2012

tab delimited data:
test
UNITED STATES	10,339	26,602	30,744	320,667	381,612	24	231	547	1,589	5,544	43	124	286	1,053	1,557						
NEW ENGLAND	825	945	1,345	12,053	12,581	-	0	1	1	1	3	7	19	39	71						
Conn.	171	247	565	2,983	3,328	N	0	0	N	N	-	1	3	3	7						
Maine	-	56	101	462	866	N	0	0	N	N	-	1	4	4	9						
Mass.	562	477	706	6,286	5,898	-	0	0	-	-	3	2	8	24	35						
N.H.	6	59	83	651	878	-	0	1	1	-	-	1	4	3	10						
R.I.	76	83	160	1,174	1,260	-	0	1	-	1	-	0	3	-	2						
Vt.	10	28	110	497	351	N	0	0	N	N	-	1	6	5	8						
MID. ATLANTIC	1,552	3,497	4,500	46,245	49,071	-	0	1	-	3	5	12	40	102	150						
N.J.	165	536	646	7,080	7,635	N	0	0	N	N	-	0	4	-	10						
N.Y. (Upstate)	652	725	1,917	9,325	9,270	N	0	0	N	N	-	3	16	27	25						
N.Y. City	62	1,138	1,275	12,862	16,922	N	0	0	N	N	-	2	8	9	29						
Pa.	673	1,063	1,992	16,978	15,244	-	0	1	-	3	5	7	20	66	86						
E.N. CENTRAL	1,175	4,285	4,770	45,692	60,234	-	1	4	7	11	5	27	110	222	416						
Ill.	40	1,299	1,503	9,726	18,774	N	0	0	N	N	-	3	8	7	45						
Ind.	225	573	838	6,877	7,723	N	0	0	N	N	-	2	8	21	53						
Mich.	440	910	1,304	10,860	12,826	-	0	2	3	6	-	5	40	47	74						
Ohio	202	1,043	1,207	12,142	14,390	-	0	2	2	4	2	9	28	82	138						
Wis.	268	464	552	6,087	6,521	-	0	1	2	1	3	8	43	65	106						
W.N. CENTRAL	275	1,559	1,799	16,935	22,520	1	1	8	1	30	2	16	42	124	191						
Iowa	16	211	255	2,364	3,249	N	0	0	N	N	-	4	22	25	68						
Kans.	15	211	256	2,504	3,123	N	0	0	N	N	-	2	5	11	31						
Minn.	5	343	436	2,656	4,737	-	1	7	-	27	-	0	0	-	-						
Mo.	213	544	657	6,696	7,639	1	0	1	1	3	2	4	12	44	39						
Nebr.	-	120	186	1,113	1,940	-	0	1	-	-	-	2	10	14	16						
N. Dak.	1	50	73	569	764	-	0	0	-	-	-	0	3	4	8						
S. Dak.	25	75	109	1,033	1,068	N	0	0	N	N	-	2	6	26	29						
S. ATLANTIC	3,005	5,218	6,424	67,372	77,273	-	0	1	-	2	14	19	54	258	323						
Del.	88	91	322	1,577	1,024	-	0	1	-	-	-	0	2	2	6						
D.C.	98	133	282	2,027	1,863	-	0	0	-	-	N	0	0	N	N						
Fla.	909	1,527	1,774	20,386	21,161	N	0	0	N	N	8	8	24	78	111						
Ga.	957	909	1,179	12,000	15,045	N	0	0	N	N	4	5	14	69	80						
Md.	290	458	1,211	5,141	5,677	-	0	1	-	2	1	1	5	13	27						
N.C.	-	830	1,771	8,654	13,278	N	0	0	N	N	-	0	28	41	35						
S.C.	-	525	908	6,816	7,652	N	0	0	N	N	-	1	4	23	22						
Va.	605	655	1,018	9,459	10,242	N	0	0	N	N	1	2	7	28	39						
W. Va.	58	91	149	1,312	1,331	N	0	0	N	N	-	0	3	4	3						
E.S. CENTRAL	792	1,909	2,559	23,104	29,060	-	0	0	-	-	2	4	14	54	69						
Ala.	-	580	862	7,356	8,370	N	0	0	N	N	1	2	6	23	27						
Ky.	275	334	787	4,609	4,255	N	0	0	N	N	-	1	4	10	9						
Miss.	337	373	766	4,081	7,100	N	0	0	N	N	-	0	4	10	11						
Tenn.	180	611	735	7,058	9,335	N	0	0	N	N	1	1	5	11	22						
W.S. CENTRAL	553	3,423	5,748	40,839	44,381	-	0	1	2	-	6	11	29	100	96						
Ark.	335	329	394	4,542	4,585	N	0	0	N	N	-	0	5	3	6						
La.	-	494	2,014	3,397	2,612	-	0	1	2	-	-	3	7	44	20						
Okla.	218	102	1,872	2,849	3,463	N	0	0	N	N	3	1	6	14	19						
Tex.	-	2,477	3,681	30,051	33,721	N	0	0	N	N	3	5	26	39	51						
MOUNTAIN	718	1,753	2,048	17,373	26,228	4	169	441	1,083	4,000	2	12	48	65	121						
Ariz.	-	536	769	969	8,562	4	166	439	1,058	3,932	-	1	4	6	5						
Colo.	394	415	585	5,677	6,060	N	0	0	N	N	-	1	7	5	15						
Idaho	-	86	196	1,289	1,292	N	0	0	N	N	2	3	25	19	21						
Mont.	-	73	108	923	1,067	-	0	1	-	1	-	1	4	4	21						
Nev.	177	218	325	2,946	3,084	-	1	6	11	33	-	0	2	4	3						
N. Mex.	132	218	460	3,632	3,417	-	0	3	7	16	-	1	4	6	32						
Utah	5	149	181	1,614	2,216	-	1	4	6	16	-	3	22	20	17						
Wyo.	10	37	67	323	530	-	0	1	1	2	-	0	4	1	7						
PACIFIC	1,444	4,128	4,985	51,054	60,264	19	66	100	495	1,497	4	11	27	89	120						
Alaska	-	104	150	1,335	1,586	N	0	0	N	N	-	0	1	-	-						
Calif.	870	3,196	4,174	40,237	46,383	19	66	100	494	1,496	2	6	14	52	55						
Hawaii	-	114	148	808	1,644	N	0	0	N	N	-	0	1	-	2						
Oreg.	209	259	370	3,708	4,032	-	0	1	1	1	1	3	11	24	56						
Wash.	365	456	632	4,966	6,619	-	0	0	-	-	1	1	22	13	7						
Amer. Samoa	-	12	59	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	150	108	307	1,547	1,763	N	0	0	N	N	N	0	0	N	N						
V.I.	-	15	25	-	194	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


