
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 21, 2007 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2007
Chlamydia† cummulative for 2006
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2007
Coccidioidomycosis cummulative for 2006
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2007
Cryptosporidiosis cummulative for 2006

tab delimited data:
test
UNITED STATES	10,581	19,795	23,587	280,210	306,967	132	151	649	2,452	2,551	26	69	301	685	778						
NEW ENGLAND	359	674	1,364	9,933	9,245	-	0	0	-	-	-	3	22	26	71						
Conn.	44	201	833	2,208	2,052	N	0	0	N	N	-	0	7	7	38						
Maine	-	47	73	751	634	-	0	0	-	-	-	0	6	7	9						
Mass.	253	307	604	5,092	4,572	-	0	0	-	-	-	0	14	-	21						
N.H.	26	39	69	601	557	-	0	0	-	-	-	1	5	6	1						
R.I.	22	63	108	992	1,032	-	0	0	-	-	-	0	5	-	-						
Vt.	14	20	45	289	398	N	0	0	N	N	-	1	5	6	2						
MID. ATLANTIC	2,052	2,533	4,164	42,257	37,520	-	0	0	-	-	2	10	33	88	128						
N.J.	141	387	541	5,009	5,903	N	0	0	N	N	-	0	1	-	9						
N.Y. (Upstate)	478	509	2,745	7,381	6,641	N	0	0	N	N	2	3	13	33	26						
N.Y. City	902	757	1,555	13,357	12,732	N	0	0	N	N	-	2	12	14	32						
Pa.	531	805	1,260	16,510	12,244	N	0	0	N	N	-	4	18	41	61						
E.N. CENTRAL	1,205	3,221	5,910	47,293	52,771	-	1	3	10	11	7	15	110	158	175						
Ill.	560	998	1,258	13,027	17,003	-	0	0	-	-	-	2	22	13	24						
Ind.	-	376	632	6,033	6,416	-	0	0	-	-	1	1	18	13	10						
Mich.	362	763	1,225	10,832	8,523	-	1	3	8	7	1	2	9	35	30						
Ohio	208	651	3,715	11,947	13,996	-	0	2	2	4	5	5	33	60	64						
Wis.	75	375	528	5,454	6,833	N	0	0	N	N	-	4	53	37	47						
W.N. CENTRAL	108	1,192	1,445	15,408	19,150	-	0	54	3	-	2	12	77	102	109						
Iowa	-	155	240	2,390	2,677	N	0	0	N	N	-	2	28	18	9						
Kans.	71	149	266	2,446	2,533	N	0	0	N	N	-	1	8	13	16						
