
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending February 19, 2000 (WEEK 07)*

column labels in same order that data fields appears in each record below:
Reporting Area
Malaria cummulative for 2000
Malaria cummulative for 1999
Rabies, Animal cummulative for 2000
Rabies, Animal cummulative for 1999
Salmonellosis, NETSS cummulative for 2000
Salmonellosis, NETSS cummulative for 1999
Salmonellosis, PHLIS cummulative for 2000
Salmonellosis, PHLIS cummulative for 1999

tab delimited data:
test
UNITED STATES	84	151	346	578	2,389	3,154	1,232	3,123													
NEW ENGLAND	-	2	52	88	162	175	126	184													
Maine	-	-	13	13	14	21	-	13													
N.H.	-	-	1	5	11	3	7	8													
Vt.	-	-	3	14	3	9	3	8													
Mass.	-	2	21	26	99	102	78	97													
R.I.	-	-	-	7	3	8	12	15													
Conn.	-	-	14	23	32	32	26	43													
MID. ATLANTIC	7	51	79	114	173	473	153	384													
Upstate N.Y.	5	9	63	70	43	75	24	117													
N.Y. City	1	23	U	U	64	161	129	153													
N.J.	-	14	8	27	-	125	-	110													
Pa.	1	5	8	17	66	112	-	4													
E.N. CENTRAL	5	21	1	1	291	528	150	479													
Ohio	2	1	1	-	106	118	60	92													
Ind.	-	4	-	-	33	24	21	37													
Ill.	-	8	-	-	97	162	-	165													
Mich.	3	5	-	1	51	132	53	136													
Wis.	-	3	-	-	4	92	16	49													
W.N. CENTRAL	2	7	24	78	91	153	104	209													
Minn.	2	-	17	10	21	39	36	71													
Iowa	-	2	6	12	13	25	8	22													
Mo.	-	5	1	3	34	47	32	66													
N. Dak.	-	-	-	15	-	1	2	6													
S. Dak.	-	-	-	25	6	4	8	10													
Nebr.	-	-	-	1	17	16	5	15													
Kans.	-	-	-	12	-	21	13	19													
S. ATLANTIC	25	33	154	221	435	526	234	573													
Del.	-	-	7	3	9	12	7	11													
Md.	14	14	40	59	77	85	46	68													
D.C.	-	5	-	-	-	14	U	U													
Va.	7	4	45	48	45	60	22	73													
W. Va.	-	1	13	10	15	5	9	12													
N.C.	3	1	28	50	104	141	30	120													
S.C.	-	-	9	11	49	27	32	43													
Ga.	-	2	-	19	54	72	88	176													
Fla.	1	6	12	21	82	110	-	70													
E.S. CENTRAL	4	3	5	22	134	226	36	108													
Ky.	1	-	2	6	10	52	U	U													
Tenn.	-	2	-	14	36	61	33	68													
Ala.	3	1	3	2	54	68	-	33													
Miss.	-	-	-	-	34	45	3	7													
W.S. CENTRAL	-	3	-	9	111	168	157	330													
Ark.	-	1	-	-	22	28	6	29													
La.	-	1	-	-	-	10	41	52													
Okla.	-	-	-	9	-	26	-	9													
Tex.	-	1	-	-	89	104	110	240													
MOUNTAIN	6	6	14	14	246	233	157	216													
Mont.	-	1	6	3	11	3	-	1													
Idaho	-	1	-	-	18	7	-	11													
Wyo.	-	-	5	5	3	2	-	5													
Colo.	2	1	-	1	38	63	34	62													
N. Mex.	-	1	-	-	23	25	21	23													
Ariz.	2	2	3	5	88	80	70	65													
Utah	2	-	-	-	46	28	32	31													
Nev.	-	-	-	-	19	25	-	18													
PACIFIC	35	25	17	31	746	672	115	640													
Wash.	-	2	-	-	15	21	59	86													
Oreg.	4	3	-	-	42	40	36	69													
Calif.	31	17	14	31	649	561	-	434													
Alaska	-	-	3	-	9	6	2	4													
Hawaii	-	3	-	-	31	44	18	47													
Guam	-	-	-	-	-	12	U	U													
P.R.	-	-	2	6	-	49	U	U													
V.I.	-	U	-	U	-	U	U	U													
Amer. Samoa	-	U	-	U	-	U	U	U													
C.N.M.I.	-	U	-	U	-	U	U	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


