
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending September 8, 2007 (WEEK 36)*

column labels in same order that data fields appears in each record below:
Reporting Area
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2007
Lyme disease cummulative for 2006
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2007
Malaria cummulative for 2006
Meningococcal diseases, invasive †, all serogroups current week
Meningococcal diseases, invasive †, all serogroups previous 52 weeks median 
Meningococcal diseases, invasive †, all serogroups previous 52 weeks maximum 
Meningococcal diseases, invasive †, all serogroups cummulative for 2007
Meningococcal diseases, invasive †, all serogroups cummulative for 2006

tab delimited data:
test
UNITED STATES	307	237	1,005	11,689	14,043	11	23	105	700	994	3	19	87	720	829						
NEW ENGLAND	102	39	278	2,236	3,352	-	1	5	31	41	-	1	3	32	34						
Conn.	59	12	214	1,330	1,363	-	0	3	1	10	-	0	1	6	9						
Maine	41	3	40	206	111	-	0	2	6	3	-	0	3	5	3						
Mass.	-	1	25	21	1,268	-	0	3	16	19	-	0	2	17	17						
N.H.	2	6	70	564	535	-	0	4	6	8	-	0	1	-	3						
R.I.	-	0	93	30	1	-	0	1	-	-	-	0	1	1	-						
Vt.	-	1	13	85	74	-	0	2	2	1	-	0	1	3	2						
MID. ATLANTIC	162	136	519	6,206	7,158	3	5	18	166	248	-	2	8	99	132						
N.J.	-	26	72	1,056	2,027	-	0	5	-	72	-	0	2	11	16						
N.Y. (Upstate)	140	50	426	2,132	2,416	2	1	7	41	24	-	0	3	25	31						
N.Y. City	-	1	19	67	234	-	3	8	100	117	-	0	4	25	49						
Pa.	22	43	269	2,951	2,481	1	1	3	25	35	-	1	5	38	36						
E.N. CENTRAL	1	6	23	223	1,535	-	2	10	73	113	1	3	9	94	122						
Ill.	-	1	9	65	99	-	1	6	28	57	-	0	3	25	30						
Ind.	1	0	6	34	20	-	0	2	8	9	-	0	4	18	20						
Mich.	-	1	6	39	39	-	0	2	12	17	-	0	3	17	21						
