
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending March 31, 2012 (WEEK 13)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2012
Shigellosis cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011

tab delimited data:
test
UNITED STATES	91	266	389	2,379	2,046	-	3	13	24	13	8	31	141	122	73						
NEW ENGLAND	-	4	21	20	47	-	0	1	-	-	1	0	1	1	2						
Conn.	-	1	4	6	9	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	8	1	5	-	0	0	-	-	1	0	1	1	-						
Mass.	-	2	20	13	31	-	0	0	-	-	-	0	1	-	1						
N.H.	-	0	1	-	-	-	0	1	-	-	-	0	1	-	-						
R.I.	-	0	3	-	-	-	0	0	-	-	-	0	1	-	1						
Vt.	-	0	1	-	2	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	14	31	88	527	142	-	0	2	5	-	-	1	7	14	3						
N.J.	-	8	41	225	31	-	0	0	-	-	-	0	0	-	-						
N.Y. (Upstate)	9	7	41	124	25	-	0	1	1	-	-	0	3	2	-						
N.Y. City	4	10	29	154	61	-	0	0	-	-	-	0	3	3	2						
Pa.	1	2	12	24	25	-	0	2	4	-	-	0	3	9	1						
E.N. CENTRAL	13	16	42	254	152	-	0	2	1	-	-	2	10	6	6						
Ill.	-	3	16	20	54	-	0	1	-	-	-	1	4	3	5						
Ind.	-	1	6	5	17	-	0	1	1	-	-	1	5	1	-						
Mich.	1	4	11	50	32	-	0	1	-	-	-	0	1	-	-						
Ohio	12	6	27	179	49	-	0	2	-	-	-	0	2	2	1						
Wis.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
W.N. CENTRAL	-	7	21	59	103	-	0	4	-	-	1	4	24	11	12						
Iowa	-	0	3	5	4	-	0	0	-	-	-	0	2	-	1						
Kans.	-	1	8	28	22	-	0	0	-	-	-	0	0	-	-						
Minn.	-	2	6	-	10	-	0	0	-	-	-	0	0	-	-						
Mo.	-	2	14	23	63	-	0	2	-	-	1	4	22	11	11						
Nebr.	-	0	2	3	3	-	0	3	-	-	-	0	1	-	-						
N. Dak.	-	0	0	-	-	-	0	1	-	-	-	0	0	-	-						
S. Dak.	-	0	2	-	1	-	0	1	-	-	-	0	0	-	-						
S. ATLANTIC	35	75	134	571	671	-	2	8	12	7	4	7	58	42	24						
Del.	-	0	2	1	-	-	0	0	-	-	-	0	4	4	3						
D.C.	-	0	5	1	7	-	0	1	-	-	-	0	1	-	-						
Fla.	29	49	98	328	435	-	0	1	-	2	2	0	2	7	1						
Ga.	2	13	26	134	107	-	1	8	11	3	-	0	0	-	-						
Md.	2	2	15	54	24	-	0	1	-	1	-	0	3	4	1						
N.C.	2	3	19	28	61	-	0	4	-	1	-	0	49	5	12						
S.C.	-	1	54	5	13	-	0	2	-	-	-	0	2	2	1						
Va.	-	2	7	19	24	-	0	1	1	-	2	4	14	20	6						
W. Va.	-	0	2	1	-	-	0	0	-	-	-	0	1	-	-						
E.S. CENTRAL	8	21	51	317	119	-	0	2	-	-	2	4	25	28	11						
Ala.	2	6	21	80	46	-	0	1	-	-	-	1	8	6	4						
