
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending April 19, 2003 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2003
Syphilis (Primary and Secondary) cummulative for 2002
Syphilis (Congenital) cummulative for 2003
Syphilis (Congenital) cummulative for 2002
Tuberculosis cummulative for 2003
Tuberculosis cummulative for 2002
Typhoid Fever cummulative for 2003
Typhoid Fever cummulative for 2002
Varicella (Chicken Pox) cummulative for 2003
Varicella (Chicken Pox) cummulative for 2002

tab delimited data:
test
UNITED STATES	1,927	1,874	105	127	2,336	3,190	68	87	3,924												
NEW ENGLAND	53	22	-	-	73	111	6	7	699												
Maine	2	-	-	-	-	5	-	-	352												
N.H.	5	-	-	-	3	4	-	-	-												
Vt.	-	1	-	-	-	1	-	-	265												
Mass.	37	14	-	-	44	50	2	6	80												
R.I.	6	1	-	-	5	18	2	-	2												
Conn.	3	6	-	-	21	33	2	1	-												
MID. ATLANTIC	193	199	22	20	532	534	11	29	3												
Upstate N.Y.	6	8	8	1	49	73	3	3	N												
N.Y. City	106	112	7	8	324	260	5	14	-												
N.J.	48	43	7	10	97	135	3	9	-												
Pa.	33	36	-	1	62	66	-	3	3												
E.N. CENTRAL	275	372	28	17	256	296	4	10	2,097												
Ohio	64	48	2	-	38	45	-	4	440												
Ind.	10	19	3	-	36	30	1	1	-												
Ill.	98	110	12	15	130	141	-	1	-												
Mich.	99	188	11	2	48	57	3	3	1,351												
Wis.	4	7	-	-	4	23	-	1	306												
W.N. CENTRAL	53	31	2	-	111	125	-	4	12												
Minn.	13	15	-	-	47	55	-	2	N												
Iowa	3	2	-	-	6	-	-	-	N												
Mo.	22	8	2	-	16	41	-	1	-												
N. Dak.	-	-	-	-	-	-	-	-	12												
S. Dak.	-	-	-	-	9	5	-	-	-												
Nebr.	-	3	-	-	6	1	-	1	-												
Kans.	15	3	-	-	27	23	-	-	-												
S. ATLANTIC	528	454	14	30	410	601	16	8	811												
Del.	2	6	-	-	-	-	-	-	3												
Md.	96	47	2	3	55	68	2	2	-												
D.C.	6	19	1	-	-	-	-	-	7												
Va.	27	9	1	-	57	60	8	-	174												
W. Va.	-	-	-	-	5	8	-	-	567												
N.C.	56	105	5	9	60	79	3	-	N												
S.C.	37	36	2	3	43	36	-	-	60												
Ga.	101	80	2	7	73	121	1	2	-												
Fla.	203	152	1	8	117	229	2	4	N												
E.S. CENTRAL	109	189	10	11	197	218	2	2	-												
Ky.	16	29	1	2	31	32	-	2	N												
Tenn.	46	75	4	3	61	91	-	-	N												
Ala.	41	64	4	4	76	62	2	-	-												
Miss.	6	21	1	2	29	33	-	-	-												
W.S. CENTRAL	262	244	15	30	219	579	-	5	207												
Ark.	12	13	-	1	26	34	-	-	-												
La.	29	44	-	-	-	-	-	-	3												
Okla.	15	22	-	1	28	39	-	-	N												
Tex.	206	165	15	28	165	506	-	5	204												
MOUNTAIN	82	91	10	4	70	83	4	5	95												
Mont.	-	-	-	-	-	-	-	-	N												
Idaho	6	1	-	-	1	2	-	-	N												
Wyo.	-	-	-	-	1	1	-	-	16												
Colo.	3	11	2	1	25	20	3	2	-												
N. Mex.	7	11	-	-	-	10	1	-	-												
Ariz.	59	61	8	3	34	38	-	-	-												
Utah	3	2	-	-	9	8	-	2	79												
Nev.	4	5	-	-	-	4	-	1	-												
PACIFIC	372	272	4	15	468	643	25	17	-												
Wash.	18	18	-	1	64	64	-	-	-												
Oreg.	14	4	-	-	23	26	2	2	-												
Calif.	334	246	4	14	334	496	23	15	-												
Alaska	-	-	-	-	18	19	-	-	-												
Hawaii	6	4	-	-	29	38	-	-	-												
Guam	-	-	-	-	-	-	-	-	-												
P.R.	52	8	1	-	-	17	-	-	49												
V.I.	-	1	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


