
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending April 7, 2012 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2012
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2011
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2012
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2011
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2012
Syphillis, primary & secondary cummulative for 2011

tab delimited data:
test
UNITED STATES	150	276	558	4,363	5,925	8	21	45	276	417	65	268	308	2,839	3,658						
NEW ENGLAND	5	13	28	199	317	1	1	4	10	17	5	7	23	110	119						
Conn.	2	6	13	102	152	-	0	2	3	5	1	0	12	9	24						
Maine	2	2	8	32	40	-	0	1	1	2	-	0	2	5	4						
Mass.	-	0	3	9	14	-	0	2	4	7	3	5	10	66	70						
N.H.	1	1	6	25	42	1	0	1	2	-	1	0	3	10	10						
R.I.	-	1	5	12	48	-	0	1	-	1	-	0	7	19	9						
Vt.	-	1	6	19	21	-	0	2	-	2	-	0	2	1	2						
MID. ATLANTIC	28	32	71	713	608	-	2	11	33	49	6	29	45	331	452						
N.J.	-	11	26	155	301	-	0	4	8	21	-	3	11	22	54						
N.Y. (Upstate)	24	2	38	349	29	-	1	10	17	17	4	4	12	45	42						
N.Y. City	4	12	25	209	278	-	0	6	8	11	2	14	24	156	249						
Pa.	N	0	0	N	N	N	0	0	N	N	-	7	17	108	107						
E.N. CENTRAL	44	63	99	924	1,221	2	3	10	47	64	7	33	49	237	504						
Ill.	N	0	0	N	N	-	0	0	-	-	6	15	26	80	234						
Ind.	-	11	30	145	322	-	0	2	4	16	-	3	8	49	43						
Mich.	4	13	26	191	253	-	0	2	10	14	-	4	12	37	78						
Ohio	37	26	46	444	479	2	1	7	23	26	-	7	17	59	133						
Wis.	3	8	22	144	167	-	0	2	10	8	1	1	6	12	16						
W.N. CENTRAL	2	10	34	57	203	-	1	4	4	17	-	4	13	5	106						
Iowa	N	0	0	N	N	N	0	0	N	N	-	0	3	4	7						
Kans.	N	0	0	N	N	N	0	0	N	N	-	0	4	-	5						
Minn.	-	11	26	-	155	-	1	3	-	13	-	2	8	-	44						
Mo.	N	0	0	N	N	-	0	0	-	-	-	2	8	-	46						
Nebr.	2	3	8	57	48	-	0	2	4	4	-	0	2	1	4						
N. Dak.	-	0	25	-	-	-	0	1	-	-	-	0	1	-	-						
S. Dak.	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
S. ATLANTIC	41	63	143	1,095	1,519	2	5	15	73	106	23	67	103	816	887						
Del.	-	1	5	16	26	-	0	0	-	-	-	0	6	19	4						
D.C.	-	0	5	2	20	-	0	1	1	2	3	3	9	50	50						
Fla.	19	21	48	368	600	1	2	8	26	50	3	25	36	314	322						
Ga.	8	19	36	339	403	-	2	6	24	27	4	12	64	133	142						
Md.	5	8	22	122	248	-	1	5	10	15	7	8	18	87	120						
N.C.	N	0	0	N	N	N	0	0	N	N	3	8	21	103	123						
S.C.	-	7	18	146	203	-	0	3	4	12	1	4	11	58	68						
Va.	N	0	0	N	N	-	0	0	-	-	2	4	13	52	58						
W. Va.	9	3	48	102	19	1	0	4	8	-	-	0	2	-	-						
E.S. CENTRAL	4	23	48	342	474	-	2	5	20	30	11	15	33	148	192						
Ala.	N	0	0	N	N	N	0	0	N	N	-	4	10	33	58						
Ky.	-	4	11	75	85	-	0	3	3	8	5	2	8	27	24						
Miss.	N	0	0	N	N	-	0	0	-	-	6	3	22	48	39						
Tenn.	4	18	45	267	389	-	1	4	17	22	-	5	11	40	71						
W.S. CENTRAL	22	32	163	547	707	3	3	10	44	70	7	39	53	495	433						
Ark.	2	4	14	69	95	-	0	3	6	10	7	4	15	69	44						
La.	-	2	14	48	90	-	0	2	4	8	-	8	25	70	69						
Okla.	N	0	0	N	N	-	0	0	-	-	-	1	6	13	15						
Tex.	20	25	149	430	522	3	2	10	34	52	-	23	38	343	305						
MOUNTAIN	4	29	55	450	817	-	2	5	36	62	2	11	20	111	168						
Ariz.	2	12	27	274	386	-	1	4	23	25	-	5	11	52	67						
Colo.	-	8	18	86	199	-	0	3	7	14	-	2	6	23	33						
Idaho	N	0	0	N	N	-	0	0	-	-	2	0	4	6	2						
Mont.	N	0	0	N	N	N	0	0	N	N	-	0	1	-	5						
Nev.	N	0	0	N	N	N	0	0	N	N	-	2	9	17	38						
N. Mex.	-	5	11	82	149	-	0	2	6	12	-	1	4	9	19						
Utah	-	1	8	-	72	-	0	2	-	11	-	0	2	4	4						
Wyo.	2	0	3	8	11	-	0	0	-	-	-	0	0	-	-						
PACIFIC	-	2	9	36	59	-	0	2	9	2	4	53	74	586	797						
Alaska	-	2	9	35	58	-	0	2	9	2	-	0	2	3	-						
Calif.	N	0	0	N	N	N	0	0	N	N	-	46	64	505	658						
Hawaii	-	0	1	1	1	-	0	1	-	-	-	0	3	1	5						
Oreg.	N	0	0	N	N	N	0	0	N	N	-	2	6	33	25						
Wash.	N	0	0	N	N	N	0	0	N	N	4	5	12	44	109						
Amer. Samoa	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	7	4	15	58	62						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2011 and 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes drug resistant and susceptible cases of invasive Streptococcus pneumoniae disease among
children <5 years and among all ages.  Case definition: Isolation of S. pneumoniae from a normally
sterile body site (e.g. blood or cerebrospinal fluid).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


