
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending December 10, 2011 (WEEK 49)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2011
Shigellosis cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2010

tab delimited data:
test
UNITED STATES	165	236	742	10,939	13,532	1	3	15	196	139	23	26	245	1,934	1,554						
NEW ENGLAND	1	5	21	262	315	-	0	1	1	-	-	0	1	8	5						
Conn.	-	0	4	38	69	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	8	32	8	-	0	0	-	-	-	0	1	1	2						
Mass.	1	3	20	175	207	-	0	0	-	-	-	0	1	4	-						
N.H.	-	0	1	3	14	-	0	1	1	-	-	0	1	1	1						
R.I.	-	0	4	8	16	-	0	0	-	-	-	0	1	2	2						
Vt.	-	0	1	6	1	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	10	16	74	944	1,542	1	0	2	19	2	-	1	4	56	101						
N.J.	-	3	16	172	364	-	0	0	-	1	-	0	1	-	59						
N.Y. (Upstate)	10	4	20	304	218	1	0	1	4	1	-	0	1	8	17						
N.Y. City	-	6	26	351	290	-	0	0	-	-	-	0	3	29	11						
Pa.	-	2	56	117	670	-	0	2	15	-	-	0	3	19	14						
E.N. CENTRAL	3	15	40	706	1,494	-	0	2	8	3	-	2	9	112	77						
Ill.	-	4	16	204	819	-	0	1	2	2	-	1	4	47	34						
Ind.	-	1	4	45	61	-	0	1	2	1	-	0	4	46	20						
Mich.	-	3	10	165	248	-	0	1	1	-	-	0	1	2	1						
Ohio	3	4	27	292	293	-	0	2	3	-	-	0	2	17	15						
Wis.	-	0	1	-	73	-	0	0	-	-	-	0	0	-	7						
W.N. CENTRAL	2	6	18	288	2,029	-	0	4	27	13	1	4	29	343	275						
Iowa	-	0	4	21	51	-	0	0	-	-	-	0	2	6	5						
Kans.	1	1	7	60	289	-	0	0	-	-	-	0	0	-	-						
Minn.	-	0	2	-	64	-	0	0	-	-	-	0	2	-	-						
Mo.	1	4	14	187	1,562	-	0	3	19	10	1	4	29	332	267						
Nebr.	-	0	2	14	56	-	0	3	5	3	-	0	1	5	2						
N. Dak.	-	0	0	-	-	-	0	1	2	-	-	0	0	-	1						
S. Dak.	-	0	2	6	7	-	0	1	1	-	-	0	0	-	-						
S. ATLANTIC	76	72	134	3,607	2,594	-	1	8	103	81	17	6	55	545	494						
Del.	-	0	2	6	39	-	0	1	1	1	-	0	4	18	21						
D.C.	5	0	3	20	34	-	0	1	1	1	-	0	1	3	-						
Fla.	60	49	98	2,526	1,104	-	0	1	3	3	-	0	2	12	11						
Ga.	8	11	24	554	764	-	1	6	65	57	-	0	0	-	-						
Md.	-	2	7	96	127	-	0	1	3	-	-	0	2	30	49						
N.C.	2	3	19	203	222	-	0	4	15	14	14	0	49	264	261						
S.C.	-	1	51	102	69	-	0	2	11	1	-	0	2	21	19						
