
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending January 24, 2004 (WEEK 03)*

column labels in same order that data fields appears in each record below:
Reporting Area
Malaria cummulative for 2004
Malaria cummulative for 2003
Meningococcal Disease cummulative for 2004
Meningococcal Disease cummulative for 2003
Pertussis cummulative for 2004
Pertussis cummulative for 2003
Rabies, Animal cummulative for 2004
Rabies, Animal cummulative for 2003
Rocky Mountain Spotted Fever cummulative for 2004
Rocky Mountain Spotted Fever cummulative for 2003

tab delimited data:
test
UNITED STATES	31	42	89	74	193	289	124	199	10	16											
NEW ENGLAND	2	3	1	4	66	57	8	21	-	-											
Maine	-	1	-	-	-	-	-	-	-	-											
N.H.	-	-	-	-	-	-	-	1	-	-											
Vt.	-	-	-	-	2	13	-	2	-	-											
Mass.	2	2	1	3	64	43	4	8	-	-											
R.I.	-	-	-	-	-	-	-	-	-	-											
Conn.	-	-	-	1	-	1	4	10	-	-											
MID. ATLANTIC	2	9	11	8	53	25	14	41	2	2											
Upstate N.Y.	-	-	5	1	32	6	14	14	-	-											
N.Y. City	-	5	1	3	-	-	-	1	-	-											
N.J.	-	2	-	1	-	5	-	9	-	1											
Pa.	2	2	5	3	21	14	-	17	2	1											
E.N. CENTRAL	4	6	16	13	32	28	1	-	1	1											
Ohio	1	2	10	6	27	17	1	-	1	1											
Ind.	-	-	-	1	-	-	-	-	-	-											
Ill.	-	1	-	-	-	-	-	-	-	-											
Mich.	1	2	6	2	5	2	-	-	-	-											
Wis.	2	1	-	4	-	9	-	-	-	-											
W.N. CENTRAL	4	4	3	6	8	11	15	28	-	-											
Minn.	3	2	-	1	-	-	5	1	-	-											
Iowa	-	2	1	2	4	-	2	1	-	-											
Mo.	-	-	-	3	-	7	-	-	-	-											
N. Dak.	-	-	-	-	-	-	3	1	-	-											
S. Dak.	-	-	1	-	-	-	-	4	-	-											
Nebr.	-	-	-	-	-	-	-	2	-	-											
Kans.	1	-	1	-	4	4	5	19	-	-											
S. ATLANTIC	16	5	19	6	8	26	72	94	6	13											
Del.	-	-	-	2	-	-	-	-	-	-											
Md.	6	4	3	2	4	6	11	19	3	4											
D.C.	-	-	-	-	-	-	-	-	-	-											
Va.	-	-	2	-	3	-	-	8	-	-											
W. Va.	-	-	1	-	-	-	5	3	-	-											
N.C.	-	-	-	2	-	6	26	23	2	9											
S.C.	-	-	-	-	-	-	-	2	-	-											
Ga.	1	1	3	-	-	13	30	35	1	-											
Fla.	9	-	10	-	1	1	-	4	-	-											
E.S. CENTRAL	-	1	4	5	5	4	2	7	1	-											
Ky.	-	-	-	-	-	1	1	1	-	-											
Tenn.	-	-	3	1	4	-	1	5	1	-											
Ala.	-	1	1	2	1	3	-	1	-	-											
Miss.	-	-	-	2	-	-	-	-	-	-											
W.S. CENTRAL	-	4	2	13	-	-	4	1	-	-											
Ark.	-	-	-	1	-	-	2	-	-	-											
La.	-	-	-	4	-	-	-	-	-	-											
Okla.	-	-	-	1	-	-	2	1	-	-											
Tex.	-	4	2	7	-	-	-	-	-	-											
MOUNTAIN	-	1	2	2	8	37	4	5	-	-											
Mont.	-	-	-	-	3	-	-	1	-	-											
Idaho	-	-	1	-	3	-	-	-	-	-											
Wyo.	-	-	1	-	1	-	-	-	-	-											
Colo.	-	1	-	-	-	17	-	-	-	-											
N. Mex.	-	-	-	1	-	5	-	-	-	-											
Ariz.	-	-	-	1	-	11	4	4	-	-											
Utah	-	-	-	-	1	2	-	-	-	-											
Nev.	-	-	-	-	-	2	-	-	-	-											
PACIFIC	3	9	31	17	13	101	4	2	-	-											
Wash.	-	-	-	-	-	-	-	-	-	-											
Oreg.	-	3	7	5	13	7	-	-	-	-											
Calif.	3	6	23	11	-	94	4	2	-	-											
Alaska	-	-	-	-	-	-	-	-	-	-											
Hawaii	-	-	1	1	-	-	-	-	-	-											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	-	-	-	1	-	-	1	1	N	N											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2003 and 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


