
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending March 4, 2000 (WEEK 09)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 2000
H. influenzae, Invasive cummulative for 1999
Hepatitis (Viral), Type A cummulative for 2000
Hepatitis (Viral), Type A cummulative for 1999
Hepatitis (Viral), Type B cummulative for 2000
Hepatitis (Viral), Type B cummulative for 1999
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 2000
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 2000
Measles (Rubeola), Total cummulative for 2000
Measles (Rubeola), Total cummulative for 1999

tab delimited data:
test
UNITED STATES	176	221	1,849	2,933	677	894	-	3	-	-	3	20									
NEW ENGLAND	12	16	32	36	6	25	-	-	-	-	-	1									
Maine	-	1	1	2	1	-	-	-	-	-	-	-									
N.H.	2	2	7	4	3	2	-	-	-	-	-	1									
Vt.	2	3	2	-	2	-	-	-	-	-	-	-									
Mass.	8	9	9	14	-	11	-	-	-	-	-	-									
R.I.	-	-	-	-	-	2	-	-	-	-	-	-									
Conn.	-	1	13	16	-	10	-	-	-	-	-	-									
MID. ATLANTIC	23	35	84	192	65	138	-	-	-	-	-	-									
Upstate N.Y.	13	14	46	43	11	23	-	-	-	-	-	-									
N.Y. City	5	9	38	59	54	40	-	-	-	-	-	-									
N.J.	4	11	-	27	-	21	-	-	-	-	-	-									
Pa.	1	1	-	63	-	54	-	-	-	-	-	-									
E.N. CENTRAL	19	31	214	696	85	89	-	3	-	-	3	-									
Ohio	11	13	73	123	21	20	-	2	-	-	2	-									
Ind.	3	1	3	12	1	4	-	-	-	-	-	-									
Ill.	2	15	41	145	-	-	-	-	-	-	-	-									
Mich.	3	2	92	402	63	59	-	1	-	-	1	-									
Wis.	-	-	5	14	-	6	-	-	-	-	-	-									
W.N. CENTRAL	6	16	215	159	42	50	-	-	-	-	-	-									
Minn.	-	4	18	4	-	3	-	-	-	-	-	-									
Iowa	-	3	21	20	7	8	-	-	-	-	-	-									
Mo.	2	3	119	101	22	26	-	-	-	-	-	-									
N. Dak.	1	-	-	-	-	-	-	-	-	-	-	-									
S. Dak.	-	1	-	-	1	-	-	-	-	-	-	-									
Nebr.	1	1	8	16	4	8	-	-	-	-	-	-									
Kans.	2	4	49	18	8	5	-	-	-	-	-	-									
S. ATLANTIC	49	43	187	216	121	126	-	-	-	-	-	-									
Del.	-	-	-	-	-	-	-	-	-	-	-	-									
Md.	18	19	24	73	21	38	-	-	-	-	-	-									
D.C.	-	-	-	11	-	4	-	-	-	-	-	-									
Va.	11	2	33	14	25	8	-	-	-	-	-	-									
W. Va.	1	1	19	1	-	-	-	-	-	-	-	-									
N.C.	3	5	49	25	45	39	-	-	-	-	-	-									
S.C.	1	2	3	1	1	16	-	-	-	-	-	-									
Ga.	14	10	18	69	2	15	-	-	-	-	-	-									
Fla.	1	4	41	22	27	6	U	-	U	-	-	-									
E.S. CENTRAL	8	15	68	83	45	82	-	-	-	-	-	-									
Ky.	3	3	2	15	2	6	-	-	-	-	-	-									
Tenn.	3	5	21	35	28	42	-	-	-	-	-	-									
Ala.	2	5	14	21	5	17	-	-	-	-	-	-									
Miss.	-	2	31	12	10	17	-	-	-	-	-	-									
W.S. CENTRAL	13	17	282	429	35	91	-	-	-	-	-	2									
Ark.	-	-	30	6	8	10	-	-	-	-	-	-									
La.	2	6	8	31	17	34	-	-	-	-	-	-									
Okla.	11	9	59	103	10	17	-	-	-	-	-	-									
Tex.	-	2	185	289	-	30	-	-	-	-	-	2									
MOUNTAIN	26	27	130	304	60	79	-	-	-	-	-	-									
Mont.	-	1	1	3	2	1	-	-	-	-	-	-									
Idaho	1	1	6	8	3	4	-	-	-	-	-	-									
Wyo.	-	1	2	1	-	-	-	-	-	-	-	-									
Colo.	9	1	36	60	18	15	-	-	-	-	-	-									
N. Mex.	8	6	17	5	13	25	-	-	-	-	-	-									
Ariz.	7	14	50	183	19	17	-	-	-	-	-	-									
Utah	1	3	9	15	2	7	-	-	-	-	-	-									
Nev.	-	-	9	29	3	10	-	-	-	-	-	-									
PACIFIC	20	21	637	818	218	214	-	-	-	-	-	17									
Wash.	2	-	29	49	6	2	-	-	-	-	-	2									
Oreg.	4	8	37	45	13	13	-	-	-	-	-	8									
Calif.	4	12	568	721	196	192	-	-	-	-	-	7									
Alaska	1	1	3	2	2	4	-	-	-	-	-	-									
Hawaii	9	-	-	1	1	3	-	-	-	-	-	-									
Guam	-	-	-	2	-	2	-	-	-	-	-	-									
P.R.	-	-	15	12	8	18	-	-	-	-	-	-									
V.I.	-	U	-	U	-	U	U	-	U	-	-	U									
Amer. Samoa	-	U	-	U	-	U	U	-	U	-	-	U									
C.N.M.I.	-	U	-	U	-	U	U	-	U	-	-	U									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


