
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending September 22, 2007 (WEEK 38)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2007
Giardiasis cummulative for 2006
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2007
Gonorrhea cummulative for 2006
Haemophilus influenzae, invasive, All ages, all serotypes† current week
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2007
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2006

tab delimited data:
test
UNITED STATES	267	302	1,513	11,203	12,572	4,272	6,662	8,941	241,506	257,875	30	45	184	1,648	1,672						
NEW ENGLAND	8	25	53	889	1,031	160	109	259	3,993	3,967	7	3	19	130	130						
Conn.	-	5	13	227	219	68	45	204	1,503	1,571	7	0	6	40	38						
Maine	8	4	10	139	120	2	2	8	94	92	-	0	2	9	16						
Mass.	-	9	20	356	467	83	50	96	1,942	1,757	-	2	6	58	55						
N.H.	-	0	3	16	20	-	3	8	111	143	-	0	2	14	9						
R.I.	-	0	14	36	78	5	8	18	298	353	-	0	10	7	4						
Vt.	-	3	12	115	127	2	1	5	45	51	-	0	1	2	8						
MID. ATLANTIC	46	56	127	1,958	2,510	739	714	1,537	27,069	24,005	9	10	27	352	338						
N.J.	-	6	11	142	366	79	117	159	4,415	3,878	-	1	5	46	58						
N.Y. (Upstate)	35	24	108	769	851	421	112	1,035	4,943	4,552	6	3	15	104	103						
N.Y. City	4	15	32	556	720	84	200	360	7,397	7,343	2	2	6	76	64						
Pa.	7	14	34	491	573	155	240	586	10,314	8,232	1	3	10	126	113						
E.N. CENTRAL	40	46	99	1,594	2,018	613	1,230	2,588	48,502	51,629	1	6	15	200	287						
Ill.	-	12	21	405	519	172	348	498	12,680	14,728	-	1	6	47	87						
Ind.	N	0	0	N	N	202	161	307	6,482	6,489	1	1	7	44	63						
Mich.	8	12	38	411	500	120	295	747	10,646	10,627	-	0	5	21	22						
Ohio	24	15	37	570	576	27	318	1,567	13,857	14,723	-	2	5	79	63						
Wis.	8	7	20	208	423	92	126	181	4,837	5,062	-	0	4	9	52						
W.N. CENTRAL	14	20	553	797	1,411	142	372	512	13,416	14,135	4	3	24	103	106						
Iowa	6	5	16	190	221	-	39	60	1,272	1,342	-	0	1	1	1						
Kans.	-	3	11	119	150	55	43	86	1,716	1,635	-	0	2	9	16						
Minn.	-	0	514	12	475	-	60	87	1,935	2,352	4	1	17	44	52						
Mo.	4	8	22	319	390	80	198	266	7,355	7,440	-	1	5	34	26						
Nebr.	3	2	8	86	90	-	26	57	885	996	-	0	2	13	7						
N. Dak.	1	0	16	13	14	-	2	7	63	95	-	0	2	2	4						
S. Dak.	-	1	6	58	71	7	6	11	190	275	-	0	0	-	-						
S. ATLANTIC	34	57	106	1,977	1,889	1,434	1,632	3,209	57,227	63,067	4	11	34	428	413						
Del.	-	1	3	27	30	18	27	43	969	1,075	-	0	3	6	1						
D.C.	-	0	7	34	51	38	47	72	1,725	1,266	-	0	2	3	3						
Fla.	29	24	47	916	752	492	472	717	17,325	17,682	2	3	8	120	128						
Ga.	4	11	33	419	469	3	303	2,068	7,454	12,843	2	2	7	83	87						
Md.	-	4	11	162	163	94	125	227	4,561	5,260	-	2	6	62	57						
N.C.	-	0	0	-	-	445	282	675	10,080	12,431	-	0	9	44	46						
S.C.	1	2	8	68	76	200	206	1,361	10,105	6,997	-	1	4	38	27						
Va.	-	10	28	321	331	140	122	236	4,357	4,864	-	1	22	53	48						
W. Va.	-	0	21	30	17	4	18	44	651	649	-	0	6	19	16						
E.S. CENTRAL	10	10	21	372	300	346	572	752	20,188	22,785	-	2	9	93	87						
Ala.	5	4	16	173	139	10	157	242	5,122	7,985	-	0	3	19	18						
Ky.	N	0	0	N	N	96	51	268	2,360	2,288	-	0	1	2	5						
Miss.	N	0	0	N	N	-	149	310	5,455	5,398	-	0	1	7	11						
Tenn.	5	5	16	199	161	240	193	262	7,251	7,114	-	2	6	65	53						
W.S. CENTRAL	4	7	55	256	233	287	975	1,176	35,636	36,912	2	2	34	81	65						
Ark.	-	2	13	84	82	107	78	120	2,755	3,088	1	0	2	8	8						
La.	-	1	9	71	63	75	220	384	7,962	7,960	-	0	3	6	17						
Okla.	4	3	42	101	88	105	102	235	3,789	3,260	1	1	29	61	34						
Tex.	N	0	0	N	N	-	574	732	21,130	22,604	-	0	3	6	6						
MOUNTAIN	29	30	67	1,075	1,200	85	254	454	8,839	10,931	1	4	11	172	164						
Ariz.	1	3	10	114	119	17	106	220	3,384	3,887	-	1	6	57	70						
Colo.	18	9	26	356	392	66	55	93	1,842	2,711	1	1	4	43	41						
Idaho	1	3	12	126	133	-	3	20	163	116	-	0	1	4	3						
Mont.	7	2	6	74	75	-	1	8	50	149	-	0	1	2	-						
Nev.	2	2	8	81	88	2	46	135	1,677	2,039	-	0	2	9	10						
N. Mex.	-	2	6	70	54	-	29	58	1,093	1,324	-	1	3	26	23						
Utah	-	6	27	228	311	-	17	34	575	611	-	0	3	28	14						
Wyo.	-	1	4	26	28	-	2	5	55	94	-	0	1	3	3						
PACIFIC	82	60	558	2,285	1,980	466	722	885	26,636	30,444	2	2	16	89	82						
Alaska	4	1	17	53	57	10	10	27	351	449	1	0	2	10	10						
Calif.	50	43	93	1,553	1,582	438	613	734	23,087	25,151	-	0	10	20	25						
Hawaii	1	1	4	51	44	-	11	22	446	725	1	0	2	9	13						
Oreg.	9	8	15	299	297	-	23	46	729	1,073	-	1	6	48	34						
Wash.	18	6	449	329	-	18	61	142	2,023	3,046	-	0	5	2	-						
Amer. Samoa	U	0	0	U	U	U	0	2	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	0	0	-	-	-	1	38	63	85	-	0	0	-	1						
P.R.	-	5	15	165	175	12	6	23	258	223	-	0	2	2	3						
V.I.	U	0	0	U	U	U	1	3	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Data for H. influenzae (age <5 yrs serotype b, nonserotype b, and unknown serotype) are available in Table I.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


