
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending March 12, 2011 (WEEK 10)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2011
Shigellosis cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2010

tab delimited data:
test
UNITED STATES	114	272	373	1,424	2,621	-	3	10	9	9	1	27	98	44	65						
NEW ENGLAND	-	4	17	30	109	-	0	0	-	-	-	0	1	1	-						
Conn.	-	0	3	3	63	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	1	1	2	-	0	0	-	-	-	0	1	-	-						
Mass.	-	3	16	25	39	-	0	0	-	-	-	0	0	-	-						
N.H.	-	0	2	-	3	-	0	0	-	-	-	0	1	-	-						
R.I.	-	0	4	-	1	-	0	0	-	-	-	0	1	1	-						
Vt.	-	0	1	1	1	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	7	25	70	94	396	-	0	1	-	-	-	1	4	2	4						
N.J.	-	4	16	13	69	-	0	0	-	-	-	0	0	-	-						
N.Y. (Upstate)	4	3	15	22	32	-	0	1	-	-	-	0	3	-	-						
N.Y. City	2	5	14	42	64	-	0	1	-	-	-	0	4	2	4						
Pa.	1	10	55	17	231	-	0	0	-	-	-	0	3	-	-						
E.N. CENTRAL	4	24	45	103	608	-	0	1	-	-	-	1	10	2	1						
Ill.	-	8	20	28	451	-	0	1	-	-	-	0	5	-	-						
Ind.	-	1	4	8	7	-	0	1	-	-	-	0	5	-	1						
Mich.	1	5	10	22	39	-	0	0	-	-	-	0	1	1	-						
Ohio	3	5	18	45	56	-	0	0	-	-	-	0	2	1	-						
Wis.	-	2	21	-	55	-	0	0	-	-	-	0	1	-	-						
W.N. CENTRAL	6	24	81	79	527	-	0	4	-	-	-	4	21	7	4						
Iowa	-	1	4	4	12	-	0	0	-	-	-	0	1	-	-						
Kans.	1	5	13	18	33	-	0	1	-	-	-	0	0	-	-						
Minn.	-	0	3	-	8	-	0	0	-	-	-	0	0	-	-						
Mo.	5	16	66	54	468	-	0	4	-	-	-	4	20	7	4						
Nebr.	-	1	10	2	4	-	0	1	-	-	-	0	1	-	-						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	2	1	2	-	0	0	-	-	-	0	0	-	-						
S. ATLANTIC	50	57	122	507	302	-	1	7	4	6	-	7	60	19	47						
Del.	-	0	3	-	23	-	0	1	-	1	-	0	3	1	3						
D.C.	-	0	4	5	3	-	0	1	-	-	-	0	0	-	-						
Fla.	26	26	55	324	104	-	0	1	1	-	-	0	2	4	-						
Ga.	3	16	26	80	96	-	0	6	1	2	-	0	0	-	-						
Md.	1	2	8	16	19	-	0	1	1	-	-	1	5	1	1						
N.C.	17	3	36	58	28	-	0	3	1	3	-	2	48	9	39						
S.C.	1	1	5	9	19	-	0	1	-	-	-	0	2	1	2						
Va.	2	2	8	15	10	-	0	2	-	-	-	2	12	3	2						
W. Va.	-	0	66	-	-	-	0	0	-	-	-	0	0	-	-						
E.S. CENTRAL	-	14	40	74	86	-	0	3	-	1	1	5	29	4	4						
Ala.	-	5	14	38	13	-	0	1	-	-	-	1	8	2	1						
Ky.	-	2	28	8	30	-	0	2	-	-	-	0	0	-	-						
