
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending November 13, 1999 (WEEK 45)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 1999
H. influenzae, Invasive cummulative for 1998
Hepatitis (Viral), Type A cummulative for 1999
Hepatitis (Viral), Type A cummulative for 1998
Hepatitis (Viral), Type B cummulative for 1999
Hepatitis (Viral), Type B cummulative for 1998
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 1999
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 1999
Measles (Rubeola), Total cummulative for 1999
Measles (Rubeola), Total cummulative for 1998

tab delimited data:
test
UNITED STATES	987	939	14,748	19,593	5,504	8,333	4	58	-	23	81	85									
NEW ENGLAND	85	63	245	256	87	191	-	6	-	5	11	3									
Maine	7	3	11	18	1	4	-	-	-	-	-	-									
N.H.	20	10	18	14	15	18	-	-	-	1	1	-									
Vt.	5	8	18	15	3	8	-	-	-	-	-	1									
Mass.	31	36	78	112	34	68	U	5	U	3	8	2									
R.I.	5	5	21	15	34	64	-	-	-	-	-	-									
Conn.	17	1	99	82	-	29	U	1	U	1	2	-									
MID. ATLANTIC	157	151	850	1,508	527	1,071	-	-	-	2	2	14									
Upstate N.Y.	76	52	239	312	161	208	-	-	-	2	2	2									
N.Y. City	35	40	254	532	169	375	-	-	-	-	-	-									
N.J.	45	51	112	312	41	184	-	-	-	-	-	8									
Pa.	1	8	245	352	156	304	-	-	-	-	-	4									
E.N. CENTRAL	150	163	2,451	3,133	570	1,259	-	1	-	2	3	15									
Ohio	51	45	582	275	83	70	-	-	-	-	-	1									
Ind.	22	40	97	133	36	101	-	1	-	1	2	3									
Ill.	63	59	591	702	1	211	-	-	-	-	-	-									
Mich.	13	12	1,123	1,848	431	404	U	-	U	1	1	10									
Wis.	1	7	58	175	19	473	-	-	-	-	-	1									
W.N. CENTRAL	78	83	802	1,233	321	357	-	2	-	-	2	-									
Minn.	40	64	75	115	49	43	-	1	-	-	1	-									
Iowa	9	2	127	390	35	52	-	-	-	-	-	-									
Mo.	20	10	498	575	193	214	-	1	-	-	1	-									
N. Dak.	1	-	3	3	2	4	-	-	-	-	-	-									
S. Dak.	1	-	9	31	1	2	-	-	-	-	-	-									
Nebr.	3	1	50	25	14	19	-	-	-	-	-	-									
Kans.	4	6	40	94	27	23	U	-	U	-	-	-									
S. ATLANTIC	215	166	1,792	1,751	1,079	896	4	14	-	5	19	8									
Del.	-	-	2	3	1	3	-	-	-	-	-	1									
Md.	55	50	317	367	147	121	-	-	-	-	-	1									
D.C.	4	-	54	56	23	11	-	-	-	-	-	-									
Va.	17	16	157	189	79	90	4	14	-	3	17	2									
W. Va.	6	6	34	7	22	8	-	-	-	-	-	-									
N.C.	31	23	145	112	208	209	-	-	-	-	-	-									
S.C.	5	3	44	35	65	41	-	-	-	-	-	-									
Ga.	55	40	424	572	155	127	-	-	-	-	-	2									
Fla.	42	28	615	410	379	286	-	-	-	2	2	2									
E.S. CENTRAL	52	55	339	358	350	437	-	2	-	-	2	2									
Ky.	6	7	61	30	40	43	-	2	-	-	2	-									
Tenn.	28	32	142	199	165	242	-	-	-	-	-	1									
Ala.	15	14	49	69	76	67	-	-	-	-	-	1									
Miss.	3	2	87	60	69	85	-	-	-	-	-	-									
W.S. CENTRAL	45	48	3,533	3,614	776	1,826	-	8	-	4	12	-									
Ark.	2	-	52	78	61	97	-	3	-	-	3	-									
La.	7	20	73	95	77	149	-	-	-	-	-	-									
Okla.	32	25	412	529	110	88	-	-	-	-	-	-									
Tex.	4	3	2,996	2,912	528	1,492	-	5	-	4	9	-									
MOUNTAIN	100	106	1,153	2,842	507	727	-	3	-	-	3	2									
Mont.	3	-	17	89	17	5	-	-	-	-	-	-									
Idaho	1	1	40	226	26	40	-	-	-	-	-	-									
Wyo.	1	1	7	35	13	9	-	-	-	-	-	-									
Colo.	11	21	200	290	84	94	-	-	-	-	-	-									
N. Mex.	18	6	45	136	155	282	-	-	-	-	-	-									
Ariz.	54	54	670	1,688	132	160	-	1	-	-	1	2									
Utah	9	4	52	174	34	65	-	2	-	-	2	-									
Nev.	3	19	122	204	46	72	-	-	-	-	-	-									
PACIFIC	105	104	3,583	4,898	1,287	1,569	-	22	-	5	27	41									
Wash.	6	9	297	897	62	99	-	-	-	-	-	1									
Oreg.	39	38	221	401	81	172	-	9	-	-	9	-									
Calif.	46	46	3,040	3,531	1,117	1,270	-	13	-	4	17	8									
Alaska	6	3	10	17	14	13	-	-	-	-	-	32									
Hawaii	8	8	15	52	13	15	-	-	-	1	1	-									
Guam	-	-	2	1	2	2	U	1	U	-	1	-									
P.R.	1	2	112	66	102	223	-	-	-	-	-	-									
V.I.	U	U	U	U	U	U	U	U	U	U	U	U									
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U	U									
C.N.M.I.	U	U	U	U	U	U	U	U	U	U	U	U									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1999 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


