
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending October 13, 2007 (WEEK 41)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2006
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2007
Syphillis, primary & secondary cummulative for 2006

tab delimited data:
test
UNITED STATES	17	48	256	1,824	1,930	6	9	35	335	309	99	203	310	8,023	7,478						
NEW ENGLAND	-	2	12	86	101	-	0	3	10	3	2	5	13	202	162						
Conn.	-	2	5	50	76	-	0	2	4	-	-	0	10	25	34						
Maine	-	0	2	9	6	-	0	2	1	1	1	0	2	9	8						
Mass.	-	0	0	-	-	-	0	0	-	-	1	3	8	123	99						
N.H.	-	0	0	-	-	-	0	0	-	-	-	0	3	22	10						
R.I.	-	0	4	14	9	-	0	1	3	-	-	0	5	21	9						
Vt.	-	0	2	13	10	-	0	1	2	2	-	0	1	2	2						
MID. ATLANTIC	-	2	9	99	113	-	0	5	21	15	16	29	44	1,203	897						
N.J.	-	0	0	-	-	-	0	0	-	-	5	4	8	160	135						
N.Y. (Upstate)	-	1	5	35	36	-	0	4	7	7	3	3	14	111	121						
N.Y. City	-	0	0	-	-	-	0	0	-	-	5	17	34	737	426						
Pa.	-	2	6	64	77	-	0	2	14	8	3	5	10	195	215						
E.N. CENTRAL	5	10	40	427	404	2	2	7	59	66	4	15	27	621	699						
Ill.	-	0	4	15	21	-	0	1	2	6	-	7	13	282	339						
Ind.	3	2	31	113	107	1	0	5	19	17	1	1	6	43	72						
Mich.	-	0	1	2	15	-	0	1	1	2	-	2	9	93	88						
Ohio	2	5	38	297	261	1	1	5	37	41	3	4	10	157	145						
Wis.	N	0	0	N	N	-	0	0	-	-	-	1	4	46	55						
W.N. CENTRAL	-	1	124	116	85	-	0	15	9	13	2	6	13	274	226						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	3	11	15						
Kans.	-	0	11	63	-	-	0	2	5	-	-	0	3	16	18						
Minn.	-	0	123	-	51	-	0	15	-	10	-	1	5	53	41						
Mo.	-	1	5	45	32	-	0	1	-	3	2	4	11	185	134						
Nebr.	-	0	1	2	1	-	0	0	-	-	-	0	2	2	5						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	1						
S. Dak.	-	0	3	6	1	-	0	1	4	-	-	0	3	7	12						
S. ATLANTIC	8	21	59	809	921	3	4	15	172	142	37	48	180	1,883	1,677						
Del.	-	0	1	7	-	-	0	1	2	-	-	0	3	12	16						
D.C.	-	0	2	5	21	-	0	0	-	2	-	2	12	133	96						
Fla.	8	11	29	467	494	2	2	8	100	91	16	16	38	698	579						
Ga.	-	7	17	280	311	1	1	10	62	49	-	7	153	272	301						
Md.	-	0	1	1	-	-	0	0	-	-	4	6	15	247	244						
N.C.	-	0	0	-	-	-	0	0	-	-	16	5	23	263	240						
S.C.	-	0	0	-	-	-	0	0	-	-	1	2	11	82	55						
Va.	N	0	0	N	N	-	0	0	-	-	-	4	17	171	137						
W. Va.	-	1	17	49	95	-	0	1	8	-	-	0	1	5	9						
E.S. CENTRAL	4	3	9	128	158	1	0	3	28	28	7	17	30	679	559						
Ala.	N	0	0	N	N	-	0	0	-	-	-	6	16	267	255						
Ky.	-	0	2	19	30	-	0	1	2	6	-	1	7	46	56						
Miss.	-	0	2	-	22	-	0	0	-	-	1	2	9	85	52						
Tenn.	4	2	8	109	106	1	0	3	26	22	6	6	15	281	196						
W.S. CENTRAL	-	2	11	114	68	-	0	3	17	7	26	35	55	1,424	1,218						
Ark.	-	0	1	1	10	-	0	0	-	2	2	1	10	96	60						
La.	-	1	4	52	58	-	0	2	7	5	6	8	29	360	236						
Okla.	-	0	9	61	-	-	0	2	10	-	2	1	4	44	57						
Tex.	-	0	0	-	-	-	0	0	-	-	16	21	39	924	865						
MOUNTAIN	-	1	5	45	80	-	0	3	16	35	-	7	19	270	399						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	3	12	104	150						
Colo.	-	0	0	-	-	-	0	0	-	-	-	1	5	31	58						
Idaho	N	0	0	N	N	-	0	0	-	-	-	0	1	1	3						
Mont.	-	0	0	-	-	-	0	0	-	-	-	0	1	1	1						
Nev.	-	0	3	18	16	-	0	2	5	2	-	2	6	87	112						
N. Mex.	-	0	0	-	-	-	0	0	-	-	-	1	7	37	61						
Utah	-	0	5	15	33	-	0	3	9	23	-	0	2	6	14						
Wyo.	-	0	2	12	31	-	0	1	2	10	-	0	1	3	-						
PACIFIC	-	0	0	-	-	-	0	1	3	-	5	38	57	1,467	1,641						
Alaska	-	0	0	-	-	-	0	0	-	-	1	0	1	6	9						
Calif.	N	0	0	N	N	-	0	0	-	-	3	36	54	1,338	1,460						
Hawaii	-	0	0	-	-	-	0	1	3	-	-	0	2	7	15						
Oreg.	N	0	0	N	N	-	0	0	-	-	1	0	6	14	15						
Wash.	N	0	0	N	N	-	0	0	-	-	-	2	12	102	142						
Amer. Samoa	U	0	0	U	U	U	0	1	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	N	0	0	N	N	-	0	0	-	-	-	0	1	3	-						
P.R.	N	0	0	N	N	-	0	0	-	-	4	3	10	123	114						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2007 are provisional.
