
TABLE III. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending June 17, 2000 (WEEK 24)*

column labels in same order that data fields appears in each record below:
Reporting Area
Meningococcal Disease cummulative for 2000
Meningococcal Disease cummulative for 1999
Mumps current week
Mumps cummulative for 2000
Mumps cummulative for 1999
Pertussis current week
Pertussis cummulative for 2000
Pertussis cummulative for 1999
Rubella current week
Rubella cummulative for 2000
Rubella cummulative for 1999

tab delimited data:
test
UNITED STATES	1,122	1,307	3	182	192	80	2,189	2,787	-	54	137										
NEW ENGLAND	63	60	-	2	4	6	540	327	-	5	7										
Maine	5	-	-	-	-	-	14	46	-	-	-										
N.H.	6	9	-	-	1	2	61	53	-	1	-										
Vt.	2	4	-	-	-	4	115	11	-	-	-										
Mass.	39	38	-	-	3	-	313	205	-	3	7										
R.I.	4	2	-	1	-	-	8	3	-	-	-										
Conn.	7	7	-	1	-	-	29	9	-	1	-										
MID. ATLANTIC	109	129	-	9	25	5	174	567	-	2	17										
Upstate N.Y.	32	35	-	6	5	3	100	488	-	2	11										
N.Y. City	24	39	-	-	6	-	-	13	-	-	2										
N.J.	23	25	-	-	1	-	-	15	-	-	1										
Pa.	30	30	-	3	13	2	74	51	-	-	3										
E.N. CENTRAL	198	225	-	23	25	8	261	211	-	-	-										
Ohio	44	82	-	7	7	1	162	105	-	-	-										
Ind.	27	31	-	-	2	3	25	11	-	-	-										
Ill.	46	60	-	5	7	-	21	44	-	-	-										
Mich.	62	28	-	11	8	4	22	20	-	-	-										
Wis.	19	24	-	-	1	-	31	31	-	-	-										
W.N. CENTRAL	97	135	-	12	8	14	119	85	-	1	71										
Minn.	7	27	-	-	1	4	57	25	-	-	-										
Iowa	18	26	-	5	3	4	21	18	-	-	20										
Mo.	55	49	-	1	1	4	22	21	-	-	-										
N. Dak.	2	3	-	-	-	-	1	-	-	-	-										
S. Dak.	5	8	-	-	-	1	3	2	-	-	-										
Nebr.	5	8	-	2	-	-	3	1	-	-	51										
Kans.	5	14	-	4	3	1	12	18	-	1	-										
S. ATLANTIC	185	203	2	32	33	5	178	135	-	32	17										
Del.	-	3	-	-	-	-	4	-	-	-	-										
Md.	16	33	1	7	4	-	40	41	-	-	1										
D.C.	-	1	-	-	2	-	1	-	-	-	-										
Va.	30	26	-	5	8	3	20	13	-	-	-										
W. Va.	7	4	-	-	-	-	-	1	-	-	-										
N.C.	30	25	-	4	7	-	49	33	-	23	16										
S.C.	12	26	1	10	3	-	16	8	-	7	-										
Ga.	32	37	U	2	1	U	20	16	U	-	-										
Fla.	58	48	-	4	8	2	28	23	-	2	-										
E.S. CENTRAL	81	98	-	6	3	2	36	53	-	4	2										
Ky.	17	19	-	-	-	1	17	12	-	1	-										
Tenn.	35	34	-	2	-	-	9	26	-	-	-										
Ala.	24	27	-	2	1	1	9	13	-	3	2										
Miss.	5	18	U	2	2	U	1	2	U	-	-										
W.S. CENTRAL	85	132	1	19	23	17	100	72	-	4	4										
Ark.	7	24	-	1	-	1	10	6	-	-	-										
La.	27	45	-	3	4	-	3	3	-	-	-										
Okla.	21	19	-	-	1	-	6	8	-	-	-										
Tex.	30	44	1	15	18	16	81	55	-	4	4										
MOUNTAIN	63	86	-	14	9	6	381	301	-	1	15										
Mont.	1	2	-	1	-	-	7	2	-	-	-										
Idaho	6	8	-	-	1	-	42	94	-	-	-										
Wyo.	-	3	-	1	-	-	1	2	-	-	-										
Colo.	21	23	-	1	3	2	210	86	-	1	-										
N. Mex.	7	10	-	1	N	1	68	24	-	-	-										
Ariz.	18	28	-	3	-	3	40	60	-	-	13										
Utah	7	7	-	4	2	-	9	31	-	-	1										
Nev.	3	5	U	3	3	U	4	2	U	-	1										
PACIFIC	241	239	-	65	62	17	400	1,036	-	5	4										
Wash.	28	37	-	3	2	16	149	477	-	-	-										
Oreg.	31	40	N	N	N	1	43	19	-	-	-										
Calif.	173	152	-	55	54	-	197	517	-	5	4										
Alaska	3	6	U	4	1	U	7	3	U	-	-										
Hawaii	6	4	-	3	5	-	4	20	-	-	-										
Guam	-	1	U	-	1	U	-	1	U	-	-										
P.R.	4	11	-	-	-	-	-	8	-	-	-										
V.I.	-	U	U	-	U	U	-	U	U	-	U										
Amer. Samoa	-	U	U	-	U	U	-	U	U	-	U										
C.N.M.I.	-	U	U	-	U	U	-	U	U	-	U										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


