
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending March 29, 2003 (WEEK 13)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2003
AIDS § cummulative for 2002
Chlamydia† cummulative for 2003
Chlamydia† cummulative for 2002
Coccidioidomycosis cummulative for 2003
Coccidioidomycosis cummulative for 2002
Cryptosporidiosis cummulative for 2003
Cryptosporidiosis cummulative for 2002
Encephalitis/Meningitis West Nile cummulative for 2003
Encephalitis/Meningitis West Nile cummulative for 2002

tab delimited data:
test
UNITED STATES	6,085	10,098	179,491	195,851	942	1,014	369	536	-	-											
NEW ENGLAND	209	314	6,261	6,717	-	-	22	18	-	-											
Maine	-	1	249	350	N	N	2	-	-	-											
N.H.	3	8	360	412	-	-	-	3	-	-											
Vt.	5	5	254	190	-	-	4	3	-	-											
Mass.	49	173	2,584	2,672	-	-	11	6	-	-											
R.I.	21	34	759	683	-	-	3	3	-	-											
Conn.	131	93	2,055	2,410	N	N	2	3	-	-											
MID. ATLANTIC	1,622	2,086	14,462	21,794	-	-	38	66	-	-											
Upstate N.Y.	73	146	4,148	3,260	N	N	12	11	-	-											
N.Y. City	962	1,284	1,920	7,583	-	-	11	26	-	-											
N.J.	179	391	2,623	3,372	-	-	3	5	-	-											
Pa.	408	265	5,771	7,579	N	N	12	24	-	-											
E.N. CENTRAL	617	963	30,006	34,581	2	6	68	151	-	-											
Ohio	99	191	7,136	9,054	-	-	14	38	-	-											
Ind.	95	133	3,624	4,266	N	N	6	13	-	-											
Ill.	239	475	8,486	9,718	-	1	7	28	-	-											
Mich.	156	116	6,828	7,361	2	5	18	27	-	-											
Wis.	28	48	3,932	4,182	-	-	23	45	-	-											
W.N. CENTRAL	115	144	11,014	10,843	-	-	37	47	-	-											
Minn.	14	27	2,044	2,616	N	N	22	15	-	-											
Iowa	18	32	1,085	1,061	N	N	5	5	-	-											
Mo.	71	46	4,251	3,576	-	-	2	9	-	-											
N. Dak.	-	-	168	293	N	N	-	2	-	-											
S. Dak.	3	2	606	535	-	-	6	3	-	-											
Nebr.	1	16	1,046	890	-	-	2	10	-	-											
Kans.	8	21	1,814	1,872	N	N	-	3	-	-											
S. ATLANTIC	1,157	3,488	37,042	36,496	1	-	75	102	-	-											
Del.	27	57	748	654	N	N	1	1	-	-											
Md.	47	419	4,025	3,742	1	-	7	3	-	-											
D.C.	164	152	741	860	-	-	-	2	-	-											
Va.	197	229	4,005	4,041	-	-	7	1	-	-											
W. Va.	3	19	605	589	N	N	-	1	-	-											
N.C.	75	260	6,028	5,401	N	N	9	13	-	-											
S.C.	132	254	3,310	3,425	-	-	1	1	-	-											
Ga.	218	649	8,025	7,760	-	-	32	47	-	-											
Fla.	294	1,449	9,555	10,024	N	N	18	33	-	-											
E.S. CENTRAL	237	403	12,554	13,394	N	N	23	27	-	-											
Ky.	8	46	2,121	2,234	N	N	5	1	-	-											
Tenn.	119	185	4,481	4,252	N	N	6	11	-	-											
Ala.	45	85	3,039	4,245	-	-	10	13	-	-											
Miss.	65	87	2,913	2,663	N	N	2	2	-	-											
W.S. CENTRAL	804	1,047	24,200	26,695	-	-	2	10	-	-											
Ark.	23	58	1,506	1,779	-	-	1	2	-	-											
La.	49	258	3,967	4,475	N	N	-	2	-	-											
Okla.	40	48	2,260	2,534	N	N	1	2	-	-											
Tex.	692	683	16,467	17,907	-	-	-	4	-	-											
MOUNTAIN	293	313	10,174	12,087	688	668	21	31	-	-											
Mont.	6	4	410	518	N	N	2	1	-	-											
Idaho	-	6	664	603	N	N	4	9	-	-											
Wyo.	1	3	255	209	-	-	-	4	-	-											
Colo.	56	63	2,144	3,495	N	N	5	6	-	-											
N. Mex.	21	11	818	1,990	-	4	-	3	-	-											
Ariz.	145	133	3,789	3,345	678	653	3	4	-	-											
Utah	38	18	888	438	1	3	5	2	-	-											
Nev.	26	75	1,206	1,489	9	8	2	2	-	-											
PACIFIC	1,031	1,340	33,778	33,244	251	340	83	84	-	-											
Wash.	68	141	3,857	3,485	N	N	-	15	-	-											
Oreg.	46	127	1,760	1,751	-	-	5	8	-	-											
Calif.	908	1,054	26,457	26,104	251	340	78	61	-	-											
Alaska	6	2	561	868	-	-	-	-	-	-											
Hawaii	3	16	1,143	1,036	-	-	-	-	-	-											
Guam	1	-	-	-	-	-	-	-	-	-											
P.R.	58	273	244	11	N	N	N	N	-	-											
V.I.	1	52	-	51	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


