
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending February 3, 2001 (WEEK 05)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis NETSS cummulative for 2001
Shigellosis NETSS cummulative for 2000
Shigellosis PHLIS cummulative for 2001
Shigellosis PHLIS cummulative for 2000
Syphilis (Primary and Secondary) cummulative for 2001
Syphilis (Primary and Secondary) cummulative for 2000
Tuberculosis cummulative for 2001
Tuberculosis cummulative for 2000

tab delimited data:
test
UNITED STATES	616	1,163	331	760	329	545	294	643													
NEW ENGLAND	11	28	3	22	4	7	5	13													
Maine	-	1	-	-	-	-	-	-													
N.H.	-	1	-	-	-	-	-	-													
Vt.	-	-	-	-	-	-	-	-													
Mass.	9	24	-	14	3	5	4	5													
R.I.	-	-	-	3	-	1	-	-													
Conn.	2	2	3	5	1	1	1	8													
MID. ATLANTIC	69	65	53	72	12	20	28	67													
Upstate N.Y.	47	7	2	11	1	-	-	4													
N.Y. City	18	25	35	22	5	11	-	35													
N.J.	-	26	-	13	3	5	20	22													
Pa.	4	7	16	26	3	4	8	6													
E.N. CENTRAL	124	240	32	68	16	122	60	56													
Ohio	46	14	14	3	2	11	7	10													
Ind.	13	16	4	6	8	39	10	2													
Ill.	33	103	-	-	5	40	37	41													
Mich.	32	85	12	57	-	23	-	-													
Wis.	-	22	2	2	1	9	6	3													
W.N. CENTRAL	82	53	87	41	-	13	11	25													
Minn.	6	12	58	17	-	2	7	11													
Iowa	16	8	-	10	-	-	-	-													
Mo.	39	25	24	9	-	10	2	11													
N. Dak.	-	-	1	-	-	-	-	-													
S. Dak.	1	1	-	-	-	-	1	-													
Nebr.	5	4	-	3	-	-	1	1													
Kans.	15	3	4	2	-	1	-	2													
S. ATLANTIC	96	61	21	41	130	157	32	84													
Del.	1	-	-	-	-	1	-	-													
Md.	12	9	1	3	13	34	3	6													
D.C.	5	-	U	U	3	8	3	-													
Va.	4	9	3	10	7	17	-	-													
W. Va.	1	-	4	-	-	-	4	4													
N.C.	32	7	-	5	43	39	2	9													
S.C.	10	3	7	1	20	12	-	18													
Ga.	-	-	6	16	9	14	20	21													
Fla.	31	33	-	6	35	32	-	26													
E.S. CENTRAL	60	57	23	35	86	75	20	42													
Ky.	29	12	12	5	4	3	-	3													
Tenn.	-	18	9	27	21	53	-	12													
Ala.	21	3	-	1	14	11	20	19													
Miss.	10	24	2	2	47	8	-	8													
W.S. CENTRAL	18	215	60	229	44	90	10	147													
Ark.	13	13	10	2	8	1	10	3													
La.	3	35	16	15	11	18	-	1													
Okla.	2	3	-	4	7	24	-	2													
Tex.	-	164	34	208	18	47	-	141													
MOUNTAIN	51	132	41	55	9	15	4	27													
Mont.	-	-	-	-	-	-	-	-													
Idaho	2	13	-	12	-	-	-	-													
Wyo.	-	-	-	-	-	-	-	-													
Colo.	2	22	10	12	-	-	1	2													
N. Mex.	18	13	7	11	-	-	1	4													
Ariz.	25	57	21	16	9	13	2	8													
Utah	1	3	3	4	-	-	-	4													
Nev.	3	24	-	-	-	2	-	9													
PACIFIC	105	312	11	197	28	46	124	182													
Wash.	11	19	-	152	12	2	15	12													
Oreg.	13	60	11	40	2	-	-	-													
Calif.	81	225	-	-	12	44	106	161													
Alaska	-	2	-	1	-	-	3	1													
Hawaii	-	6	-	4	2	-	-	8													
Guam	-	-	U	U	-	-	-	-													
P.R.	-	2	U	U	27	21	-	-													
V.I.	U	U	U	U	U	U	U	U													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	U	U	U	U	U	U	U	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2000 and 2001 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


