
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending August 22, 2009 (WEEK 33)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2009
Pertussis cummulative for 2008
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2009
Rabies, animal cummulative for 2008
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2009
Rocky Mountain Spotted Fever cummulative for 2008

tab delimited data:
test
UNITED STATES	139	266	1,697	8,231	5,475	94	66	138	2,257	2,671	31	32	179	918	1,345						
NEW ENGLAND	-	15	29	380	635	-	8	15	210	245	-	0	2	7	4						
Conn.	-	0	4	22	38	-	3	10	93	118	-	0	0	-	-						
Maine	-	1	10	64	22	-	1	5	34	33	-	0	2	4	1						
Mass.	-	9	24	224	495	-	0	0	-	-	-	0	1	3	1						
N.H.	-	1	7	51	20	-	1	7	23	25	-	0	0	-	1						
R.I.	-	0	5	11	52	-	0	3	27	21	-	0	2	-	1						
Vt.	-	0	2	8	8	-	1	4	33	48	-	0	0	-	-						
MID. ATLANTIC	21	24	64	707	640	20	14	27	390	582	3	1	29	45	92						
N.J.	-	4	12	120	131	-	0	0	-	-	-	0	4	-	63						
N.Y. (Upstate)	7	5	41	125	237	20	8	20	272	310	3	0	29	9	11						
N.Y. City	2	0	21	52	49	-	0	2	-	11	-	0	4	21	9						
Pa.	12	12	33	410	223	-	5	17	118	261	-	0	2	15	9						
E.N. CENTRAL	44	52	238	1,671	908	8	2	28	148	138	3	1	15	54	95						
Ill.	-	12	45	265	164	2	1	20	62	51	-	1	9	33	71						
Ind.	-	4	158	157	29	-	0	6	10	4	-	0	3	4	2						
Mich.	13	10	26	418	138	3	1	9	46	51	-	0	2	5	3						
Ohio	31	19	57	750	498	3	0	7	30	32	3	0	3	12	19						
Wis.	-	3	10	81	79	N	0	0	N	N	-	0	0	-	-						
W.N. CENTRAL	11	33	872	1,166	460	10	5	17	174	187	6	4	21	175	315						
