
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending June 9, 2012 (WEEK 23)*

column labels in same order that data fields appears in each record below:
Reporting Area
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis current week
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis cummulative for 2012
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis cummulative for 2011
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum current week
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum cummulative for 2012
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum cummulative for 2011
Ehrlichiosis/Anaplasmosis†, Undetermined current week
Ehrlichiosis/Anaplasmosis†, Undetermined previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Undetermined previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Undetermined cummulative for 2012
Ehrlichiosis/Anaplasmosis†, Undetermined cummulative for 2011

tab delimited data:
test
UNITED STATES	13	11	95	161	142	10	27	161	158	569	2	2	11	18	34						
NEW ENGLAND	1	0	1	6	3	1	4	28	62	97	-	0	1	-	1						
Conn.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	1	1	1	-	1	3	17	6	-	0	0	-	-						
Mass.	-	0	0	-	-	-	0	18	-	62	-	0	0	-	-						
N.H.	-	0	0	-	1	-	0	5	13	7	-	0	0	-	1						
R.I.	1	0	1	5	1	1	0	15	27	22	-	0	1	-	-						
Vt.	-	0	0	-	-	-	0	2	5	-	-	0	0	-	-						
MID. ATLANTIC	1	1	13	11	20	9	10	44	72	43	2	0	4	3	2						
N.J.	-	0	9	-	16	-	1	8	-	24	-	0	2	-	1						
N.Y. (Upstate)	1	0	4	7	4	9	6	41	65	9	2	0	2	3	-						
N.Y. City	-	0	1	4	-	-	0	5	7	10	-	0	0	-	-						
Pa.	-	0	1	-	-	-	0	2	-	-	-	0	2	-	1						
E.N. CENTRAL	-	0	5	5	15	-	3	62	3	182	-	0	5	6	19						
Ill.	-	0	4	4	9	-	0	2	3	1	-	0	0	-	-						
Ind.	-	0	0	-	-	-	0	0	-	-	-	0	3	4	7						
Mich.	-	0	2	-	1	-	0	0	-	-	-	0	2	2	1						
Ohio	-	0	1	1	2	-	0	1	-	1	-	0	1	-	-						
Wis.	-	0	1	-	3	-	3	61	-	180	-	0	4	-	11						
W.N. CENTRAL	4	2	18	54	36	-	3	67	4	225	-	0	6	3	6						
Iowa	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Kans.	-	0	4	-	3	-	0	1	-	1	-	0	1	-	-						
Minn.	-	0	1	-	1	-	2	65	-	219	-	0	2	-	4						
Mo.	4	2	17	54	31	-	0	5	4	4	-	0	6	3	2						
Nebr.	-	0	1	-	-	-	0	1	-	1	-	0	1	-	-						
N. Dak.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
S. Dak.	-	0	0	-	1	-	0	1	-	-	-	0	0	-	-						
S. ATLANTIC	2	4	35	52	53	-	1	6	10	16	-	0	2	4	2						
Del.	-	0	2	5	6	-	0	1	1	-	-	0	0	-	-						
D.C.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Fla.	-	0	2	9	9	-	0	2	1	2	-	0	0	-	-						
Ga.	-	0	3	7	9	-	0	1	2	7	-	0	1	1	2						
Md.	-	0	4	6	8	-	0	2	-	1	-	0	1	1	-						
N.C.	-	0	18	9	6	-	0	6	1	5	-	0	1	-	-						
S.C.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	-						
Va.	2	1	13	16	15	-	0	3	5	1	-	0	2	2	-						
W. Va.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	-						
E.S. CENTRAL	-	1	8	13	14	-	0	2	5	5	-	0	3	1	1						
