
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending October 27, 2012 (WEEK 43)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2012
Shigellosis cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011

tab delimited data:
test
UNITED STATES	235	278	426	11,025	10,346	-	4	10	154	204	25	60	350	3,390	1,909						
NEW ENGLAND	1	3	13	140	225	-	0	1	1	2	-	0	3	18	7						
Conn.	-	1	3	28	36	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	8	6	21	-	0	0	-	-	-	0	1	3	-						
Mass.	-	2	7	91	152	-	0	0	-	-	-	0	3	8	4						
N.H.	-	0	1	5	4	-	0	0	-	2	-	0	1	1	1						
R.I.	-	0	5	7	8	-	0	0	-	-	-	0	1	6	2						
Vt.	1	0	1	3	4	-	0	1	1	-	-	0	0	-	-						
MID. ATLANTIC	16	44	89	1,924	858	-	0	2	17	4	-	1	8	57	133						
N.J.	-	20	47	767	228	-	0	0	-	2	-	0	7	1	103						
N.Y. (Upstate)	16	12	41	569	245	-	0	1	3	2	-	0	3	11	6						
N.Y. City	-	13	28	487	281	-	0	0	-	-	-	0	2	15	11						
Pa.	-	2	7	101	104	-	0	2	14	-	-	1	4	30	13						
E.N. CENTRAL	90	24	106	1,763	774	-	0	3	22	8	-	3	13	198	100						
Ill.	-	5	13	198	223	-	0	1	5	-	-	1	11	126	48						
Ind.	-	1	17	135	71	-	0	3	15	3	-	1	6	53	24						
Mich.	3	3	14	154	150	-	0	0	-	-	-	0	1	2	3						
Ohio	87	13	95	1,205	266	-	0	2	2	3	-	0	2	17	17						
Wis.	-	1	11	71	64	-	0	0	-	2	-	0	1	-	8						
W.N. CENTRAL	-	8	32	429	321	-	0	6	17	19	-	5	34	464	263						
Iowa	-	0	6	59	17	-	0	0	-	-	-	0	1	7	6						
Kans.	-	2	9	106	54	-	0	0	-	-	-	0	0	-	-						
Minn.	-	0	4	-	73	-	0	0	-	-	-	0	1	-	10						
Mo.	-	1	7	76	159	-	0	5	15	11	-	5	34	451	242						
Nebr.	-	1	22	171	14	-	0	1	1	5	-	0	1	5	5						
N. Dak.	-	0	2	6	-	-	0	1	1	2	-	0	0	-	-						
