
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending September 14, 2002 (WEEK 37)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, shiga toxin positive, not serogrouped cummulative for 2002
Escherichia coli, Enterohemorrhagic, shiga toxin positive, not serogrouped cummulative for 2001
Giardiasis cummulative for 2002
Gonorrhea cummulative for 2002
Gonorrhea cummulative for 2001
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2002
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2001
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2001

tab delimited data:
test
UNITED STATES	29	11	10,890	224,918	250,143	1,114	1,089	16	20												
NEW ENGLAND	-	1	1,136	5,267	4,764	79	79	-	1												
Maine	-	-	135	93	102	1	1	-	-												
N.H.	-	-	31	86	123	7	4	-	-												
Vt.	-	1	90	74	50	6	3	-	-												
Mass.	-	-	568	2,331	2,240	40	37	-	1												
R.I.	-	-	101	613	563	10	3	-	-												
Conn.	-	-	211	2,070	1,686	15	31	-	-												
MID. ATLANTIC	-	1	2,314	27,437	29,007	194	157	3	3												
Upstate N.Y.	-	-	782	6,071	5,789	89	52	2	-												
N.Y. City	-	-	898	8,260	8,860	45	40	-	-												
N.J.	-	-	222	4,215	5,296	40	38	-	-												
Pa.	-	1	412	8,891	9,062	20	27	1	3												
E.N. CENTRAL	12	5	1,928	43,753	52,167	171	198	3	2												
Ohio	11	5	618	11,750	14,119	63	53	-	1												
Ind.	-	-	-	4,831	4,642	35	38	1	-												
Ill.	-	-	425	13,027	16,769	56	70	-	-												
Mich.	1	-	589	10,182	12,414	10	12	2	-												
Wis.	-	-	296	3,963	4,223	7	25	-	1												
W.N. CENTRAL	-	2	1,362	11,700	11,795	46	55	1	1												
Minn.	-	-	535	1,981	1,810	32	30	1	-												
Iowa	-	-	212	836	927	1	-	-	-												
Mo.	N	N	330	6,041	6,071	10	16	-	-												
N. Dak.	-	2	11	37	30	-	6	-	-												
S. Dak.	-	-	48	179	200	-	-	-	-												
Nebr.	-	-	116	707	854	-	2	-	1												
Kans.	-	-	110	1,919	1,903	3	1	-	-												
S. ATLANTIC	-	-	1,966	58,225	64,834	291	270	2	1												
Del.	-	-	34	1,122	1,178	-	-	-	-												
Md.	-	-	83	5,891	6,235	68	69	2	-												
D.C.	-	-	29	1,946	2,060	-	-	-	-												
Va.	-	-	191	6,513	7,743	24	20	-	-												
W. Va.	-	-	35	661	463	13	14	-	1												
N.C.	-	-	-	11,406	12,057	30	41	-	-												
S.C.	-	-	72	5,095	8,035	9	4	-	-												
Ga.	-	-	607	11,268	12,345	74	67	-	-												
Fla.	-	-	915	14,323	14,718	73	55	-	-												
E.S. CENTRAL	7	1	250	19,478	22,677	48	62	1	-												
Ky.	7	1	-	2,582	2,476	4	2	-	-												
Tenn.	-	-	111	6,513	7,102	25	32	-	-												
Ala.	-	-	139	5,883	7,535	14	26	1	-												
Miss.	-	-	-	4,500	5,564	5	2	-	-												
W.S. CENTRAL	-	-	155	33,029	37,349	43	41	2	1												
Ark.	-	-	107	2,706	3,291	2	-	-	-												
La.	-	-	3	8,327	8,945	4	6	-	-												
Okla.	-	-	45	3,353	3,428	32	34	-	-												
Tex.	-	-	-	18,643	21,685	5	1	2	1												
MOUNTAIN	10	1	1,093	6,994	7,371	138	119	2	7												
Mont.	-	-	64	65	81	-	-	-	-												
Idaho	-	-	83	58	56	2	1	-	-												
Wyo.	-	-	21	43	51	1	1	-	-												
Colo.	10	1	355	2,416	2,238	26	34	-	-												
N. Mex.	-	-	124	927	691	21	17	-	1												
Ariz.	-	-	143	2,572	2,794	64	50	1	4												
Utah	-	-	207	173	129	15	5	-	-												
Nev.	-	-	96	740	1,331	9	11	1	2												
PACIFIC	-	-	686	19,035	20,179	104	108	2	4												
Wash.	-	-	261	1,996	2,134	2	2	1	-												
Oreg.	-	-	291	598	811	51	32	-	-												
Calif.	-	-	-	15,595	16,494	22	47	1	4												
Alaska	-	-	67	404	291	1	6	-	-												
Hawaii	-	-	67	442	449	28	21	-	-												
Guam	-	-	-	-	33	-	-	-	-												
P.R.	-	-	20	255	420	1	1	-	-												
V.I.	-	-	-	25	20	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	1	13	U	-	U	-	U												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


