
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending March 18, 2006 (WEEK 11)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2006
Hepatitis (Viral Acute), Type A cummulative for 2005
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2006
Hepatitis (Viral Acute), Type B cummulative for 2005
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2006
Legionellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	9	78	197	692	869	31	96	258	894	1,110	17	40	112	228	240						
NEW ENGLAND	-	7	23	49	104	-	4	11	34	58	-	2	11	9	11						
Conn.	-	1	3	7	14	-	0	5	-	15	-	0	8	4	2						
Maine	-	0	2	2	-	-	0	2	1	3	-	0	1	1	1						
Mass.	-	5	14	24	75	-	3	10	28	37	-	1	5	2	6						
N.H.	-	1	12	10	10	-	0	3	4	2	-	0	1	1	2						
R.I.	-	0	4	1	5	-	0	2	1	-	-	0	7	-	-						
Vt.	-	0	2	5	-	-	0	1	-	1	-	0	3	1	-						
MID. ATLANTIC	-	11	23	43	167	3	10	24	66	141	11	11	53	74	68						
N.J.	-	3	10	6	30	-	2	6	18	32	-	1	12	5	9						
N.Y. (Upstate)	-	1	20	10	24	3	1	13	8	19	10	3	28	29	16						
N.Y. City	-	4	12	15	83	-	2	7	10	32	-	2	20	9	5						
Pa.	-	1	6	12	30	-	4	9	30	58	1	5	17	31	38						
E.N. CENTRAL	-	7	17	50	86	7	9	25	59	120	1	7	25	36	59						
Ill.	-	1	9	4	34	-	2	7	-	33	-	1	5	7	10						
Ind.	-	1	10	3	5	3	0	16	4	5	-	0	6	1	4						
Mich.	-	2	11	26	20	1	3	7	31	39	-	2	6	9	16						
Ohio	-	1	4	16	16	3	2	8	22	37	1	3	19	19	24						
Wis.	-	1	5	1	11	-	0	6	2	6	-	0	2	-	5						
W.N. CENTRAL	-	2	31	27	27	3	4	13	21	53	-	1	12	7	9						
Iowa	-	0	2	1	4	-	0	2	1	3	-	0	1	-	-						
Kans.	-	0	5	17	4	-	0	3	3	7	-	0	1	-	1						
Minn.	-	0	31	1	3	-	0	6	1	-	-	0	10	-	1						
Mo.	-	0	4	4	14	3	3	7	16	34	-	0	3	5	6						
Nebr.	-	0	3	2	2	-	0	2	-	8	-	0	2	2	-						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	1						
S. Dak.	-	0	1	2	-	-	0	1	-	1	-	0	6	-	-						
S. ATLANTIC	4	13	33	123	117	11	23	53	211	327	3	9	19	58	50						
Del.	-	0	1	3	2	-	0	4	4	9	-	0	4	1	-						
D.C.	-	0	2	1	-	2	0	4	3	-	-	0	2	-	1						
Fla.	1	5	18	48	42	6	9	21	90	114	1	2	6	23	16						
Ga.	1	1	6	9	23	1	2	7	15	62	-	0	3	3	4						
Md.	-	2	6	18	10	1	2	8	36	41	-	2	9	15	16						
N.C.	2	0	20	33	22	-	0	23	42	34	2	0	3	9	6						
S.C.	-	1	3	5	4	1	3	9	12	25	-	0	2	1	-						
Va.	-	1	11	6	14	-	2	18	5	37	-	1	8	5	4						
W. Va.	-	0	2	-	-	-	0	11	4	5	-	0	3	1	3						
E.S. CENTRAL	-	3	16	23	34	1	6	20	47	80	-	1	6	6	6						
Ala.	-	0	6	2	4	-	1	7	15	19	-	0	2	1	5						
Ky.	-	0	3	9	3	1	1	5	13	22	-	0	4	-	1						
Miss.	-	0	2	1	6	-	1	4	4	14	-	0	1	-	-						
Tenn.	-	2	13	11	21	-	2	12	15	25	-	1	4	5	-						
