
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending April 28, 2012 (WEEK 17)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2012
Shigellosis cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011

tab delimited data:
test
UNITED STATES	95	270	397	3,241	2,790	-	3	20	30	30	24	31	139	279	107						
NEW ENGLAND	-	4	22	31	64	-	0	1	-	-	-	0	1	3	3						
Conn.	-	1	4	9	12	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	8	1	5	-	0	0	-	-	-	0	1	1	-						
Mass.	-	2	20	21	42	-	0	0	-	-	-	0	1	-	2						
N.H.	-	0	1	-	-	-	0	1	-	-	-	0	1	-	-						
R.I.	-	0	3	-	3	-	0	0	-	-	-	0	1	2	1						
Vt.	-	0	1	-	2	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	8	42	88	780	178	-	0	2	6	-	-	1	7	17	6						
N.J.	-	12	47	406	35	-	0	0	-	-	-	0	0	-	-						
N.Y. (Upstate)	8	8	41	153	34	-	0	1	1	-	-	0	3	3	1						
N.Y. City	-	11	29	188	79	-	0	0	-	-	-	0	3	4	3						
Pa.	-	2	12	33	30	-	0	2	5	-	-	0	3	10	2						
E.N. CENTRAL	9	18	42	308	209	-	0	2	1	3	2	2	12	17	14						
Ill.	-	4	16	30	63	-	0	1	-	1	-	1	4	9	10						
Ind.	-	1	6	5	26	-	0	1	1	-	2	1	5	5	2						
Mich.	-	4	11	58	42	-	0	1	-	-	-	0	1	-	-						
Ohio	9	8	27	215	57	-	0	2	-	-	-	0	2	3	2						
Wis.	-	1	4	-	21	-	0	0	-	2	-	0	2	-	-						
W.N. CENTRAL	1	7	21	67	119	-	0	4	1	-	5	4	22	42	14						
Iowa	-	0	3	6	6	-	0	0	-	-	-	0	2	1	1						
Kans.	-	2	8	28	22	-	0	0	-	-	-	0	0	-	-						
Minn.	-	1	6	-	15	-	0	0	-	-	-	0	0	-	-						
Mo.	-	2	14	28	72	-	0	2	1	-	5	4	20	41	13						
Nebr.	1	0	2	5	3	-	0	3	-	-	-	0	1	-	-						
N. Dak.	-	0	0	-	-	-	0	1	-	-	-	0	0	-	-						
S. Dak.	-	0	2	-	1	-	0	1	-	-	-	0	0	-	-						
S. ATLANTIC	19	77	134	788	938	-	2	12	15	19	4	8	57	76	22						
Del.	-	0	2	1	-	-	0	0	-	-	-	0	4	5	4						
D.C.	-	0	5	1	7	-	0	0	-	1	-	0	1	-	-						
Fla.	-	49	98	465	620	-	0	1	-	2	-	0	2	8	1						
Ga.	8	13	25	174	155	-	1	9	13	14	-	0	0	-	-						
Md.	6	2	15	75	34	-	0	1	-	1	2	0	3	7	1						
N.C.	1	3	19	36	75	-	0	4	-	-	2	0	47	20	7						
S.C.	2	1	54	9	17	-	0	2	-	1	-	0	2	2	3						
Va.	2	2	7	26	26	-	0	1	2	-	-	4	14	34	6						
W. Va.	-	0	1	1	4	-	0	0	-	-	-	0	1	-	-						
E.S. CENTRAL	7	21	51	389	191	-	0	2	-	1	11	5	26	72	30						
Ala.	3	6	21	100	60	-	0	1	-	-	2	1	8	18	8						
Ky.	4	6	22	158	50	-	0	1	-	-	1	0	1	4	-						
Miss.	-	5	24	86	36	-	0	0	-	1	-	0	2	-	3						
Tenn.	-	4	11	45	45	-	0	2	-	-	8	4	20	50	19						
W.S. CENTRAL	35	57	147	559	498	-	0	3	-	-	2	4	62	28	3						
Ark.	-	2	8	16	22	-	0	3	-	-	2	3	62	22	-						
La.	-	4	21	45	48	-	0	0	-	-	-	0	2	1	-						
Okla.	-	5	28	86	31	-	0	1	-	-	-	0	25	3	1						
