
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending August 25, 2007 (WEEK 34)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2006
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2007
Syphillis, primary & secondary cummulative for 2006

tab delimited data:
test
UNITED STATES	22	47	256	1,575	1,696	5	8	35	282	258	150	198	310	6,440	6,100						
NEW ENGLAND	1	1	12	35	94	-	0	3	6	2	-	4	13	153	139						
Conn.	-	0	5	-	71	-	0	0	-	-	-	1	10	22	29						
Maine	-	0	2	9	6	-	0	2	1	1	-	0	2	5	7						
Mass.	-	0	0	-	-	-	0	0	-	-	-	2	8	90	85						
N.H.	-	0	0	-	-	-	0	0	-	-	-	0	3	21	9						
R.I.	-	0	4	14	8	-	0	1	3	-	-	0	5	14	7						
Vt.	1	0	2	12	9	-	0	1	2	1	-	0	1	1	2						
MID. ATLANTIC	-	2	9	91	105	-	0	5	21	14	32	27	45	1,014	739						
N.J.	-	0	0	-	-	-	0	0	-	-	5	3	8	123	113						
N.Y. (Upstate)	-	1	5	32	33	-	0	4	7	7	4	3	14	92	95						
N.Y. City	-	0	0	-	-	-	0	0	-	-	21	16	35	626	351						
Pa.	-	1	6	59	72	-	0	2	14	7	2	5	10	173	180						
E.N. CENTRAL	3	9	40	384	368	2	1	7	51	56	10	15	27	506	585						
Ill.	-	0	4	13	19	-	0	1	2	5	2	7	15	233	290						
Ind.	-	2	31	99	97	1	0	5	14	15	2	1	6	36	55						
Mich.	-	0	1	2	15	-	0	1	1	2	-	2	8	76	76						
Ohio	3	5	38	270	237	1	1	5	34	34	6	3	9	120	122						
Wis.	N	0	0	N	N	-	0	0	-	-	-	1	4	41	42						
