
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending June 25, 2005 (WEEK 25)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2005
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2005
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2005
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2004
Giardiasis cummulative for 2005
Giardiasis cummulative for 2004
Gonorrhea cummulative for 2005
Gonorrhea cummulative for 2004

tab delimited data:
test
UNITED STATES	603	688	81	112	77	62	6,843	7,697	141,724	152,221											
NEW ENGLAND	47	49	23	26	9	7	623	730	2,879	3,393											
Maine	7	2	5	-	-	-	71	64	61	122											
N.H.	4	9	1	5	-	-	28	19	76	60											
Vt.	5	2	-	-	-	-	71	59	25	43											
Mass.	18	25	6	8	9	7	262	324	1,300	1,447											
R.I.	2	5	-	1	-	-	40	54	242	427											
Conn.	11	6	11	12	-	-	151	210	1,175	1,294											
MID. ATLANTIC	70	88	4	15	9	12	1,291	1,702	14,569	17,249											
Upstate N.Y.	30	36	4	6	3	4	449	526	3,005	3,483											
N.Y. City	2	13	-	-	-	-	335	523	4,459	5,343											
N.J.	14	17	-	3	-	4	171	224	2,066	3,236											
Pa.	24	22	-	6	6	4	336	429	5,039	5,187											
E.N. CENTRAL	111	137	8	20	4	7	1,007	1,159	26,578	32,504											
Ohio	39	30	1	4	2	6	287	339	8,635	10,330											
Ind.	21	15	-	-	-	-	N	N	3,706	3,004											
Ill.	14	31	1	1	-	1	183	368	7,868	9,466											
Mich.	19	26	-	4	2	-	290	272	4,341	7,499											
Wis.	18	35	6	11	-	-	247	180	2,028	2,205											
W.N. CENTRAL	87	110	18	16	10	14	847	832	8,034	7,879											
Minn.	12	28	6	7	2	2	423	276	1,125	1,404											
Iowa	20	28	-	-	-	-	95	113	643	576											
Mo.	28	19	8	7	3	4	176	240	4,392	3,977											
N. Dak.	1	4	-	-	-	5	1	12	26	63											
S. Dak.	3	5	1	-	-	-	36	28	182	124											
Nebr.	7	13	3	2	3	-	43	60	576	521											
Kans.	16	13	-	-	2	3	73	103	1,090	1,214											
S. ATLANTIC	85	64	12	11	36	10	1,005	1,194	34,609	36,587											
Del.	-	1	N	N	N	N	16	24	382	442											
Md.	15	16	2	2	-	2	74	44	3,232	3,802											
D.C.	-	1	-	-	-	-	21	35	924	1,190											
Va.	10	6	6	6	8	-	229	170	3,360	4,131											
W. Va.	1	1	-	-	-	-	13	12	353	394											
N.C.	-	-	-	-	19	6	N	N	7,719	7,414											
S.C.	1	5	-	-	-	-	31	41	4,228	4,316											
Ga.	12	14	2	1	-	-	227	383	5,411	6,598											
Fla.	46	20	2	2	9	2	394	485	9,000	8,300											
E.S. CENTRAL	35	46	-	3	5	8	165	167	11,061	11,892											
Ky.	8	11	-	1	4	5	N	N	1,557	1,148											
Tenn.	15	15	-	-	1	3	82	82	3,786	3,852											
Ala.	11	12	-	-	-	-	83	85	2,819	3,849											
Miss.	1	8	-	2	-	-	-	-	2,899	3,043											
W.S. CENTRAL	19	39	3	1	3	4	106	127	21,010	20,944											
Ark.	3	8	-	-	-	-	37	53	2,152	1,974											
La.	3	2	3	-	2	-	17	22	5,033	5,607											
Okla.	6	7	-	-	-	-	52	52	2,135	2,174											
Tex.	7	22	-	1	1	4	N	N	11,690	11,189											
MOUNTAIN	55	65	11	19	1	-	504	568	5,175	5,231											
Mont.	3	3	-	-	-	-	18	19	54	48											
Idaho	7	18	5	3	-	-	39	77	40	38											
Wyo.	-	1	2	1	-	-	11	8	30	26											
Colo.	15	16	1	1	-	-	186	189	1,322	1,507											
N. Mex.	2	6	3	3	-	-	16	34	349	494											
Ariz.	12	6	N	N	N	N	69	80	1,958	1,774											
Utah	8	7	-	10	-	-	132	116	294	247											
Nev.	8	8	-	1	1	-	33	45	1,128	1,097											
PACIFIC	94	90	2	1	-	-	1,295	1,218	17,809	16,542											
Wash.	21	28	-	-	-	-	116	120	1,681	1,249											
Oreg.	25	12	2	1	-	-	117	186	732	488											
Calif.	39	46	-	-	-	-	994	841	14,736	13,842											
Alaska	6	1	-	-	-	-	35	29	252	306											
Hawaii	3	3	-	-	-	-	33	42	408	657											
Guam	N	N	-	-	-	-	-	2	-	108											
P.R.	-	-	-	-	-	-	25	84	192	138											
V.I.	-	-	-	-	-	-	-	-	2	63											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


