
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending July 22, 2006 (WEEK 29)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2006
Rabies, animal cummulative for 2005
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2006
Rocky Mountain Spotted Fever cummulative for 2005
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2006
Salmonellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	49	106	158	2,973	3,376	17	35	246	757	665	617	737	2,291	17,009	19,594						
NEW ENGLAND	6	12	26	311	413	-	0	2	2	4	26	34	196	917	1,133						
Conn.	2	3	13	82	89	-	0	0	-	-	-	0	188	188	227						
Maine	1	1	5	41	40	N	0	0	N	N	7	2	7	48	103						
Mass.	2	4	17	142	226	-	0	2	1	2	8	19	40	544	615						
N.H.	-	0	3	9	9	-	0	1	1	1	5	2	10	72	89						
R.I.	-	0	4	1	11	-	0	2	-	1	5	0	17	45	47						
Vt.	1	1	4	36	38	-	0	0	-	-	1	1	10	20	52						
MID. ATLANTIC	20	18	46	557	495	1	1	7	23	42	34	76	272	1,888	2,445						
N.J.	N	0	0	N	N	-	0	3	4	11	-	14	41	329	473						
N.Y. (Upstate)	20	11	24	282	261	1	0	1	2	1	34	22	233	520	569						
N.Y. City	-	0	3	2	17	-	0	1	4	5	-	18	44	397	594						
Pa.	-	7	35	273	217	-	1	5	13	25	-	27	61	642	809						
E.N. CENTRAL	2	2	12	59	109	-	0	7	20	22	82	94	219	2,306	2,891						
Ill.	-	0	4	12	21	-	0	4	1	7	-	24	53	493	1,054						
Ind.	-	0	3	5	5	-	0	1	3	-	42	12	67	341	274						
Mich.	2	1	5	27	13	-	0	1	-	2	6	16	35	456	484						
Ohio	-	0	6	15	70	-	0	7	15	11	33	23	50	616	638						
Wis.	N	0	0	N	N	-	0	1	1	2	1	15	44	400	441						
W.N. CENTRAL	3	5	20	157	200	5	2	12	95	86	42	44	100	1,239	1,259						
Iowa	1	0	5	27	-	-	0	2	1	2	3	7	18	193	206						
Kans.	1	1	5	44	54	-	0	1	1	4	5	7	17	170	181						
Minn.	-	1	6	25	41	-	0	1	1	-	20	10	60	349	288						
Mo.	1	1	6	27	38	5	2	12	86	74	13	15	40	377	370						
Nebr.	-	0	0	-	-	-	0	2	6	2	-	3	12	91	108						
N. Dak.	-	0	7	13	17	-	0	1	-	-	1	0	46	8	15						
S. Dak.	-	0	4	21	50	-	0	1	-	4	-	2	8	51	91						
S. ATLANTIC	14	36	118	1,106	1,278	4	18	94	472	339	222	200	514	4,427	5,047						
Del.	-	0	0	-	-	-	0	1	6	4	-	2	9	49	52						
D.C.	-	0	0	-	-	-	0	1	-	1	3	1	7	35	24						
Fla.	-	0	99	99	201	-	0	3	12	10	143	96	230	2,007	1,875						
Ga.	-	4	9	98	161	-	0	4	11	62	-	25	87	563	783						
Md.	-	8	14	200	199	3	1	6	22	36	25	12	39	295	386						
N.C.	14	8	18	243	293	-	15	87	384	176	33	32	114	665	659						
S.C.	-	3	11	79	117	1	1	6	10	27	18	19	73	379	728						
Va.	-	10	27	333	281	-	2	10	26	20	-	20	66	390	461						
W. Va.	-	1	13	54	26	-	0	2	1	3	-	2	19	44	79						
E.S. CENTRAL	1	4	16	139	80	5	4	18	95	116	57	54	115	1,152	1,217						
Ala.	1	1	7	48	46	-	0	8	22	29	12	13	41	378	296						
Ky.	-	0	5	7	7	-	0	1	-	1	14	8	27	198	191						
Miss.	-	0	2	4	-	-	0	3	1	5	6	13	62	257	330						
Tenn.	-	2	9	80	27	5	3	18	72	81	25	14	41	319	400						
W.S. CENTRAL	1	14	34	462	567	-	1	161	30	33	33	76	922	1,379	1,865						
Ark.	1	0	3	20	23	-	0	32	21	21	15	14	43	396	341						
La.	-	0	0	-	-	-	0	1	-	5	3	6	43	50	444						
Okla.	-	1	9	44	56	-	0	154	6	5	15	7	48	199	187						
Tex.	-	12	29	398	488	-	0	8	3	2	-	44	839	734	893						
MOUNTAIN	-	4	16	81	143	1	0	6	15	21	26	46	110	1,060	1,133						
Ariz.	-	2	11	63	105	-	0	6	2	12	-	12	67	197	315						
Colo.	-	0	2	-	13	1	0	1	1	2	15	12	45	357	265						
Idaho	-	0	12	-	-	-	0	2	1	1	2	2	9	81	95						
Mont.	-	0	2	7	3	-	0	2	2	1	5	2	16	80	49						
Nev.	-	0	2	-	5	-	0	0	-	-	-	3	17	65	100						
N. Mex.	-	0	2	6	4	-	0	2	4	3	-	4	13	90	127						
Utah	-	0	5	3	1	-	0	2	3	-	4	5	30	157	147						
Wyo.	-	0	2	2	12	-	0	1	2	2	-	1	12	33	35						
PACIFIC	2	4	15	101	91	1	0	1	5	2	95	109	426	2,641	2,604						
Alaska	-	0	4	13	1	-	0	0	-	-	4	1	7	44	27						
Calif.	2	3	15	85	87	1	0	1	4	-	75	86	292	2,022	1,959						
Hawaii	-	0	0	-	-	-	0	0	-	-	1	5	15	119	153						
Oreg.	-	0	1	3	3	-	0	1	1	2	4	7	25	213	221						
Wash.	U	0	0	U	U	N	0	0	N	N	11	9	124	243	244						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	2	U	1						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	3	-	26						
P.R.	-	2	6	57	42	N	0	0	N	N	-	7	35	81	307						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


