
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending April 15, 2006 (WEEK 15)*

column labels in same order that data fields appears in each record below:
Reporting Area
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2006
Lyme disease cummulative for 2005
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2006
Malaria cummulative for 2005

tab delimited data:
test
UNITED STATES	13	298	1,334	1,289	1,887	5	24	110	241	315											
NEW ENGLAND	-	50	232	67	168	-	1	12	8	14											
Conn.	-	9	154	41	6	-	0	10	1	-											
Maine	-	2	26	8	10	-	0	1	1	-											
Mass.	-	18	164	1	134	-	0	4	5	11											
N.H.	-	3	17	14	16	-	0	1	-	2											
R.I.	-	0	12	-	1	-	0	2	-	1											
Vt.	-	1	5	3	1	-	0	2	1	-											
MID. ATLANTIC	10	170	934	892	1,214	-	5	15	32	79											
N.J.	-	25	310	131	400	-	0	7	-	19											
N.Y. (Upstate)	8	73	900	480	202	-	1	11	7	15											
N.Y. City	-	0	0	-	-	-	3	8	16	36											
Pa.	2	61	464	281	612	-	1	2	9	9											
E.N. CENTRAL	-	13	157	32	82	-	2	6	31	24											
Ill.	-	0	6	-	1	-	0	2	7	7											
Ind.	-	0	4	-	2	-	0	3	5	3											
Mich.	-	1	7	6	1	-	0	2	4	7											
Ohio	-	1	5	5	15	-	0	3	11	3											
Wis.	-	10	148	21	63	-	0	3	4	4											
W.N. CENTRAL	1	12	99	32	46	1	0	30	6	14											
Iowa	-	1	8	1	7	-	0	1	1	2											
Kans.	-	0	3	-	2	-	0	1	-	1											
Minn.	1	7	96	29	36	-	0	29	2	3											
Mo.	-	0	2	1	1	-	0	3	1	8											
Nebr.	-	0	2	1	-	-	0	2	-	-											
N. Dak.	-	0	0	-	-	1	0	0	1	-											
S. Dak.	-	0	1	-	-	-	0	1	1	-											
S. ATLANTIC	2	33	124	197	336	3	6	15	82	67											
Del.	-	9	37	71	122	-	0	1	1	1											
D.C.	1	0	2	6	1	-	0	2	-	2											
Fla.	1	1	5	12	9	2	1	6	12	14											
Ga.	-	0	1	-	1	-	1	6	22	10											
Md.	-	16	87	97	160	-	1	9	21	21											
N.C.	-	0	5	8	14	1	0	8	10	8											
S.C.	-	0	3	2	4	-	0	2	3	3											
Va.	-	3	22	1	25	-	0	9	12	7											
W. Va.	-	0	42	-	-	-	0	2	1	1											
E.S. CENTRAL	-	0	4	-	6	-	1	2	7	7											
Ala.	-	0	1	-	-	-	0	1	3	2											
Ky.	-	0	1	-	1	-	0	2	1	2											
Miss.	-	0	0	-	-	-	0	1	1	-											
Tenn.	-	0	4	-	5	-	0	2	2	3											
W.S. CENTRAL	-	1	7	1	18	-	1	30	10	32											
Ark.	-	0	2	-	-	-	0	2	-	2											
La.	-	0	1	-	2	-	0	1	-	1											
Okla.	-	0	0	-	-	-	0	6	1	2											
Tex.	-	0	7	1	16	-	1	29	9	27											
MOUNTAIN	-	0	4	2	2	-	1	7	13	16											
Ariz.	-	0	4	2	-	-	0	7	1	2											
Colo.	-	0	1	-	-	-	0	3	4	8											
Idaho	-	0	1	-	-	-	0	0	-	-											
Mont.	-	0	0	-	-	-	0	1	1	-											
Nev.	-	0	2	-	-	-	0	2	-	-											
N. Mex.	-	0	1	-	-	-	0	1	-	1											
Utah	-	0	1	-	1	-	0	2	7	4											
Wyo.	-	0	1	-	1	-	0	1	-	1											
PACIFIC	-	3	19	66	15	1	4	12	52	62											
Alaska	-	0	1	-	1	-	0	1	4	2											
Calif.	-	2	19	66	12	1	3	10	37	51											
Hawaii	N	0	0	N	N	-	0	4	-	4											
Oreg.	-	0	3	-	2	-	0	2	4	2											
Wash.	-	0	3	-	-	-	0	5	7	3											
Amer. Samoa	U	0	0	U	U	U	0	0	U	U											
C.N.M.I.	U	0	0	U	U	U	0	0	U	U											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	N	0	0	N	N	-	0	1	-	-											
V.I.	-	0	0	-	-	-	0	0	-	-											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


