
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending May 4, 2013 (WEEK 18)*

column labels in same order that data fields appears in each record below:
Reporting Area
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis current week
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis cummulative for 2013
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis cummulative for 2012
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum current week
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum cummulative for 2013
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum cummulative for 2012
Ehrlichiosis/Anaplasmosis†, Undetermined current week
Ehrlichiosis/Anaplasmosis†, Undetermined previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Undetermined previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Undetermined cummulative for 2013
Ehrlichiosis/Anaplasmosis†, Undetermined cummulative for 2012

tab delimited data:
test
UNITED STATES	1	9	70	25	108	2	21	75	35	307	1	2	20	5	29						
NEW ENGLAND	-	0	4	1	3	1	4	23	3	95	-	0	0	-	-						
Conn.	-	0	0	-	-	-	0	11	-	55	-	0	0	-	-						
Maine	-	0	1	-	-	1	0	4	2	10	-	0	0	-	-						
Mass.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
N.H.	-	0	1	1	-	-	0	4	1	13	-	0	0	-	-						
R.I.	-	0	3	-	3	-	1	11	-	16	-	0	0	-	-						
Vt.	-	0	0	-	-	-	0	2	-	1	-	0	0	-	-						
MID. ATLANTIC	-	1	11	3	16	1	7	24	10	70	1	0	3	1	3						
N.J.	-	0	6	-	9	-	2	8	-	28	-	0	1	-	-						
N.Y. (Upstate)	-	0	3	1	4	1	4	17	8	35	1	0	2	1	2						
N.Y. City	-	0	3	2	2	-	0	4	2	7	-	0	0	-	-						
Pa.	-	0	1	-	1	-	0	2	-	-	-	0	2	-	1						
E.N. CENTRAL	-	0	5	1	7	-	6	42	12	128	-	1	14	4	19						
Ill.	-	0	4	-	3	-	0	1	1	4	-	0	1	-	-						
Ind.	-	0	0	-	-	-	0	0	-	-	-	0	7	2	5						
Mich.	-	0	0	-	-	-	0	0	-	-	-	0	1	1	2						
Ohio	-	0	1	1	-	-	0	1	-	-	-	0	1	-	-						
Wis.	-	0	3	-	4	-	5	42	11	124	-	0	6	1	12						
W.N. CENTRAL	1	1	32	2	41	-	0	6	-	1	-	0	5	-	-						
Iowa	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Kans.	-	0	4	1	8	-	0	1	-	-	-	0	0	-	-						
Minn.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Mo.	1	1	31	1	33	-	0	6	-	1	-	0	5	-	-						
Nebr.	-	0	0	-	-	-	0	1	-	-	-	0	0	-	-						
N. Dak.	-	0	0	-	-	-	0	1	-	-	-	0	0	-	-						
S. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
S. ATLANTIC	-	4	32	13	28	-	1	7	9	5	-	0	2	-	2						
Del.	-	0	2	1	3	-	0	1	-	-	-	0	0	-	-						
D.C.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Fla.	-	0	3	2	5	-	0	2	1	-	-	0	0	-	-						
Ga.	-	0	3	7	2	-	0	1	2	2	-	0	1	-	-						
Md.	-	0	4	-	2	-	0	2	1	-	-	0	0	-	-						
N.C.	-	0	19	1	9	-	0	6	1	1	-	0	0	-	-						
S.C.	-	0	1	-	-	-	0	0	-	-	-	0	0	-	-						
Va.	-	1	16	2	7	-	0	2	3	2	-	0	2	-	2						
W. Va.	-	0	0	-	-	-	0	1	1	-	-	0	1	-	-						
E.S. CENTRAL	-	1	9	3	4	-	0	3	1	6	-	0	1	-	4						
Ala.	-	0	1	1	-	-	0	3	-	2	-	0	1	-	3						
Ky.	-	0	4	1	-	-	0	1	-	-	-	0	0	-	-						
Miss.	-	0	1	-	-	-	0	1	-	1	-	0	0	-	-						
Tenn.	-	0	6	1	4	-	0	2	1	3	-	0	1	-	1						
W.S. CENTRAL	-	0	16	2	9	-	0	2	-	2	-	0	1	-	-						
Ark.	-	0	10	2	7	-	0	1	-	1	-	0	0	-	-						
La.	-	0	1	-	1	-	0	0	-	-	-	0	1	-	-						
Okla.	-	0	14	-	-	-	0	2	-	-	-	0	0	-	-						
Tex.	-	0	1	-	1	-	0	0	-	1	-	0	0	-	-						
MOUNTAIN	-	0	0	-	-	-	0	0	-	-	-	0	1	-	1						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	1						
Colo.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Idaho	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Mont.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Nev.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
N. Mex.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Utah	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
Wyo.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
PACIFIC	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
Alaska	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Calif.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
Hawaii	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Wash.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	N	-	-	N	N	N	-	-	N	N	N	-	-	N	N						
P.R.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Please refer to the MMWR publication for weekly updates to the footnote for this condition.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


