
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending September 15, 2007 (WEEK 37)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2006
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2007
Syphillis, primary & secondary cummulative for 2006

tab delimited data:
test
UNITED STATES	28	48	256	1,661	1,759	9	8	35	307	271	153	198	310	7,039	6,680						
NEW ENGLAND	-	1	12	35	98	-	0	3	6	3	4	4	13	171	152						
Conn.	-	0	5	-	73	-	0	0	-	-	-	0	10	24	33						
Maine	-	0	2	9	6	-	0	2	1	1	-	0	2	5	8						
Mass.	-	0	0	-	-	-	0	0	-	-	4	2	8	105	91						
N.H.	-	0	0	-	-	-	0	0	-	-	-	0	3	22	10						
R.I.	-	0	4	14	9	-	0	1	3	-	-	0	5	14	8						
Vt.	-	0	2	12	10	-	0	1	2	2	-	0	1	1	2						
MID. ATLANTIC	2	2	9	99	109	-	0	5	21	14	12	28	44	1,082	797						
N.J.	-	0	0	-	-	-	0	0	-	-	8	4	8	139	122						
N.Y. (Upstate)	-	1	5	34	35	-	0	4	7	7	2	3	14	100	100						
N.Y. City	-	0	0	-	-	-	0	0	-	-	-	16	34	660	381						
Pa.	2	2	6	65	74	-	0	2	14	7	2	5	10	183	194						
E.N. CENTRAL	7	9	40	397	380	2	1	7	55	58	14	15	27	545	635						
Ill.	-	0	4	13	19	-	0	1	2	5	3	7	13	244	307						
Ind.	2	2	31	102	100	2	0	5	17	16	-	1	6	37	61						
Mich.	-	0	1	2	15	-	0	1	1	2	4	2	8	81	84						
Ohio	5	5	38	280	246	-	1	5	35	35	7	3	9	139	134						
Wis.	N	0	0	N	N	-	0	0	-	-	-	1	4	44	49						
W.N. CENTRAL	-	2	124	111	32	-	0	15	9	1	8	6	13	248	209						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	3	11	13						
Kans.	-	0	11	63	-	-	0	2	5	-	-	0	3	15	17						
Minn.	-	0	123	-	1	-	0	15	-	-	-	1	5	50	37						
Mo.	-	1	5	40	30	-	0	1	-	1	8	3	11	163	127						
Nebr.	-	0	1	2	-	-	0	0	-	-	-	0	2	2	4						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	1						
S. Dak.	-	0	3	6	1	-	0	1	4	-	-	0	3	7	10						
S. ATLANTIC	16	21	59	755	848	6	4	15	159	131	55	46	180	1,655	1,510						
Del.	1	0	1	7	-	-	0	1	2	-	-	0	3	9	16						
D.C.	-	0	2	5	19	-	0	0	-	2	-	2	12	115	81						
Fla.	6	11	29	437	451	2	2	8	93	84	30	15	26	601	532						
Ga.	9	7	17	258	284	4	1	10	56	45	-	7	153	241	273						
Md.	-	0	1	1	-	-	0	0	-	-	6	6	15	219	224						
N.C.	-	0	0	-	-	-	0	0	-	-	3	5	23	237	214						
S.C.	-	0	0	-	-	-	0	0	-	-	-	2	11	70	49						
Va.	N	0	0	N	N	-	0	0	-	-	16	4	17	158	114						
W. Va.	-	1	17	47	94	-	0	1	8	-	-	0	1	5	7						
E.S. CENTRAL	3	3	9	114	150	1	0	3	26	27	11	16	30	583	489						
Ala.	N	0	0	N	N	-	0	0	-	-	-	6	16	227	225						
Ky.	-	0	2	17	29	-	0	1	2	6	2	1	7	41	50						
Miss.	-	0	2	-	20	-	0	0	-	-	-	2	9	76	45						
Tenn.	3	2	8	97	101	1	0	3	24	21	9	6	14	239	169						
W.S. CENTRAL	-	2	11	107	65	-	0	3	15	6	40	32	55	1,223	1,059						
Ark.	-	0	1	1	9	-	0	0	-	2	10	1	8	84	55						
La.	-	1	4	49	56	-	0	2	6	4	3	8	29	292	176						
Okla.	-	0	9	57	-	-	0	2	9	-	-	1	4	38	51						
Tex.	-	0	0	-	-	-	0	0	-	-	27	21	39	809	777						
MOUNTAIN	-	1	5	43	77	-	0	3	14	31	2	7	19	232	357						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	2	12	83	134						
Colo.	-	0	0	-	-	-	0	0	-	-	1	1	5	30	55						
Idaho	N	0	0	N	N	-	0	0	-	-	-	0	1	1	3						
Mont.	-	0	0	-	-	-	0	0	-	-	-	0	1	1	1						
Nev.	-	0	3	16	16	-	0	2	5	1	1	2	6	76	100						
N. Mex.	-	0	0	-	-	-	0	0	-	-	-	1	7	34	52						
Utah	-	0	5	15	31	-	0	3	8	21	-	0	2	6	12						
Wyo.	-	0	2	12	30	-	0	1	1	9	-	0	1	1	-						
PACIFIC	-	0	0	-	-	-	0	1	2	-	7	38	57	1,300	1,472						
Alaska	-	0	0	-	-	-	0	0	-	-	-	0	1	5	7						
Calif.	N	0	0	N	N	-	0	0	-	-	3	35	54	1,180	1,301						
Hawaii	-	0	0	-	-	-	0	1	2	-	-	0	1	5	15						
Oreg.	N	0	0	N	N	-	0	0	-	-	-	0	6	13	14						
Wash.	N	0	0	N	N	-	0	0	-	-	4	2	12	97	135						
Amer. Samoa	U	0	0	U	U	U	0	1	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
