
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending June 23, 2007 (WEEK 25)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2007
Chlamydia† cummulative for 2006
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2007
Coccidioidomycosis cummulative for 2006
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2007
Cryptosporidiosis cummulative for 2006

tab delimited data:
test
UNITED STATES	10,775	20,362	25,327	470,494	481,355	99	152	658	3,933	4,129	26	68	319	1,219	1,328						
NEW ENGLAND	473	692	1,357	16,362	14,855	-	0	1	1	-	-	4	27	67	102						
Conn.	168	221	829	4,747	3,859	N	0	0	N	N	-	0	11	11	38						
Maine	-	49	74	1,180	1,023	-	0	0	-	-	-	0	6	11	13						
Mass.	277	309	600	7,553	6,865	-	0	0	-	-	-	1	19	18	32						
N.H.	27	40	71	946	871	-	0	1	1	-	-	1	4	12	12						
R.I.	1	64	108	1,541	1,637	-	0	0	-	-	-	0	5	5	3						
Vt.	-	20	45	395	600	N	0	0	N	N	-	1	4	10	4						
MID. ATLANTIC	1,518	2,607	4,284	65,384	58,694	-	0	0	-	-	9	10	37	153	213						
N.J.	-	370	541	6,751	9,274	N	0	0	N	N	-	0	5	-	11						
N.Y. (Upstate)	575	501	2,758	11,901	11,052	N	0	0	N	N	3	3	14	51	45						
N.Y. City	359	798	1,504	21,120	19,527	N	0	0	N	N	-	2	10	26	64						
Pa.	584	817	1,792	25,612	18,841	N	0	0	N	N	6	4	18	76	93						
E.N. CENTRAL	1,509	3,139	6,276	79,974	82,414	-	1	3	14	19	4	15	110	268	299						
Ill.	635	1,013	1,310	22,655	26,003	-	0	0	-	-	-	2	22	28	41						
