
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending August 11, 2007 (WEEK 32)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2007
Giardiasis cummulative for 2006
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2007
Gonorrhea cummulative for 2006
Haemophilus influenzae, invasive, All ages, all serotypes† current week
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2007
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2006

tab delimited data:
test
UNITED STATES	220	296	1,513	8,521	9,661	4,373	6,862	8,941	199,532	213,386	23	45	184	1,430	1,472						
NEW ENGLAND	15	24	67	655	737	65	111	259	3,356	3,363	3	3	19	115	107						
Conn.	2	5	25	175	159	48	43	204	1,273	1,332	-	0	6	31	29						
Maine	8	3	12	93	73	4	2	8	76	74	-	0	2	7	13						
Mass.	3	9	26	271	351	-	51	96	1,620	1,487	2	2	6	58	49						
N.H.	-	0	3	10	19	5	2	8	96	129	-	0	2	10	7						
R.I.	-	0	17	31	50	7	9	18	256	298	1	0	10	7	2						
Vt.	2	3	12	75	85	1	1	5	35	43	-	0	1	2	7						
MID. ATLANTIC	32	56	127	1,539	1,946	483	713	1,537	22,584	19,899	8	10	27	315	302						
N.J.	-	7	17	142	291	63	115	159	3,474	3,218	-	1	5	44	55						
N.Y. (Upstate)	23	24	108	568	642	164	111	1,035	3,757	3,702	5	3	15	91	92						
N.Y. City	1	16	32	471	573	98	188	376	5,934	6,114	2	2	6	61	55						
Pa.	8	14	34	358	440	158	251	613	9,419	6,865	1	3	10	119	100						
E.N. CENTRAL	20	44	100	1,184	1,528	618	1,244	2,612	40,352	42,084	3	5	15	163	249						
Ill.	-	10	30	249	391	173	359	508	10,553	12,320	-	1	6	34	75						
Ind.	N	0	0	N	N	197	159	306	5,300	5,358	1	0	10	33	50						
Mich.	4	13	38	349	400	131	297	880	9,011	8,064	1	0	5	19	22						
Ohio	15	15	32	424	430	27	265	1,569	11,459	12,134	1	2	5	69	53						
Wis.	1	7	27	162	307	90	132	181	4,029	4,208	-	0	4	8	49						
W.N. CENTRAL	20	19	553	494	1,099	204	386	512	11,605	11,638	1	3	24	83	84						
Iowa	-	4	16	109	158	-	39	62	1,106	1,098	-	0	1	1	1						
Kans.	2	3	11	83	110	66	44	86	1,432	1,371	-	0	2	8	14						
Minn.	-	0	514	12	414	-	61	87	1,678	1,948	-	1	17	35	39						
