
TABLE III. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending August 31, 1996 (WEEK 35)*

column labels in same order that data fields appears in each record below:
Reporting Area
Measles (Rubeola), Total cummulative for 1996
Measles (Rubeola), Total cummulative for 1995
Mumps current week
Mumps cummulative for 1996
Mumps cummulative for 1995
Pertussis current week
Pertussis cummulative for 1996
Pertussis cummulative for 1995
Rubella current week
Rubella cummulative for 1996
Rubella cummulative for 1995

tab delimited data:
test
UNITED STATES	415	266	8	428	593	169	2,849	2,608	1	191	104										
NEW ENGLAND	14	8	-	-	11	47	601	368	-	25	44										
Maine	-	-	-	-	4	-	18	19	-	-	-										
N.H.	-	-	-	-	1	13	64	25	-	-	1										
Vt.	2	-	-	-	-	7	37	52	-	2	-										
Mass.	11	2	-	-	2	22	450	258	-	20	7										
R.I.	-	5	-	-	1	5	13	1	-	-	-										
Conn.	1	1	-	-	3	-	19	13	-	3	36										
MID. ATLANTIC	25	12	1	58	90	21	218	214	-	8	12										
Upstate N.Y.	-	1	1	19	22	2	110	96	-	4	3										
N.Y. City	12	5	-	13	13	-	22	35	-	2	7										
N.J.	-	6	-	2	14	-	5	15	-	2	2										
Pa.	13	-	-	24	41	19	81	68	-	-	-										
E.N. CENTRAL	9	14	4	81	101	39	311	300	-	3	3										
Ohio	2	1	2	35	31	26	159	90	-	-	-										
Ind.	-	-	-	6	7	5	31	18	-	-	-										
Ill.	3	2	1	19	29	8	89	56	-	1	-										
Mich.	3	5	1	20	34	-	27	53	-	2	3										
Wis.	1	6	-	1	-	-	5	83	-	-	-										
W.N. CENTRAL	19	2	-	9	36	3	170	135	-	1	-										
Minn.	16	-	-	3	2	-	128	42	-	-	-										
Iowa	-	-	-	1	9	3	8	6	-	1	-										
Mo.	2	1	-	2	20	-	20	42	-	-	-										
N. Dak.	-	-	-	2	1	-	1	8	-	-	-										
S. Dak.	-	-	-	-	-	-	3	10	-	-	-										
Nebr.	-	-	-	-	4	-	6	8	-	-	-										
Kans.	1	1	-	1	-	-	4	19	-	-	-										
S. ATLANTIC	14	11	1	74	88	33	365	222	-	91	9										
Del.	1	-	-	-	-	-	11	9	-	-	-										
Md.	4	1	1	21	27	2	127	27	-	-	1										
D.C.	-	-	-	-	-	-	-	4	-	1	-										
Va.	2	-	-	10	17	9	38	15	-	2	-										
W. Va.	-	-	-	-	-	-	2	-	-	-	-										
N.C.	4	-	-	17	16	18	75	84	-	77	1										
S.C.	-	-	-	5	9	1	25	18	-	1	-										
Ga.	2	2	-	2	6	-	17	14	-	-	-										
Fla.	1	8	-	19	13	3	70	51	-	10	7										
E.S. CENTRAL	-	-	-	19	7	-	63	254	-	2	1										
Ky.	-	-	-	-	-	-	26	17	-	-	-										
Tenn.	-	-	-	1	-	-	17	202	-	-	1										
Ala.	-	-	-	3	4	-	12	34	-	2	-										
Miss.	-	-	-	15	3	-	8	1	N	N	N										
W.S. CENTRAL	27	23	1	19	39	1	70	198	-	2	7										
Ark.	-	2	-	-	6	-	4	29	-	-	-										
La.	-	18	1	12	8	1	7	12	-	1	-										
Okla.	-	-	-	-	-	-	8	19	-	-	-										
Tex.	27	3	U	7	25	U	51	138	U	1	7										
MOUNTAIN	157	68	-	22	26	7	270	441	-	6	4										
Mont.	-	-	-	-	1	2	17	3	-	-	-										
Idaho	1	-	-	-	2	3	94	85	-	2	-										
Wyo.	1	-	-	-	-	1	4	1	-	-	-										
Colo.	7	26	-	2	1	1	68	66	-	2	-										
N. Mex.	16	31	N	N	N	-	39	72	-	-	-										
Ariz.	8	10	-	1	2	-	15	149	-	1	3										
Utah	119	-	U	2	11	U	11	18	U	-	1										
Nev.	5	1	-	17	9	-	22	47	-	1	-										
PACIFIC	150	128	1	146	195	18	781	476	1	53	24										
Wash.	45	19	-	18	10	17	303	116	-	2	1										
Oreg.	4	1	-	-	-	-	29	33	-	1	-										
Calif.	35	106	1	106	167	-	428	286	1	47	18										
Alaska	63	-	-	2	12	-	2	-	-	-	-										
Hawaii	3	2	-	20	6	1	19	41	-	3	5										
Guam	-	-	U	5	3	U	1	2	U	-	1										
P.R.	6	3	-	1	2	-	1	1	-	-	-										
V.I.	-	-	-	-	3	-	-	-	-	-	-										
Amer. Samoa	-	-	U	-	-	U	-	-	U	-	-										
C.N.M.I.	-	-	U	-	-	U	-	-	U	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1995 and 1996 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


