
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending November 2, 2002 (WEEK 44)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rocky Mountain Spotted Fever cummulative for 2002
Rocky Mountain Spotted Fever cummulative for 2001
Rubella cummulative for 2002
Rubella cummulative for 2001
Rubella Congenital cummulative for 2002
Rubella Congenital cummulative for 2001
Salmonellosis cummulative for 2002
Salmonellosis cummulative for 2001

tab delimited data:
test
UNITED STATES	891	525	13	21	2	-	34,841	34,003													
NEW ENGLAND	7	3	-	-	-	-	1,920	2,117													
Maine	-	-	-	-	-	-	134	159													
N.H.	-	1	-	-	-	-	121	152													
Vt.	-	-	-	-	-	-	69	73													
Mass.	4	2	-	-	-	-	1,061	1,216													
R.I.	3	-	-	-	-	-	149	120													
Conn.	-	-	-	-	-	-	386	397													
MID. ATLANTIC	38	31	1	8	-	-	4,273	4,473													
Upstate N.Y.	7	2	1	1	-	-	1,331	1,037													
N.Y. City	8	2	-	6	-	-	1,161	1,127													
N.J.	10	9	-	1	-	-	621	1,052													
Pa.	13	18	-	-	-	-	1,160	1,257													
E.N. CENTRAL	15	16	1	2	-	-	4,560	4,365													
Ohio	10	2	-	-	-	-	1,226	1,163													
Ind.	2	1	-	-	-	-	400	461													
Ill.	-	12	-	2	-	-	1,409	1,235													
Mich.	3	1	1	-	-	-	778	766													
Wis.	-	-	-	-	-	-	747	740													
W.N. CENTRAL	97	67	-	3	-	-	2,281	1,994													
Minn.	-	-	-	-	-	-	501	544													
Iowa	3	2	-	1	-	-	436	304													
Mo.	89	61	-	1	-	-	756	542													
N. Dak.	-	1	-	-	-	-	42	58													
S. Dak.	1	2	-	-	-	-	99	140													
Nebr.	4	1	-	-	-	-	150	138													
Kans.	-	-	-	1	-	-	297	268													
S. ATLANTIC	463	257	5	5	-	-	9,526	7,909													
Del.	4	10	-	-	-	-	78	84													
Md.	54	37	-	1	-	-	832	691													
D.C.	2	-	-	-	-	-	66	72													
Va.	37	23	-	-	-	-	1,037	1,168													
W. Va.	2	-	-	-	-	-	124	115													
N.C.	262	147	-	-	-	-	1,305	1,157													
S.C.	68	27	-	2	-	-	716	778													
Ga.	21	9	-	-	-	-	1,697	1,484													
Fla.	13	4	5	2	-	-	3,671	2,360													
E.S. CENTRAL	94	101	-	-	1	-	2,754	2,354													
Ky.	5	2	-	-	-	-	328	332													
Tenn.	70	71	-	-	1	-	694	562													
Ala.	16	14	-	-	-	-	756	632													
Miss.	3	14	-	-	-	-	976	828													
W.S. CENTRAL	158	38	2	1	-	-	3,066	4,391													
Ark.	97	7	-	-	-	-	914	816													
La.	-	2	-	-	-	-	659	772													
Okla.	61	29	-	-	-	-	437	421													
Tex.	-	-	2	1	-	-	1,056	2,382													
MOUNTAIN	13	11	1	-	-	-	1,901	1,897													
Mont.	1	1	-	-	-	-	77	68													
Idaho	-	1	-	-	-	-	129	123													
Wyo.	4	2	-	-	-	-	61	55													
Colo.	2	2	-	-	-	-	485	529													
N. Mex.	1	1	-	-	-	-	273	247													
Ariz.	-	-	-	-	-	-	524	528													
Utah	-	3	1	-	-	-	176	194													
Nev.	5	1	-	-	-	-	176	153													
PACIFIC	6	1	3	2	1	-	4,560	4,503													
Wash.	-	-	-	-	-	-	448	455													
Oreg.	2	1	-	-	-	-	319	246													
Calif.	4	-	3	1	-	-	3,479	3,453													
Alaska	-	-	-	-	-	-	72	39													
Hawaii	-	-	-	1	1	-	242	310													
Guam	-	-	-	-	-	-	-	20													
P.R.	-	-	-	3	-	-	182	817													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	-	U	-	U	-	U	25	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


