
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending May 25, 2013 (WEEK 21)*

column labels in same order that data fields appears in each record below:
Reporting Area
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis current week
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis cummulative for 2013
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis cummulative for 2012
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum current week
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum cummulative for 2013
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum cummulative for 2012
Ehrlichiosis/Anaplasmosis†, Undetermined current week
Ehrlichiosis/Anaplasmosis†, Undetermined previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Undetermined previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Undetermined cummulative for 2013
Ehrlichiosis/Anaplasmosis†, Undetermined cummulative for 2012

tab delimited data:
test
UNITED STATES	3	7	147	52	186	2	23	113	63	590	1	2	19	8	51						
NEW ENGLAND	-	0	4	5	4	2	3	23	13	138	-	0	0	-	-						
Conn.	-	0	0	-	-	-	0	11	1	77	-	0	0	-	-						
Maine	-	0	1	-	-	-	0	4	6	17	-	0	0	-	-						
Mass.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
N.H.	-	0	1	1	-	-	0	4	2	17	-	0	0	-	-						
R.I.	-	0	3	3	4	-	0	11	2	22	-	0	0	-	-						
Vt.	-	0	1	1	-	2	0	1	2	5	-	0	0	-	-						
MID. ATLANTIC	-	1	28	3	25	-	5	53	21	96	-	0	7	2	4						
N.J.	-	0	6	-	19	-	1	9	-	41	-	0	1	-	-						
N.Y. (Upstate)	-	0	28	1	4	-	3	52	17	52	-	0	5	1	1						
N.Y. City	-	0	3	2	1	-	0	3	4	2	-	0	1	1	-						
Pa.	-	0	1	-	1	-	0	2	-	1	-	0	2	-	3						
E.N. CENTRAL	1	0	5	3	17	-	3	42	17	191	1	1	11	6	29						
Ill.	-	0	4	1	11	-	0	1	1	5	-	0	1	-	-						
Ind.	-	0	0	-	-	-	0	0	-	-	1	0	4	4	9						
Mich.	-	0	1	-	-	-	0	0	-	-	-	0	2	1	3						
Ohio	1	0	1	2	-	-	0	1	2	-	-	0	1	-	-						
Wis.	-	0	3	-	6	-	3	42	14	186	-	0	6	1	17						
W.N. CENTRAL	1	1	21	6	60	-	3	43	-	141	-	0	5	-	8						
Iowa	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Kans.	-	0	4	1	14	-	0	1	-	-	-	0	0	-	-						
Minn.	-	0	2	-	3	-	2	42	-	137	-	0	2	-	5						
Mo.	-	1	20	3	43	-	0	6	-	4	-	0	2	-	3						
Nebr.	1	0	0	1	-	-	0	1	-	-	-	0	0	-	-						
N. Dak.	-	0	0	-	-	-	0	2	-	-	-	0	0	-	-						
S. Dak.	-	0	1	1	-	-	0	0	-	-	-	0	1	-	-						
S. ATLANTIC	1	3	32	19	48	-	1	7	11	13	-	0	2	-	3						
Del.	-	0	2	1	5	-	0	1	-	1	-	0	0	-	-						
D.C.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Fla.	1	0	2	3	9	-	0	2	1	1	-	0	0	-	-						
Ga.	-	0	4	7	5	-	0	1	2	3	-	0	1	-	1						
Md.	-	0	4	-	5	-	0	2	1	-	-	0	0	-	-						
N.C.	-	0	19	1	11	-	0	6	1	3	-	0	1	-	-						
S.C.	-	0	1	-	-	-	0	0	-	-	-	0	0	-	-						
Va.	-	1	15	7	13	-	0	2	5	5	-	0	2	-	2						
W. Va.	-	0	0	-	-	-	0	1	1	-	-	0	1	-	-						
E.S. CENTRAL	-	1	9	9	13	-	0	3	1	8	-	0	1	-	5						
Ala.	-	0	1	1	1	-	0	3	-	3	-	0	1	-	3						
Ky.	-	0	4	1	4	-	0	1	-	-	-	0	0	-	-						
Miss.	-	0	1	-	-	-	0	0	-	1	-	0	0	-	-						
Tenn.	-	1	6	7	8	-	0	2	1	4	-	0	1	-	2						
W.S. CENTRAL	-	0	103	7	19	-	0	13	-	3	-	0	1	-	-						
Ark.	-	0	10	7	16	-	0	1	-	2	-	0	0	-	-						
La.	-	0	0	-	1	-	0	0	-	-	-	0	1	-	-						
Okla.	-	0	103	-	-	-	0	13	-	-	-	0	0	-	-						
Tex.	-	0	1	-	2	-	0	0	-	1	-	0	0	-	-						
MOUNTAIN	-	0	0	-	-	-	0	0	-	-	-	0	1	-	1						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	1						
Colo.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Idaho	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Mont.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Nev.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
N. Mex.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Utah	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
Wyo.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
PACIFIC	-	0	0	-	-	-	0	0	-	-	-	0	1	-	1						
Alaska	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Calif.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	1						
Hawaii	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
