
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending March 16, 2002 (WEEK 11)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2002
Syphilis (Primary and Secondary) cummulative for 2001
Syphilis (Congenital) cummulative for 2002
Syphilis (Congenital) cummulative for 2001
Tuberculosis cummulative for 2002
Tuberculosis cummulative for 2001
Typhoid Fever cummulative for 2002
Typhoid Fever cummulative for 2001

tab delimited data:
test
UNITED STATES	1,090	1,091	2	96	1,197	1,855	39	60													
NEW ENGLAND	13	4	-	-	54	68	3	4													
Maine	-	-	-	-	-	-	-	-													
N.H.	-	-	-	-	3	6	-	-													
Vt.	-	-	-	-	-	1	-	-													
Mass.	8	1	-	-	23	34	2	4													
R.I.	2	-	-	-	7	6	-	-													
Conn.	3	3	-	-	21	21	1	-													
MID. ATLANTIC	100	88	-	15	243	279	7	21													
Upstate N.Y.	-	4	-	10	8	-	2	4													
N.Y. City	58	53	-	-	194	155	5	2													
N.J.	23	12	-	5	-	79	-	15													
Pa.	19	19	-	-	41	45	-	-													
E.N. CENTRAL	219	172	-	18	171	170	7	3													
Ohio	37	14	-	1	33	33	3	1													
Ind.	10	32	-	2	19	15	1	-													
Ill.	50	63	-	13	79	79	-	1													
Mich.	119	57	-	2	34	26	2	1													
Wis.	3	6	-	-	6	17	1	-													
W.N. CENTRAL	11	20	-	2	72	63	-	4													
Minn.	3	11	-	-	37	34	-	-													
Iowa	-	-	-	-	-	9	-	-													
Mo.	3	5	-	1	30	14	-	4													
N. Dak.	-	-	-	-	-	-	-	-													
S. Dak.	-	-	-	-	5	1	-	-													
Nebr.	3	-	-	-	-	5	-	-													
Kans.	2	4	-	1	-	-	-	-													
S. ATLANTIC	277	397	-	25	235	324	8	10													
Del.	4	3	-	-	-	-	-	-													
Md.	13	58	-	1	13	26	-	3													
D.C.	10	8	-	1	-	16	-	-													
Va.	7	31	-	-	7	42	-	1													
W. Va.	-	-	-	-	6	7	-	-													
N.C.	73	102	-	2	41	22	-	1													
S.C.	28	55	-	7	21	32	-	-													
Ga.	35	49	-	5	27	62	5	3													
Fla.	107	91	-	9	120	117	3	2													
E.S. CENTRAL	132	118	-	6	107	132	-	-													
Ky.	14	9	-	-	18	14	-	-													
Tenn.	51	64	-	3	41	42	-	-													
Ala.	49	23	-	2	38	56	-	-													
Miss.	18	22	-	1	10	20	-	-													
W.S. CENTRAL	156	154	2	16	27	315	-	4													
Ark.	6	12	-	2	9	23	-	-													
La.	34	27	-	-	-	-	-	-													
Okla.	14	19	-	1	18	8	-	-													
Tex.	102	96	2	13	-	284	-	4													
MOUNTAIN	51	40	-	4	36	76	3	2													
Mont.	-	-	-	-	-	-	-	1													
Idaho	1	-	-	-	-	4	-	-													
Wyo.	-	-	-	-	1	-	-	-													
Colo.	-	3	-	-	8	20	2	-													
N. Mex.	9	4	-	-	7	8	-	-													
Ariz.	38	26	-	4	12	23	-	-													
Utah	3	6	-	-	6	4	1	-													
Nev.	-	1	-	-	2	17	-	1													
PACIFIC	131	98	-	10	252	428	11	12													
Wash.	11	13	-	-	42	38	-	-													
Oreg.	4	2	-	-	13	15	2	-													
Calif.	115	80	-	10	156	334	9	11													
Alaska	-	-	-	-	18	11	-	-													
Hawaii	1	3	-	-	23	30	-	1													
Guam	-	-	-	-	-	-	-	-													
P.R.	-	77	-	2	-	11	-	-													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	2	U	-	U	11	U	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


