
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending November 25, 2006 (WEEK 47)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2006
Chlamydia† cummulative for 2005
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2006
Coccidioidomycosis cummulative for 2005
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2006
Cryptosporidiosis cummulative for 2005

tab delimited data:
test
UNITED STATES	6,193	19,352	35,170	860,931	863,357	78	150	1,643	7,315	4,179	39	73	594	4,726	7,196						
NEW ENGLAND	261	650	1,550	29,963	28,920	-	0	0	-	-	6	3	36	270	337						
Conn.	54	174	1,214	8,511	8,510	N	0	0	N	N	-	0	33	33	77						
Maine	41	42	67	2,043	2,036	N	0	0	N	N	4	0	4	39	30						
Mass.	125	296	607	13,930	12,923	-	0	0	-	-	-	1	14	88	145						
N.H.	4	38	71	1,804	1,665	-	0	0	-	-	-	1	5	47	36						
R.I.	19	63	107	2,682	2,939	-	0	0	-	-	-	0	6	14	13						
Vt.	18	20	43	993	847	N	0	0	N	N	2	0	5	49	36						
MID. ATLANTIC	1,107	2,410	3,696	108,583	107,077	-	0	0	-	-	10	10	444	523	3,129						
N.J.	63	363	496	16,110	17,334	N	0	0	N	N	-	0	3	11	56						
N.Y. (Upstate)	519	497	1,727	21,800	21,378	N	0	0	N	N	8	3	441	165	2,670						
N.Y. City	314	727	1,567	34,729	35,112	N	0	0	N	N	-	2	7	95	141						
Pa.	211	768	1,104	35,944	33,253	N	0	0	N	N	2	4	17	252	262						
E.N. CENTRAL	702	3,140	12,578	141,256	146,823	-	1	3	42	11	2	15	105	1,149	1,569						
Ill.	322	977	1,697	47,285	45,665	-	0	0	-	-	-	2	18	140	154						
Ind.	-	387	478	17,243	18,119	N	0	0	N	N	1	1	18	90	79						
Mich.	256	658	9,888	31,236	25,377	-	0	3	36	11	-	2	8	129	103						
Ohio	46	636	1,424	28,189	39,189	-	0	2	6	-	1	5	33	335	751						
Wis.	78	385	531	17,303	18,473	N	0	0	N	N	-	5	53	455	482						
W.N. CENTRAL	511	1,160	1,455	53,326	53,247	-	0	12	1	4	2	12	77	801	584						
Iowa	99	159	225	7,495	6,661	N	0	0	N	N	-	1	28	167	120						
Kans.	106	150	269	6,479	6,665	N	0	0	N	N	-	1	8	77	36						
Minn.	-	236	347	10,091	11,120	-	0	12	-	3	-	3	22	214	127						
Mo.	139	440	612	20,535	20,224	-	0	1	1	1	2	2	21	174	244						
Nebr.	107	96	176	4,858	4,580	N	0	0	N	N	-	1	16	88	26						
N. Dak.	12	33	61	1,500	1,511	N	0	0	N	N	-	0	4	9	1						
S. Dak.	48	51	116	2,368	2,486	N	0	0	N	N	-	1	7	72	30						
S. ATLANTIC	1,653	3,695	4,936	167,079	158,817	-	0	1	3	2	16	15	70	1,053	698						
Del.	59	67	92	3,212	3,068	N	0	0	N	N	-	0	3	15	6						
D.C.	38	53	138	2,629	3,418	-	0	0	-	-	-	0	2	14	15						
Fla.	423	964	1,157	44,022	38,646	N	0	0	N	N	6	6	32	504	323						
Ga.	21	685	2,142	29,247	28,427	-	0	0	-	-	5	4	12	224	139						
Md.	205	328	487	15,895	16,677	-	0	1	3	2	1	0	3	19	30						
N.C.	572	593	1,772	30,218	28,575	N	0	0	N	N	3	1	11	93	84						
S.C.	108	347	1,452	17,622	17,075	N	0	0	N	N	-	1	13	122	23						
Va.	207	430	840	21,445	20,459	N	0	0	N	N	-	1	6	52	64						
W. Va.	20	58	227	2,789	2,472	N	0	0	N	N	1	0	3	10	14						
E.S. CENTRAL	433	1,420	1,947	66,452	62,731	-	0	0	-	-	3	3	12	174	210						
Ala.	48	407	756	18,717	14,922	N	0	0	N	N	3	1	10	80	25						
Ky.	61	163	613	7,876	7,772	N	0	0	N	N	-	1	5	35	139						
Miss.	-	365	807	16,845	19,121	-	0	0	-	-	-	0	3	16	2						
Tenn.	324	512	608	23,014	20,916	N	0	0	N	N	-	1	5	43	44						
W.S. CENTRAL	125	2,177	3,605	97,353	99,521	-	0	1	2	-	-	4	44	322	220						
Ark.	77	153	335	7,386	7,780	-	0	1	1	-	-	0	2	20	6						
La.	48	245	607	11,854	15,771	-	0	1	1	N	-	0	9	67	81						
Okla.	-	227	2,159	11,232	10,463	N	0	0	N	N	-	1	4	38	41						
Tex.	-	1,458	1,903	66,881	65,507	N	0	0	N	N	-	2	35	197	92						
MOUNTAIN	262	1,025	1,839	46,119	56,307	62	109	452	5,018	2,707	-	3	39	359	133						
Ariz.	232	368	881	17,294	18,824	62	106	448	4,899	2,605	-	0	3	24	10						
Colo.	-	145	395	5,480	13,932	N	0	0	N	N	-	1	7	67	49						
Idaho	-	48	191	2,333	2,454	N	0	0	N	N	-	0	5	35	14						
Mont.	23	45	195	2,309	2,088	N	0	0	N	N	-	1	26	131	18						
Nev.	7	85	432	4,569	6,418	-	1	4	52	62	-	0	1	9	11						
N. Mex.	-	189	339	8,477	7,442	-	0	3	13	19	-	0	5	27	17						
Utah	-	94	176	4,470	4,105	-	1	3	52	18	-	0	3	18	11						
Wyo.	-	27	54	1,187	1,044	-	0	2	2	3	-	0	11	48	3						
PACIFIC	1,139	3,320	5,079	150,800	149,914	16	46	1,179	2,249	1,455	-	2	52	75	316						
Alaska	32	82	152	3,657	3,822	-	0	0	-	-	-	0	1	4	3						
Calif.	653	2,570	4,231	118,552	116,258	16	46	1,179	2,249	1,455	-	0	14	-	189						
Hawaii	2	101	135	4,627	4,985	N	0	0	N	N	-	0	1	4	1						
Oreg.	209	165	315	7,937	8,075	N	0	0	N	N	-	1	7	67	67						
Wash.	243	348	604	16,027	16,774	N	0	0	N	N	-	0	38	-	56						
Amer. Samoa	U	0	46	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	17	27	-	768	-	0	0	-	-	-	0	0	-	-						
P.R.	-	82	187	3,855	3,678	N	0	0	N	N	N	0	0	N	N						
V.I.	-	5	16	178	196	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


