
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending March 30, 2002 (WEEK 13)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis cummulative for 2002
Shigellosis cummulative for 2001
Streptococcal Disease, Invasive, Group A cummulative for 2002
Streptococcal Disease, Invasive, Group A cummulative for 2001
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2002
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2001
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2002
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2001

tab delimited data:
test
UNITED STATES	2,752	3,112	933	1,144	699	953	27	38													
NEW ENGLAND	54	48	48	41	1	4	1	1													
Maine	2	1	13	7	-	-	-	-													
N.H.	3	-	16	4	-	-	-	-													
Vt.	-	-	1	6	1	4	1	-													
Mass.	41	36	18	22	-	-	-	-													
R.I.	-	2	-	2	-	-	-	1													
Conn.	8	9	-	-	-	-	-	-													
MID. ATLANTIC	113	399	105	190	8	47	5	31													
Upstate N.Y.	16	107	36	68	8	46	5	31													
N.Y. City	67	105	34	70	U	U	-	-													
N.J.	6	118	22	46	-	-	-	-													
Pa.	24	69	13	6	-	1	-	-													
E.N. CENTRAL	379	449	151	270	47	56	10	5													
Ohio	237	106	59	67	-	-	1	-													
Ind.	14	64	7	1	47	56	9	5													
Ill.	66	143	1	101	-	-	-	-													
Mich.	42	86	84	83	-	-	-	-													
Wis.	20	50	-	18	-	-	-	-													
W.N. CENTRAL	239	337	71	75	165	13	9	1													
Minn.	31	143	34	11	120	-	9	-													
Iowa	26	56	-	-	-	-	-	-													
Mo.	36	65	21	26	4	5	-	-													
N. Dak.	-	9	-	2	-	1	-	1													
S. Dak.	111	15	3	2	1	-	-	-													
Nebr.	-	21	-	9	-	3	-	-													
Kans.	35	28	13	25	40	4	-	-													
S. ATLANTIC	1,150	444	200	236	402	677	2	-													
Del.	3	3	-	1	3	-	-	-													
Md.	131	29	25	17	-	-	-	-													
D.C.	15	14	3	-	26	2	1	-													
Va.	205	28	14	44	-	-	-	-													
W. Va.	2	4	-	8	11	14	-	-													
N.C.	65	98	50	35	-	-	-	-													
S.C.	11	28	13	2	54	105	1	-													
Ga.	480	99	54	89	107	271	-	-													
Fla.	238	141	41	40	201	285	-	-													
E.S. CENTRAL	214	234	39	28	52	98	-	-													
Ky.	43	83	5	13	5	10	-	-													
Tenn.	15	20	34	15	47	87	-	-													
Ala.	91	54	-	-	-	1	-	-													
Miss.	65	77	-	-	-	-	-	-													
W.S. CENTRAL	90	572	12	128	7	41	-	-													
Ark.	24	125	-	-	2	10	-	-													
La.	8	56	-	-	5	31	-	-													
Okla.	57	3	11	20	-	-	-	-													
Tex.	1	388	1	108	-	-	-	-													
MOUNTAIN	107	164	145	114	17	16	-	-													
Mont.	-	-	-	-	-	-	-	-													
Idaho	2	5	1	2	-	-	-	-													
Wyo.	1	-	3	1	7	-	-	-													
Colo.	28	31	83	57	-	-	-	-													
N. Mex.	15	33	34	28	9	16	-	-													
Ariz.	45	74	24	24	1	-	-	-													
Utah	9	8	-	2	-	-	-	-													
Nev.	7	13	-	-	-	-	-	-													
PACIFIC	406	465	162	62	-	1	-	-													
Wash.	15	43	26	-	-	-	-	-													
Oreg.	30	6	-	-	-	-	-	-													
Calif.	346	403	120	47	-	-	-	-													
Alaska	1	2	-	-	-	-	-	-													
Hawaii	14	11	16	15	-	1	-	-													
Guam	-	-	-	-	-	-	-	-													
P.R.	1	6	-	-	-	-	-	-													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	-	-	U	U													
C.N.M.I.	-	U	-	U	-	-	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


