
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending March 27, 1999 (WEEK 12)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1999*
AIDS § cummulative for 1998
Chlamydia† cummulative for 1999
Chlamydia† cummulative for 1998
Escherichia coli O157:H7 NETSS cummulative for 1999
Escherichia coli O157:H7 PHLIS cummulative for 1999
Gonorrhea cummulative for 1999
Gonorrhea cummulative for 1998
Hepatitis C/NA,NB cummulative for 1999
Hepatitis C/NA,NB cummulative for 1998

tab delimited data:
test
UNITED STATES	7,049	10,878	114,094	130,076	249	117	63,077	76,310	500	924											
NEW ENGLAND	359	310	4,343	4,847	42	27	1,434	1,367	46	21											
Maine	5	4	153	211	3	-	10	11	-	-											
N.H.	13	12	225	233	2	1	19	26	-	-											
Vt.	4	8	107	66	3	-	12	1	1	2											
Mass.	245	92	2,060	1,924	19	16	644	501	45	19											
R.I.	20	34	510	577	1	1	126	74	-	-											
Conn.	72	160	1,288	1,836	14	9	623	754	-	-											
MID. ATLANTIC	1,497	3,359	16,204	15,704	13	1	8,540	9,094	32	86											
Upstate N.Y.	74	426	N	N	10	-	727	1,510	28	75											
N.Y. City	837	1,934	7,966	8,251	-	1	3,825	3,817	-	-											
N.J.	375	516	2,310	2,748	3	-	1,161	1,649	-	-											
Pa.	211	483	5,928	4,705	N	-	2,827	2,118	4	11											
E.N. CENTRAL	487	793	17,035	19,675	40	25	11,571	14,915	107	113											
Ohio	95	154	5,418	6,530	21	8	3,205	3,826	-	5											
Ind.	52	80	-	-	5	7	726	1,456	-	2											
Ill.	231	373	6,456	4,536	4	3	4,277	4,095	2	15											
Mich.	80	144	4,249	5,392	10	4	2,967	4,294	105	91											
Wis.	29	42	912	3,217	N	3	396	1,244	-	-											
W.N. CENTRAL	161	195	3,774	8,266	54	15	1,319	3,536	21	143											
Minn.	26	31	1,284	1,653	16	12	496	565	-	-											
Iowa	12	9	396	874	5	2	160	239	-	3											
Mo.	84	100	-	2,927	4	1	-	1,701	20	140											
N. Dak.	3	3	102	234	2	-	7	21	-	-											
S. Dak.	4	7	418	390	1	-	38	66	-	-											
Nebr.	11	14	679	713	19	-	291	288	-	-											
Kans.	21	31	895	1,475	7	-	327	656	1	-											
S. ATLANTIC	1,888	2,971	25,922	25,643	26	10	19,353	20,594	50	27											
Del.	31	40	694	563	1	-	403	334	-	-											
Md.	254	334	1,805	1,740	1	-	2,114	2,073	18	3											
D.C.	67	193	N	N	-	-	588	813	-	-											
Va.	103	176	3,153	2,774	6	2	2,170	1,820	6	1											
W. Va.	14	19	547	1,117	-	1	94	365	6	2											
N.C.	126	216	5,062	5,097	7	3	4,448	4,416	-	7											
S.C.	132	162	4,816	4,026	1	1	2,397	2,607	6	-											
Ga.	209	370	3,366	5,866	1	-	2,422	4,663	1	8											
Fla.	952	1,461	6,479	4,460	9	3	4,717	3,503	13	6											
E.S. CENTRAL	303	382	8,722	9,063	17	4	7,615	8,664	25	30											
Ky.	37	63	-	1,448	5	-	-	850	1	6											
Tenn.	132	140	3,370	3,030	8	3	2,627	2,597	23	21											
Ala.	71	118	3,290	2,379	4	-	3,010	2,965	1	3											
Miss.	63	61	2,062	2,206	-	1	1,978	2,252	-	-											
W.S. CENTRAL	989	1,356	12,798	18,501	6	6	7,823	11,038	24	16											
Ark.	34	52	1,234	849	2	2	590	1,092	2	2											
La.	69	207	3,881	2,813	1	2	3,349	2,442	12	-											
Okla.	20	71	1,944	2,183	2	2	1,011	1,169	1	-											
Tex.	866	1,026	5,739	12,656	1	-	2,873	6,335	9	14											
MOUNTAIN	213	348	6,355	6,952	16	6	1,702	1,848	46	136											
Mont.	3	10	271	211	-	-	5	11	4	4											
Idaho	5	8	399	454	-	1	25	41	4	54											
Wyo.	1	1	180	180	1	1	7	10	14	32											
Colo.	57	65	1,748	1,813	5	2	460	588	7	8											
N. Mex.	9	52	971	951	1	-	173	176	4	19											
Ariz.	89	126	1,837	2,382	4	1	724	805	10	-											
Utah	27	35	356	512	5	1	38	58	1	9											
Nev.	22	51	593	449	-	-	270	159	2	10											
PACIFIC	1,152	1,164	18,941	21,425	35	23	3,720	5,254	149	352											
Wash.	59	74	2,810	2,526	4	8	495	443	2	5											
Oreg.	32	40	1,119	1,362	12	9	162	198	-	8											
Calif.	1,040	1,027	14,124	16,568	19	6	2,906	4,445	147	304											
Alaska	5	-	453	466	-	-	90	71	-	1											
Hawaii	16	23	435	503	-	-	67	97	-	34											
Guam	1	-	-	73	N	-	-	6	-	-											
P.R.	214	271	U	U	1	U	68	102	-	-											
V.I.	3	13	N	N	N	U	U	U	U	U											
Amer. Samoa	-	-	U	U	N	U	U	U	U	U											
C.N.M.I.	-	-	N	N	N	U	-	8	-	-											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1998 and 1999 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


