
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending September 1, 2007 (WEEK 35)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2007
Chlamydia† cummulative for 2006
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2007
Coccidioidomycosis cummulative for 2006
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2007
Cryptosporidiosis cummulative for 2006

tab delimited data:
test
UNITED STATES	11,658	20,577	25,327	677,632	679,452	109	130	658	4,713	5,698	519	77	528	4,064	3,064						
NEW ENGLAND	759	697	1,357	23,182	21,447	-	0	1	2	-	3	4	25	157	244						
Conn.	261	217	829	6,951	6,141	N	0	0	N	N	-	0	23	23	38						
Maine	57	47	74	1,709	1,496	-	0	0	-	-	-	1	6	33	26						
Mass.	314	309	600	10,464	9,618	-	0	0	-	-	-	1	19	43	118						
N.H.	37	40	70	1,410	1,256	-	0	1	2	-	-	1	4	31	28						
R.I.	73	66	108	2,116	2,132	-	0	0	-	-	1	0	5	6	6						
Vt.	17	18	45	532	804	N	0	0	N	N	2	1	4	21	28						
MID. ATLANTIC	1,290	2,638	4,284	93,505	83,044	-	0	0	-	-	13	10	106	628	390						
N.J.	-	400	498	12,731	13,465	N	0	0	N	N	-	0	5	9	30						
N.Y. (Upstate)	651	509	2,758	17,245	15,766	N	0	0	N	N	13	3	15	122	96						
N.Y. City	639	882	1,684	31,103	27,244	N	0	0	N	N	-	1	10	41	90						
Pa.	-	792	1,798	32,426	26,569	N	0	0	N	N	-	4	101	456	174						
E.N. CENTRAL	1,433	3,156	6,333	110,652	113,854	-	1	3	22	33	50	16	73	608	818						
Ill.	466	1,002	1,346	32,082	36,171	-	0	0	-	-	-	2	17	64	150						
Ind.	354	388	644	13,739	13,524	-	0	0	-	-	5	1	18	56	41						
Mich.	325	736	1,225	23,928	22,451	-	0	3	16	29	1	3	10	103	84						
Ohio	136	690	3,651	28,230	27,822	-	0	2	6	4	44	5	30	222	213						
Wis.	152	374	528	12,673	13,886	N	0	0	N	N	-	5	40	163	330						
W.N. CENTRAL	737	1,197	1,448	39,292	41,429	-	0	54	3	-	38	11	89	622	520						
Iowa	160	163	251	5,742	5,586	N	0	0	N	N	12	2	42	247	123						
Kans.	150	146	294	5,458	5,480	N	0	0	N	N	11	1	5	62	53						
Minn.	-	236	314	6,856	8,631	-	0	54	-	-	-	3	25	110	113						
Mo.	345	453	628	15,396	15,273	-	0	1	3	-	5	1	21	56	111						
Nebr.	-	104	183	3,122	3,524	N	0	0	N	N	10	1	16	66	62						
N. Dak.	3	29	69	988	1,175	N	0	0	N	N	-	0	11	8	6						
S. Dak.	79	49	84	1,730	1,760	N	0	0	N	N	-	2	7	73	52						
S. ATLANTIC	4,157	3,924	6,760	133,536	129,979	-	0	1	2	3	47	21	70	604	565						
Del.	64	66	140	2,353	2,392	-	0	0	-	-	3	0	3	10	10						
D.C.	-	98	167	3,754	1,977	-	0	0	-	-	-	0	2	3	11						
Fla.	1,359	1,070	1,768	38,363	32,780	N	0	0	N	N	34	11	32	322	222						
Ga.	-	656	3,822	15,424	23,820	N	0	0	N	N	6	4	17	109	157						
Md.	429	400	697	13,439	14,077	-	0	1	2	3	1	0	2	19	12						
N.C.	1,092	562	1,234	19,454	22,784	-	0	0	-	-	3	1	11	55	53						
S.C.	644	477	3,030	22,313	14,211	N	0	0	N	N	-	1	14	42	68						
Va.	544	485	685	16,504	15,956	N	0	0	N	N	-	1	5	39	28						
W. Va.	25	55	84	1,932	1,982	N	0	0	N	N	-	0	3	5	4						
E.S. CENTRAL	798	1,432	2,044	46,761	52,068	-	0	0	-	-	14	3	31	213	95						
Ala.	-	363	539	9,456	15,963	N	0	0	N	N	1	1	12	41	34						
Ky.	283	120	691	5,200	6,108	N	0	0	N	N	6	1	16	100	27						
Miss.	-	360	959	13,682	13,073	N	0	0	N	N	-	0	8	27	9						
Tenn.	515	506	695	18,423	16,924	N	0	0	N	N	7	1	8	45	25						
W.S. CENTRAL	198	2,281	3,028	78,415	76,521	-	0	1	1	1	5	5	45	159	167						
Ark.	-	168	337	5,540	5,282	N	0	0	N	N	-	0	3	6	14						
La.	198	362	855	13,242	12,142	-	0	1	1	1	-	1	6	31	53						
Okla.	-	282	467	8,745	7,774	N	0	0	N	N	5	1	13	62	24						
Tex.	-	1,471	1,911	50,888	51,323	N	0	0	N	N	-	2	36	60	76						
MOUNTAIN	524	1,294	2,026	39,240	44,889	90	82	293	2,837	3,998	346	6	294	994	209						
Ariz.	66	469	993	13,695	14,188	90	79	293	2,741	3,896	3	0	6	27	19						
Colo.	313	256	416	6,509	10,891	N	0	0	N	N	25	1	10	79	38						
Idaho	-	56	253	2,242	1,959	N	0	0	N	N	26	0	18	63	12						
Mont.	-	50	82	1,488	1,699	N	0	0	N	N	7	1	25	44	76						
Nev.	-	185	397	5,935	5,071	-	1	5	38	44	-	0	3	6	6						
N. Mex.	-	153	396	4,943	6,798	-	0	2	16	15	-	1	6	47	24						
Utah	128	102	209	3,622	3,290	-	1	4	39	41	285	0	270	697	8						
Wyo.	17	24	38	806	993	-	0	1	3	2	-	0	8	31	26						
PACIFIC	1,762	3,371	4,362	113,049	116,221	19	50	311	1,846	1,663	3	1	12	79	56						
Alaska	72	87	157	2,930	2,932	N	0	0	N	N	-	0	2	3	4						
Calif.	1,306	2,691	3,627	90,610	91,049	19	50	311	1,846	1,663	-	0	0	-	-						
Hawaii	-	103	129	3,308	3,912	N	0	0	N	N	-	0	0	-	4						
Oreg.	234	159	394	5,826	6,410	N	0	0	N	N	3	1	12	76	48						
Wash.	150	324	621	10,375	11,918	N	0	0	N	N	-	0	0	-	-						
Amer. Samoa	U	0	32	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	9	207	336	607	-	0	0	-	-	-	0	0	-	-						
P.R.	121	118	547	5,201	3,251	N	0	0	N	N	N	0	0	N	N						
V.I.	U	3	7	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


