
TABLE I.  Provisional cases of infrequently reported notifiable diseases (<1,000 cases reported during the preceding year), United States, week ending November 3, 2007 (WEEK 44)*

column labels in same order that data fields appears in each record below:
Disease
Current week
Cummulative for 2007
5-year weekly average†
Total cases reported for year 2006
Total cases reported for year 2005
Total cases reported for year 2004
Total cases reported for year 2003
Total cases reported for year 2002
States reporting cases during current week (No.)

tab delimited data:
test
Anthrax	-	-	-	1	-	-	-	2		
Botulism:										
foodborne	-	16	0	20	19	16	20	28		
infant	-	70	1	97	85	87	76	69		
other(wound & unspecified)	-	19	1	48	31	30	33	21		
Brucellosis	1	101	3	121	120	114	104	125	FL (1 )	
Chancroid	2	30	1	33	17	30	54	67	TX (2 )	
Cholera	-	5	0	9	8	5	2	2		
Cyclosporiasis §	-	88	1	136	543	171	75	156		
Diphtheria	-	-	0	-	-	-	1	1		
Domestic arboviral diseases §, ¶ :										
California serogroup	-	27	1	67	80	112	108	164		
eastern equine	-	3	0	8	21	6	14	10		
Powassan	-	1	-	1	1	1	-	1		
St. Louis	-	4	0	10	13	12	41	28		
western equine	-	-	-	-	-	-	-	-		
Ehrlichiosis §:										
human granulocytic	5	433	10	646	786	537	362	511	NY (1 ), MN (4 )	
human monocytic	4	550	7	578	506	338	321	216	NY (1 ), NC (1 ), OK (2 )	
human (other & unspecified)	2	141	1	231	112	59	44	23	NC (1 ), TN (1 )	
Haemophilus influenzae**, invasive disease (age &lt;5 yrs):										
serotype B	-	14	0	29	9	19	32	34		
nonserotype B	1	115	3	175	135	135	117	144	IN (1 )	
unknown serotype	5	181	3	179	217	177	227	153	OH (2 ), GA (2 ), UT (1 )	
Hansen disease §	2	51	2	66	87	105	95	96	FL (1 ), CA (1 )	
Hantavirus pulmonary syndrome §	-	22	0	40	26	24	26	19		
Hemolytic uremic syndrome, post-diarrheal §	4	183	4	288	221	200	178	216	NY (1 ), OH (1 ), TN (1 ), CA (1 )	
Hepatitis C viral, acute	3	554	19	802	652	713	1,102	1,835	FL (1 ), TX (1 ), CA (1 )	
HIV infection, pediatric (age &lt;13 yrs) ††	-	-	6	52	380	436	504	420		
Influenza-associated pediatric mortality §, §§	-	73	0	43	45	-	N	N		
Listeriosis	5	577	18	875	896	753	696	665	OH (1 ), IN (1 ), TN (1 ), TX (1 ), CA (1 )	
Measles ¶¶	-	30	1	55	66	37	56	44		
Meningococcal disease, invasive *** :										
A,C,Y, and W-135	3	234	4	318	297	-	-	-	PA (1 ), MN (2 )	
serogroup B	2	110	2	193	156	-	-	-	TX (2 )	
other serogroup	1	26	1	32	27	-	-	-	OH (1 )	
unknown serogroup	7	497	12	651	765	-	-	-	NY (1 ), OH (1 ), NC (1 ), FL (2 ), CA (2 )	
Mumps	13	635	10	6,584	314	258	231	270	NY (1 ), OH (1 ), MN (6 ), MO (3 ), WA (2 )	
Novel influenza A infection virus	-	4	-	N	N	N	N	N		
Plague	-	6	0	17	8	3	1	2		
Poliomyelitis, paralytic	-	-	-	-	1	-	-	-		
Poliovirus infection, nonparalytic §	-	-	-	N	N	N	N	N		
Psittacosis §	-	6	0	21	16	12	12	18		
Q fever §	1	142	1	169	136	70	71	61	FL (1 )	
Rabies, human	-	-	0	3	2	7	2	3		
Rubella †††	-	11	-	11	11	10	7	18		
Rubella, congenital syndrome	-	-	-	1	1	-	1	1		
SARS CoV §, §§§	-	-	-	-	-	-	8	N		
Smallpox §	-	-	-	-	-	-	-	-		
Streptococcal toxic-shock syndrome §	-	83	2	125	129	132	161	118		
Syphilis, congenital (age &lt;1 yr)	3	376	8	380	329	353	413	412	NY (1 ), VA (1 ), TX (1 )	
Tetanus	-	16	1	41	27	34	20	25		
Toxic-shock syndrome (staphylococcal) §	2	66	2	101	90	95	133	109	PA (1 ), CA (1 )	
Trichinellosis	-	6	0	15	16	5	6	14		
Tularemia	-	103	2	95	154	134	129	90		
Typhoid fever	4	291	6	353	324	322	356	321	OH (1 ), NC (1 ), AZ (1 ), CA (1 )	
Vancomycin-intermediate Staphylococcus aureus §	-	19	0	6	2	-	N	N		
Vancomycin-resistant Staphylococcus aureus §	-	-	0	1	3	1	N	N		
Vibriosis (non-cholera Vibrio species infections) §	3	318	2	N	N	N	N	N	FL (1 ), AZ (1 ), CA (1 )	
Yellow fever	-	-	-	-	-	-	-	1		

-: No reported cases
N: Not notifiable
Cum: Cumulative year-to-date counts.

* Incidence data for reporting year 2007 are provisional, whereas data for 
2002, 2003, 2004, 2005, and 2006 are finalized.

† Calculated by summing the incidence counts for the current week, the 2 weeks preceding the current week, and the 2 weeks 
following the current week, for a total of 5 preceding years.  Additional information is available at 
http://wwwn.cdc.gov/nndss/document/5yearweeklyaverage.pdf.

§ Not notifiable in all states.  Data from states where the condition is not notifiable are excluded from this table, 
except starting in 2007 for the Arboviral diseases and influenza-associated pediatic mortality, and in 2003 for 
SARS-CoV.  Reporting exceptions are available at http://wwwn.cdc.gov/nndss/document/SRCA_FINAL_REPORT_2006-2010.xlsx.

¶ Includes both neuroinvasive and non-neuroinvasive. Updated weekly from reports to the Division of Vector-Borne Infectious 
Diseases, National Center for Zoonotic, Vector-Borne, and Enteric Diseases (ArboNET Surveillance). Data for 
West Nile virus are available in Table II.

** Data for H. influenzae (all ages, all serotypes) are available in Table II.

†† Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV/AIDS, 
Viral Hepatitis, STD, and TB Prevention. Implementation of HIV reporting influences the 
number of cases reported. Updates of pediatric HIV data have been temporarily suspended until upgrading 
of the national HIV/ AIDS surveillance data management system is completed. Data for HIV/AIDS usually are 
available quarterly in Table IV.

§§ Updated weekly from reports to the Influenza Division, National Center for Immunization and Respiratory 
Diseases. Please refer to the MMWR publication for weekly updates to the footnote for this condition.

¶¶ Please refer to the MMWR publication for weekly updates to the footnote for this condition.

*** Data for meningococcal disease (all serogroups) are available in Table II.

