
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending February 2, 2013 (WEEK 05)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia trachomatis infection current week
Chlamydia trachomatis infection previous 52 weeks median 
Chlamydia trachomatis infection previous 52 weeks maximum 
Chlamydia trachomatis infection cummulative for 2013
Chlamydia trachomatis infection cummulative for 2012
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2013
Coccidioidomycosis cummulative for 2012
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2013
Cryptosporidiosis cummulative for 2012

tab delimited data:
test
UNITED STATES	13,116	26,812	30,342	96,194	134,998	53	277	552	151	1,945	59	125	280	317	543						
NEW ENGLAND	855	944	1,349	3,616	4,324	-	0	1	-	-	-	7	19	5	31						
Conn.	238	235	567	563	1,035	N	0	0	N	N	-	1	3	3	4						
Maine	-	60	101	-	320	N	0	0	N	N	-	1	4	-	4						
Mass.	558	471	706	2,305	2,086	-	0	0	-	-	-	3	8	-	14						
N.H.	7	58	83	161	290	-	0	1	-	-	-	0	4	-	4						
R.I.	52	84	159	372	549	-	0	1	-	-	-	0	3	-	-						
Vt.	-	28	97	215	44	N	0	0	N	N	-	1	6	2	5						
MID. ATLANTIC	2,797	3,894	4,394	17,331	18,820	-	0	1	-	1	2	12	41	26	56						
N.J.	122	540	624	2,117	2,773	N	0	0	N	N	-	0	4	-	4						
N.Y. (Upstate)	792	722	1,584	2,611	2,643	N	0	0	N	N	-	2	18	-	11						
N.Y. City	622	1,130	1,322	4,885	5,947	N	0	0	N	N	-	2	8	5	10						
Pa.	1,261	1,490	1,980	7,718	7,457	-	0	1	-	1	2	7	21	21	31						
E.N. CENTRAL	1,276	4,129	4,579	11,437	21,469	-	1	4	3	5	6	28	109	59	142						
Ill.	-	1,129	1,510	1,175	6,586	N	0	0	N	N	-	3	8	-	13						
Ind.	240	573	838	1,817	2,696	N	0	0	N	N	-	3	8	2	11						
Mich.	466	898	1,207	3,231	4,669	-	0	3	1	2	-	5	40	12	31						
Ohio	290	1,022	1,189	3,229	5,201	-	0	2	-	3	6	10	28	30	53						
Wis.	280	468	550	1,985	2,317	-	0	1	2	-	-	9	42	15	34						
W.N. CENTRAL	348	1,542	1,760	4,096	8,455	-	2	8	-	8	4	16	41	35	54						
Iowa	10	211	255	633	1,369	N	0	0	N	N	-	5	22	6	28						
Kans.	-	205	292	479	1,302	N	0	0	N	N	-	1	4	-	3						
Minn.	-	311	365	-	1,734	-	2	7	-	7	-	0	0	-	-						
Mo.	203	545	657	1,891	2,702	-	0	1	-	1	3	4	12	19	10						
Nebr.	101	134	195	638	703	-	0	1	-	-	1	2	10	7	2						
N. Dak.	3	50	73	117	278	-	0	0	-	-	-	0	3	-	3						
S. Dak.	31	75	106	338	367	N	0	0	N	N	-	2	6	3	8						
S. ATLANTIC	3,026	5,318	6,389	21,592	26,716	-	0	1	-	1	38	20	59	106	98						
Del.	137	83	322	745	344	-	0	1	-	-	-	0	4	-	1						
D.C.	-	132	239	428	675	-	0	0	-	-	N	0	0	N	N						
Fla.	1,026	1,515	1,729	6,465	7,224	N	0	0	N	N	8	9	24	29	33						
Ga.	301	936	1,230	3,577	5,274	N	0	0	N	N	1	4	15	14	22						
Md.	254	452	1,180	1,292	1,564	-	0	1	-	1	2	1	5	7	16						
N.C.	-	889	1,771	2,843	4,871	N	0	0	N	N	24	0	29	37	-						
S.C.	604	514	908	2,548	2,674	N	0	0	N	N	1	1	4	9	11						
Va.	615	662	903	3,267	3,608	N	0	0	N	N	2	3	6	10	14						
W. Va.	89	89	149	427	482	N	0	0	N	N	-	0	1	-	1						
