
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending May 8, 2010 (WEEK 18)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2010
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2009
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2010
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2009
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2010
Syphillis, primary & secondary cummulative for 2009

tab delimited data:
test
UNITED STATES	181	57	421	5,886	1,460	18	48	139	953	1,081	42	240	409	3,350	4,798						
NEW ENGLAND	1	2	97	314	31	-	1	23	24	33	3	7	21	140	120						
Conn.	-	0	94	139	-	-	0	22	14	-	2	1	9	24	25						
Maine	-	1	5	45	6	-	0	2	4	-	-	0	3	13	1						
Mass.	-	0	1	-	1	-	0	5	-	25	1	5	12	87	81						
N.H.	1	0	6	53	5	-	0	2	3	5	-	0	1	4	9						
R.I.	-	0	7	40	11	-	0	1	2	1	-	0	5	10	4						
Vt.	-	0	6	37	8	-	0	1	1	2	-	0	2	2	-						
MID. ATLANTIC	21	5	39	387	87	4	6	48	114	132	20	33	47	588	660						
N.J.	-	0	4	32	-	-	1	3	21	24	4	4	12	80	90						
N.Y. (Upstate)	6	2	12	76	36	4	2	19	55	63	2	2	11	30	35						
N.Y. City	4	1	15	77	3	-	1	28	16	38	12	19	39	352	415						
Pa.	11	2	20	202	48	-	0	5	22	7	2	7	14	126	120						
E.N. CENTRAL	15	13	75	821	323	1	8	18	152	182	-	23	55	212	468						
Ill.	-	0	7	43	-	-	1	5	37	27	-	10	36	7	230						
Ind.	-	5	20	195	126	-	1	6	25	33	-	2	9	32	58						
Mich.	5	1	26	294	14	-	1	6	37	31	-	3	13	64	77						
Ohio	10	8	19	198	183	1	2	7	44	63	-	7	13	109	81						
Wis.	-	0	20	91	-	-	0	2	9	28	-	0	3	-	22						
W.N. CENTRAL	15	4	182	391	94	1	3	12	74	81	-	5	12	69	112						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	2	2	10						
Kans.	-	1	7	48	38	-	0	2	8	12	-	0	3	2	6						
Minn.	-	0	179	211	14	-	1	10	35	23	-	1	4	13	31						
Mo.	2	1	8	53	31	1	0	3	22	31	-	3	8	49	58						
Nebr.	3	0	7	59	-	-	0	2	8	3	-	0	2	3	5						
N. Dak.	10	0	4	16	9	-	0	1	-	4	-	0	1	-	2						
S. Dak.	-	0	2	4	2	-	0	2	1	8	-	0	0	-	-						
S. ATLANTIC	46	27	142	1,603	671	6	12	27	260	267	4	60	218	850	1,093						
Del.	2	0	3	15	10	-	0	2	-	-	-	0	3	3	14						
D.C.	-	0	3	14	-	-	0	1	3	-	-	3	8	41	63						
Fla.	27	16	89	782	405	4	4	18	102	100	-	19	30	297	412						
Ga.	3	8	28	243	197	1	4	12	74	68	-	13	167	111	177						
Md.	13	0	25	220	4	1	1	7	29	37	-	6	12	84	101						
N.C.	-	0	0	-	-	-	0	0	-	-	2	9	31	167	179						
S.C.	1	0	25	262	-	-	1	4	28	26	-	2	6	42	43						
Va.	-	0	3	19	-	-	1	3	17	25	2	6	22	105	100						
W. Va.	-	1	21	48	55	-	0	4	7	11	-	0	2	-	4						
E.S. CENTRAL	15	4	50	558	137	1	2	8	53	66	-	19	40	253	420						
Ala.	-	0	0	-	-	-	0	0	-	-	-	6	18	79	175						
Ky.	1	1	15	67	46	-	0	2	4	7	-	1	13	29	22						
Miss.	-	0	5	24	3	-	0	2	5	8	-	3	17	36	70						
Tenn.	14	2	44	467	88	1	2	7	44	51	-	7	15	109	153						
W.S. CENTRAL	46	2	87	806	48	4	6	39	134	147	6	45	75	552	971						
Ark.	-	1	8	63	26	-	0	4	9	18	5	6	16	83	54						
La.	-	0	8	38	22	-	0	3	12	16	-	9	27	64	320						
Okla.	-	0	5	29	-	-	1	5	29	25	1	1	6	18	36						
