
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending September 4, 2010 (WEEK 35)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2010
Hepatitis (Viral Acute), Type A cummulative for 2009
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2010
Hepatitis (Viral Acute), Type B cummulative for 2009
Hepatitis (Viral Acute), Type C current week
Hepatitis (Viral Acute), Type C previous 52 weeks median 
Hepatitis (Viral Acute), Type C previous 52 weeks maximum 
Hepatitis (Viral Acute), Type C cummulative for 2010
Hepatitis (Viral Acute), Type C cummulative for 2009

tab delimited data:
test
UNITED STATES	20	30	69	989	1,364	34	59	204	2,001	2,246	11	15	44	556	506						
NEW ENGLAND	-	2	5	66	75	-	1	5	37	40	-	1	4	22	48						
Conn.	-	0	2	18	16	-	0	2	11	11	-	0	3	15	37						
Maine	-	0	1	7	1	-	0	2	11	9	-	0	1	-	1						
Mass.	-	1	4	34	47	-	0	2	8	16	-	0	1	7	9						
N.H.	-	0	1	1	6	-	0	2	5	4	N	0	0	N	N						
R.I.	-	0	4	6	3	U	0	0	U	U	U	0	0	U	U						
Vt.	-	0	0	-	2	-	0	1	2	-	-	0	0	-	1						
MID. ATLANTIC	-	4	10	129	192	1	5	10	204	241	1	2	6	72	69						
N.J.	-	0	3	11	54	-	1	5	51	73	-	0	2	7	4						
N.Y. (Upstate)	-	1	3	38	34	-	1	6	37	38	1	1	4	42	33						
N.Y. City	-	1	4	45	59	-	2	4	61	47	-	0	1	-	4						
Pa.	-	1	6	35	45	1	1	5	55	83	-	0	3	23	28						
E.N. CENTRAL	3	4	8	129	218	4	8	15	295	315	-	2	8	104	66						
Ill.	-	1	3	28	100	-	2	6	62	79	-	0	1	1	4						
Ind.	-	0	2	15	15	-	1	5	40	50	-	0	2	18	13						
Mich.	-	1	4	37	51	2	2	6	81	98	-	1	6	71	23						
Ohio	3	0	5	27	30	2	2	6	79	70	-	0	1	8	23						
Wis.	-	0	3	22	22	-	1	3	33	18	-	0	1	6	3						
W.N. CENTRAL	4	1	12	51	81	2	2	15	76	94	1	0	11	16	9						
Iowa	-	0	3	5	26	-	0	2	11	26	-	0	4	1	3						
Kans.	-	0	2	10	7	-	0	2	4	5	-	0	0	-	1						
Minn.	-	0	12	13	14	-	0	13	6	17	-	0	9	9	2						
Mo.	-	0	2	15	14	1	1	3	44	31	1	0	1	4	-						
Nebr.	4	0	1	8	17	1	0	2	10	13	-	0	1	2	2						
N. Dak.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	0	-	3	-	0	1	1	2	-	0	0	-	1						
S. ATLANTIC	4	8	14	245	287	13	17	40	588	616	3	4	7	120	115						
Del.	-	0	1	5	3	-	0	2	18	23	U	0	0	U	U						
D.C.	-	0	1	1	1	-	0	1	3	9	-	0	1	2	1						
Fla.	4	3	8	90	122	9	5	11	206	200	2	1	4	40	27						
Ga.	-	1	3	28	34	3	3	7	101	102	-	0	2	6	29						
Md.	-	1	4	18	30	-	1	6	40	54	-	0	2	16	17						
N.C.	-	0	5	41	33	-	1	15	65	80	-	1	3	32	14						
S.C.	-	1	4	26	41	-	1	4	38	38	-	0	0	-	1						
Va.	-	1	6	34	22	-	2	14	74	63	1	0	2	10	7						
W. Va.	-	0	2	2	1	1	0	14	43	47	-	0	5	14	19						
E.S. CENTRAL	-	1	3	27	31	5	7	13	228	223	1	3	7	91	66						
Ala.	-	0	1	5	7	-	1	5	41	67	-	0	2	3	5						
Ky.	-	0	2	12	7	5	2	7	80	51	-	2	5	63	40						
Miss.	-	0	1	1	8	-	1	3	22	19	U	0	0	U	U						
Tenn.	-	0	2	9	9	-	3	7	85	86	1	0	4	25	21						
W.S. CENTRAL	-	2	19	73	134	7	9	109	290	388	5	1	14	52	40						
Ark.	-	0	3	-	6	-	1	4	31	49	-	0	1	-	1						
La.	-	0	2	6	4	-	1	5	30	43	-	0	1	4	6						
Okla.	-	0	3	-	3	3	1	19	61	69	4	0	12	19	10						
Tex.	-	2	18	67	121	4	5	87	168	227	1	1	3	29	23						
MOUNTAIN	1	3	8	107	111	-	2	8	84	96	-	1	5	33	36						
Ariz.	1	1	5	49	46	-	0	2	22	35	U	0	0	U	U						
Colo.	-	1	3	24	38	-	0	3	18	18	-	0	2	6	23						
Idaho	-	0	2	6	3	-	0	1	6	8	-	0	2	8	2						
Mont.	-	0	1	4	5	-	0	1	1	-	-	0	0	-	1						
Nev.	-	0	2	11	7	-	1	3	29	22	-	0	1	3	2						
N. Mex.	-	0	1	3	7	-	0	1	3	5	-	0	2	7	5						
Utah	-	0	2	7	3	-	0	1	5	4	-	0	1	9	3						
Wyo.	-	0	3	3	2	-	0	0	-	4	-	0	0	-	-						
PACIFIC	8	5	16	162	235	2	6	20	199	233	-	1	6	46	57						
Alaska	-	0	1	1	2	-	0	1	2	2	U	0	2	U	U						
Calif.	8	4	15	133	184	2	4	17	138	165	-	0	4	21	29						
Hawaii	-	0	2	1	8	-	0	1	-	5	U	0	0	U	U						
Oreg.	-	0	2	13	10	-	1	4	30	28	-	0	3	10	15						
Wash.	-	0	2	14	31	-	1	4	29	33	-	0	6	15	13						
Amer. Samoa	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	6	14	4	-	1	6	30	42	-	0	6	25	33						
P.R.	-	0	1	3	20	-	0	5	10	21	-	0	0	-	-						
