
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending February 18, 2006 (WEEK 07)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2006
Giardiasis cummulative for 2005
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2006
Gonorrhea cummulative for 2005
Haemophilus influenzae, invasive, All ages, all serotypes current week
Haemophilus influenzae, invasive, All ages, all serotypes previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes cummulative for 2006
Haemophilus influenzae, invasive, All ages, all serotypes cummulative for 2005

tab delimited data:
test
UNITED STATES	177	321	686	1,348	1,899	3,266	6,225	7,443	32,310	43,114	20	38	77	231	322						
NEW ENGLAND	2	27	90	70	118	56	103	280	555	736	-	3	12	13	18						
Conn.	-	0	65	-	1	-	36	233	64	270	-	0	6	-	3						
Maine	-	4	11	3	16	-	2	7	15	16	-	0	1	1	1						
Mass.	2	12	34	46	84	46	50	86	359	364	-	2	5	10	11						
N.H.	-	1	7	5	4	3	4	9	38	19	-	0	3	1	-						
R.I.	-	0	25	2	-	6	8	25	72	64	-	0	4	-	-						
Vt.	-	3	11	14	13	1	1	4	7	3	-	0	1	1	3						
MID. ATLANTIC	33	66	205	256	390	316	647	982	3,328	4,287	6	8	23	61	66						
N.J.	-	7	15	-	73	34	110	166	368	778	-	2	5	-	9						
N.Y. (Upstate)	28	22	176	100	99	133	123	417	626	708	5	2	19	16	18						
N.Y. City	-	16	33	67	110	75	181	405	1,033	1,311	-	1	5	19	14						
Pa.	5	16	29	89	108	74	211	339	1,301	1,490	1	3	8	26	25						
E.N. CENTRAL	27	53	102	201	346	789	1,261	1,801	7,045	7,680	5	5	10	29	56						
Ill.	-	13	32	8	82	-	364	729	1,501	1,802	-	1	5	1	17						
Ind.	N	0	0	N	N	162	154	234	1,227	1,156	2	1	6	7	6						
Mich.	5	14	29	71	98	514	228	581	2,788	865	3	0	3	8	7						
Ohio	22	15	34	105	71	55	371	682	1,084	3,071	-	2	6	11	22						
Wis.	-	12	33	17	95	58	108	158	445	786	-	0	3	2	4						
W.N. CENTRAL	34	37	142	143	141	132	356	461	1,992	2,543	-	2	7	11	15						
Iowa	-	5	14	24	34	-	30	54	172	189	-	0	1	-	-						
Kans.	-	4	9	15	18	-	47	99	288	388	-	0	2	1	1						
Minn.	29	16	113	48	17	-	63	89	130	491	-	0	5	-	5						
Mo.	5	9	32	43	50	110	182	241	1,206	1,238	-	0	7	9	7						
Nebr.	-	1	5	4	19	15	21	40	130	185	-	0	1	1	2						
N. Dak.	-	0	3	1	-	1	2	5	15	9	-	0	2	-	-						
S. Dak.	-	2	7	8	3	6	6	15	51	43	-	0	0	-	-						
S. ATLANTIC	32	48	84	214	297	1,132	1,480	2,199	7,524	10,643	7	8	22	64	82						
Del.	-	1	3	2	9	16	18	40	181	109	-	0	0	-	-						
D.C.	2	1	6	5	4	-	40	67	87	314	-	0	0	-	-						
Fla.	29	19	40	116	101	370	394	503	2,643	2,539	3	2	12	17	17						
Ga.	1	10	24	41	89	2	271	586	157	1,544	-	2	6	14	27						
Md.	-	4	11	27	21	116	141	242	1,055	959	3	1	5	12	13						
N.C.	N	0	0	N	N	348	276	766	2,289	2,417	1	1	11	12	18						
S.C.	-	2	9	8	11	87	134	783	497	1,428	-	1	3	6	1						
Va.	-	9	38	14	58	165	146	289	487	1,239	-	1	7	3	3						
W. Va.	-	0	6	1	4	28	13	34	128	94	-	0	3	-	3						
E.S. CENTRAL	3	7	19	34	57	308	519	868	3,002	3,682	-	2	8	10	12						
Ala.	3	3	13	26	32	-	164	491	722	1,112	-	0	2	3	1						
Ky.	N	0	0	N	N	57	55	107	485	551	-	0	3	-	-						
Miss.	-	0	0	-	-	85	133	225	629	866	-	0	0	-	-						
