
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending June 13, 2009 (WEEK 23)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2009
Pertussis cummulative for 2008
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2009
Rabies, animal cummulative for 2008
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2009
Rocky Mountain Spotted Fever cummulative for 2008

tab delimited data:
test
UNITED STATES	145	241	1,697	4,866	3,295	21	71	120	1,412	1,703	13	36	179	395	300						
NEW ENGLAND	-	18	35	187	386	2	8	15	135	167	-	0	2	4	2						
Conn.	-	0	4	12	29	-	3	10	59	80	-	0	0	-	-						
Maine	-	1	7	34	14	-	1	5	20	27	-	0	2	4	-						
Mass.	-	12	30	105	304	-	0	0	-	-	-	0	1	-	1						
N.H.	-	1	5	25	9	2	1	7	16	15	-	0	1	-	-						
R.I.	-	1	6	5	25	-	0	3	14	14	-	0	2	-	1						
Vt.	-	0	2	6	5	-	1	6	26	31	-	0	0	-	-						
MID. ATLANTIC	9	24	64	436	388	7	17	30	275	337	-	1	29	14	39						
N.J.	-	4	12	56	71	-	0	0	-	-	-	0	6	-	28						
N.Y. (Upstate)	3	6	41	80	116	7	9	20	157	166	-	0	29	1	3						
N.Y. City	4	0	21	44	41	-	0	2	-	10	-	0	3	10	5						
Pa.	2	10	33	256	160	-	7	17	118	161	-	0	2	3	3						
E.N. CENTRAL	53	43	238	1,024	653	2	2	28	39	43	-	1	15	15	19						
Ill.	-	14	45	234	70	-	1	20	6	16	-	1	10	7	14						
Ind.	-	2	158	80	21	-	0	6	6	1	-	0	3	1	1						
Mich.	4	8	21	215	85	-	1	9	16	17	-	0	1	1	2						
Ohio	49	14	57	461	441	2	0	7	11	9	-	0	4	6	2						
Wis.	-	4	10	34	36	N	0	0	N	N	-	0	0	-	-						
W.N. CENTRAL	8	31	872	880	273	2	5	17	113	113	2	4	33	55	67						
Iowa	-	4	21	57	36	-	0	5	9	9	-	0	2	1	3						
Kans.	1	2	12	82	26	1	1	6	44	39	-	0	0	-	-						
Minn.	4	1	808	165	63	-	0	11	20	18	-	0	0	-	-						
Mo.	1	14	51	479	111	1	1	8	17	10	2	4	32	52	61						
Nebr.	2	4	32	85	25	-	0	2	-	17	-	0	4	2	-						
N. Dak.	-	0	24	1	1	-	0	9	4	10	-	0	1	-	-						
S. Dak.	-	0	10	11	11	-	0	4	19	10	-	0	0	-	3						
S. ATLANTIC	36	26	71	648	308	1	27	90	634	821	2	16	72	207	82						
Del.	-	0	3	6	5	-	0	0	-	-	-	0	5	3	4						
D.C.	-	0	2	-	1	-	0	0	-	-	-	0	1	-	2						
Fla.	34	7	20	240	75	-	0	74	74	138	-	0	3	4	3						
Ga.	-	3	9	79	25	-	5	52	154	178	-	1	9	10	20						
Md.	-	3	10	37	44	-	6	16	130	198	-	1	7	18	15						
N.C.	-	0	65	163	59	N	4	4	N	N	-	9	55	137	11						
S.C.	2	2	10	59	46	-	0	0	-	-	-	1	9	12	8						
Va.	-	3	24	59	48	-	11	24	228	253	2	2	15	22	15						
W. Va.	-	0	2	5	5	1	1	6	48	54	-	0	1	1	4						
E.S. CENTRAL	14	11	33	295	104	-	3	7	59	76	1	4	23	64	48						
Ala.	3	2	19	109	19	-	0	0	-	-	-	1	8	12	12						
Ky.	5	4	15	101	16	-	1	4	25	13	-	0	0	-	1						
Miss.	-	1	5	17	47	-	0	2	-	2	-	0	3	4	3						
Tenn.	6	2	14	68	22	-	2	6	34	61	1	3	19	48	32						
W.S. CENTRAL	5	40	389	743	320	5	0	9	26	48	7	2	161	28	32						
Ark.	-	2	38	33	34	5	0	5	21	30	7	0	61	13	1						
La.	-	2	7	34	14	-	0	0	-	-	-	0	2	-	3						
Okla.	1	0	45	13	10	-	0	9	4	16	-	0	98	5	20						
Tex.	4	35	304	663	262	-	0	1	1	2	-	1	6	10	8						
MOUNTAIN	9	15	31	345	425	-	2	9	41	25	1	1	3	7	10						
Ariz.	3	2	10	66	121	N	0	0	N	N	1	0	2	2	4						
Colo.	5	4	12	126	65	-	0	0	-	-	-	0	1	-	-						
Idaho	1	1	5	37	20	-	0	2	-	1	-	0	1	-	-						
Mont.	-	0	4	9	58	-	0	4	13	-	-	0	1	3	1						
Nev.	-	0	3	6	16	-	0	5	-	1	-	0	2	-	-						
N. Mex.	-	1	10	30	23	-	0	2	14	16	-	0	1	1	1						
Utah	-	4	19	70	115	-	0	6	1	1	-	0	1	1	2						
Wyo.	-	0	2	1	7	-	0	4	13	6	-	0	2	-	2						
PACIFIC	11	23	98	308	438	2	4	13	90	73	-	0	1	1	1						
Alaska	-	3	21	28	36	-	0	2	9	12	N	0	0	N	N						
Calif.	-	6	24	41	219	2	4	12	81	59	-	0	1	1	-						
Hawaii	-	0	3	13	5	-	0	0	-	-	N	0	0	N	N						
Oreg.	-	3	46	97	70	-	0	2	-	2	-	0	1	-	1						
Wash.	11	6	76	129	108	-	0	0	-	-	-	0	0	-	-						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	1	1	-	-	1	5	15	27	N	0	0	N	N						
V.I.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


