
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending April 20, 2013 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2013
Legionellosis cummulative for 2012
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2013
Lyme disease cummulative for 2012
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2013
Malaria cummulative for 2012

tab delimited data:
test
UNITED STATES	9	63	155	531	627	47	477	1,581	2,070	4,775	8	23	74	219	257						
NEW ENGLAND	-	5	19	30	31	1	139	688	345	1,529	-	1	6	7	22						
Conn.	-	1	7	3	5	-	37	182	116	513	-	0	2	-	4						
Maine	-	0	3	4	2	1	16	69	51	125	-	0	2	-	-						
Mass.	-	3	11	16	16	-	57	364	115	638	-	0	4	5	17						
N.H.	-	0	2	1	4	-	16	96	25	195	-	0	2	2	-						
R.I.	-	0	6	3	4	-	0	43	7	8	-	0	5	-	-						
Vt.	-	0	2	3	-	-	8	29	31	50	-	0	1	-	1						
MID. ATLANTIC	1	14	45	110	149	26	192	666	1,170	2,194	2	6	13	56	49						
N.J.	-	2	12	14	21	-	49	166	389	755	-	0	4	10	-						
N.Y. (Upstate)	1	6	15	26	51	12	39	264	178	299	1	1	4	13	5						
N.Y. City	-	2	13	25	29	-	1	36	4	5	1	3	11	26	35						
Pa.	-	4	19	45	48	14	97	413	599	1,135	-	1	4	7	9						
E.N. CENTRAL	2	13	54	114	148	-	18	176	55	347	-	2	8	20	32						
Ill.	-	2	23	18	30	-	1	18	4	16	-	0	6	5	10						
Ind.	-	2	6	34	30	-	1	6	2	10	-	0	2	4	5						
Mich.	-	2	9	6	19	-	1	9	4	16	-	0	5	4	4						
Ohio	2	4	17	53	57	-	1	6	13	9	-	0	3	6	10						
Wis.	-	1	7	3	12	-	13	146	32	296	-	0	2	1	3						
W.N. CENTRAL	-	3	10	18	37	-	2	18	6	19	-	1	5	8	9						
Iowa	-	0	2	1	2	-	1	16	2	12	-	0	2	3	1						
Kans.	-	0	2	1	2	-	0	2	2	5	-	0	1	2	3						
Minn.	-	1	4	6	12	-	0	0	-	-	-	0	0	-	-						
Mo.	-	1	8	2	16	-	0	2	2	1	-	0	2	1	4						
