
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending October 18, 1997 (WEEK 42)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1997*
AIDS § cummulative for 1996
Chlamydia† cummulative for 1997
Chlamydia† cummulative for 1996
Escherichia coli O157:H7 NETSS cummulative for 1997
Escherichia coli O157:H7 PHLIS cummulative for 1997
Gonorrhea cummulative for 1997
Gonorrhea cummulative for 1996
Hepatitis C/NA,NB cummulative for 1997
Hepatitis C/NA,NB cummulative for 1996

tab delimited data:
test
UNITED STATES	44,447	51,671	360,732	344,291	1,929	1,209	227,476	253,489	2,532	2,821											
NEW ENGLAND	1,903	2,062	13,971	13,869	169	110	4,580	5,191	51	86											
Maine	46	32	820	736	16	-	55	50	-	-											
N.H.	29	73	614	598	10	14	75	133	8	7											
Vt.	31	18	339	314	7	2	43	42	2	22											
Mass.	646	995	5,902	5,576	90	79	1,753	1,769	34	51											
R.I.	119	128	1,601	1,552	8	-	359	416	7	6											
Conn.	1,032	816	4,695	5,093	38	15	2,295	2,781	-	-											
MID. ATLANTIC	13,720	14,332	48,704	48,474	114	40	29,632	33,029	285	243											
Upstate N.Y.	2,137	1,854	N	N	76	-	4,750	6,001	212	194											
N.Y. City	7,308	7,852	25,447	23,989	10	6	11,461	11,526	-	3											
N.J.	2,667	2,884	7,160	10,017	28	22	5,591	7,033	-	-											
Pa.	1,608	1,742	16,097	14,468	N	12	7,830	8,469	73	46											
E.N. CENTRAL	3,255	4,026	55,253	69,152	360	220	34,014	47,307	428	393											
Ohio	683	870	15,650	16,689	98	48	9,726	12,164	16	32											
Ind.	447	463	7,464	8,063	63	35	4,962	5,175	10	8											
Ill.	1,356	1,800	8,513	19,719	62	-	4,186	14,092	69	76											
Mich.	564	682	16,363	16,107	137	96	11,937	11,879	333	277											
Wis.	205	211	7,263	8,574	N	41	3,203	3,997	-	-											
W.N. CENTRAL	859	1,203	19,717	25,352	450	349	9,061	12,459	136	80											
Minn.	157	225	U	4,017	202	185	U	1,881	3	2											
Iowa	86	71	3,713	3,486	102	63	945	914	28	37											
Mo.	392	619	9,573	10,136	46	57	5,920	7,019	91	21											
N. Dak.	13	11	546	777	12	11	37	26	2	-											
S. Dak.	8	10	1,107	1,183	28	23	124	150	-	-											
Nebr.	83	83	1,768	2,191	40	-	695	857	2	7											
Kans.	120	184	3,010	3,562	20	10	1,340	1,612	10	13											
S. ATLANTIC	10,879	13,030	72,751	40,273	171	119	72,121	74,843	224	158											
Del.	184	230	1,276	1,148	4	4	974	1,181	-	1											
Md.	1,695	1,950	5,699	U	19	10	10,696	9,005	15	2											
D.C.	767	1,008	N	N	2	-	3,553	3,631	-	-											
Va.	879	894	9,002	9,392	N	40	6,628	7,507	24	13											
W. Va.	92	88	2,369	1,745	N	1	734	637	16	9											
N.C.	680	678	14,774	U	60	30	14,570	15,166	42	43											
S.C.	631	663	9,936	U	8	7	9,221	8,757	35	25											
Ga.	1,267	1,870	10,112	9,554	36	-	11,676	14,852	U	-											
Fla.	4,684	5,649	19,583	18,434	40	27	14,069	14,107	92	65											
E.S. CENTRAL	1,561	1,783	26,411	24,929	87	34	26,569	26,479	281	463											
Ky.	290	307	5,136	5,428	28	-	3,319	3,384	12	28											
Tenn.	638	640	10,163	10,965	42	34	8,854	9,737	197	333											
Ala.	384	470	6,935	6,760	14	-	9,658	10,820	10	4											
Miss.	249	366	4,177	1,776	3	-	4,738	2,538	62	98											
W.S. CENTRAL	4,694	5,128	47,595	43,330	62	16	31,631	30,418	386	311											
Ark.	180	225	2,068	1,476	9	5	3,455	3,302	3	8											
La.	797	1,164	7,745	6,101	6	3	7,539	6,398	182	181											
Okla.	240	191	6,085	6,114	9	5	3,932	3,969	7	1											
Tex.	3,477	3,548	31,697	29,639	38	3	16,705	16,749	194	121											
MOUNTAIN	1,277	1,592	19,674	20,787	215	125	6,933	6,127	369	470											
Mont.	35	33	776	1,005	22	-	34	25	20	13											
Idaho	41	31	1,253	1,236	29	21	112	87	52	94											
Wyo.	13	5	476	495	16	12	44	37	176	145											
Colo.	299	434	1,896	2,598	75	53	1,824	1,191	34	50											
N. Mex.	141	139	2,437	3,192	7	5	961	693	44	69											
Ariz.	323	462	9,627	8,620	N	24	3,211	2,997	25	61											
Utah	104	142	1,354	1,248	55	-	219	243	4	19											
Nev.	321	346	1,855	2,393	11	10	528	854	14	19											
PACIFIC	6,299	8,514	56,656	58,125	301	196	12,935	17,636	372	617											
Wash.	532	539	7,384	7,691	98	54	1,567	1,678	21	48											
Oreg.	248	359	3,950	4,377	69	78	596	684	3	6											
Calif.	5,434	7,429	42,772	43,617	123	56	10,067	14,553	217	383											
Alaska	37	28	1,205	974	11	1	309	352	-	3											
Hawaii	48	159	1,345	1,466	N	7	396	369	131	177											
Guam	2	4	86	309	N	-	9	55	-	6											
P.R.	1,511	1,829	U	U	37	U	481	533	124	130											
V.I.	80	17	N	N	N	U	-	-	-	-											
Amer. Samoa	-	-	-	-	N	U	-	-	-	-											
C.N.M.I.	1	-	N	N	N	U	17	11	2	-											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1997 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


