
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending May 27, 2006 (WEEK 21)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2006
Shiga toxin-producing E. coli(STEC)† cummulative for 2005
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2006
Shigellosis cummulative for 2005
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2006
Streptococcal disease, invasive, group A cummulative for 2005

tab delimited data:
test
UNITED STATES	20	54	296	400	616	146	301	1,009	3,274	4,543	46	84	282	2,268	2,289						
NEW ENGLAND	-	3	15	34	55	1	5	26	98	81	-	5	11	86	137						
Conn.	-	0	14	14	17	-	0	20	20	19	U	1	4	U	57						
Maine	-	0	5	-	11	-	0	3	-	5	-	0	2	8	4						
Mass.	-	1	7	17	20	-	4	11	68	47	-	3	6	54	56						
N.H.	-	0	2	3	3	-	0	4	4	4	-	0	3	15	7						
R.I.	-	0	2	-	1	-	0	6	4	2	-	0	3	3	6						
Vt.	-	0	2	2	3	1	0	4	2	4	-	0	2	6	7						
MID. ATLANTIC	3	5	107	14	61	6	17	72	238	447	7	13	43	382	498						
N.J.	-	1	7	-	17	-	5	18	55	121	-	1	8	10	104						
N.Y. (Upstate)	-	2	103	25	22	3	4	60	88	100	3	4	32	156	154						
N.Y. City	-	0	3	7	-	-	5	14	59	193	-	3	8	52	93						
Pa.	-	2	8	-	22	3	2	48	36	33	4	5	13	164	147						
E.N. CENTRAL	4	10	38	91	123	8	19	96	299	352	17	15	37	431	523						
Ill.	-	1	10	-	35	-	7	26	72	89	-	4	10	61	176						
Ind.	-	1	7	13	14	1	1	56	53	37	-	1	11	63	52						
Mich.	-	1	8	19	17	2	3	10	75	119	3	3	11	123	126						
Ohio	4	2	14	34	35	5	3	11	59	23	14	4	19	156	109						
Wis.	-	3	15	25	22	-	3	10	40	84	-	1	4	28	60						
W.N. CENTRAL	2	7	35	62	84	50	45	77	473	300	1	5	57	175	150						
Iowa	-	1	10	12	15	-	1	7	13	44	N	0	0	N	N						
